Time,V North,V East,V Down
05:46:00.006,2.0104928,-0.047607299,-0.040283099
05:46:00.076,2.0104928,-0.047607299,-0.040283099
05:46:00.146,2.0068307,-0.054931499,-0.040283099
05:46:00.216,2.0068307,-0.054931499,-0.040283099
05:46:00.286,2.017817,-0.062255699,-0.040283099
05:46:00.356,2.0288033,-0.065917797,-0.043945201
05:46:00.426,2.0288033,-0.065917797,-0.043945201
05:46:00.496,2.0141549,-0.065917797,-0.043945201
05:46:00.566,2.0141549,-0.065917797,-0.043945201
05:46:00.636,2.0214791,-0.073242001,-0.040283099
05:46:00.706,2.0214791,-0.073242001,-0.040283099
05:46:00.776,2.0397897,-0.062255699,-0.043945201
05:46:00.846,2.017817,-0.0842283,-0.043945201
05:46:00.916,2.017817,-0.0842283,-0.043945201
05:46:00.986,2.0361276,-0.065917797,-0.054931499
05:46:01.056,2.0361276,-0.065917797,-0.054931499
05:46:01.126,2.0251412,-0.062255699,-0.047607299
05:46:01.196,2.0251412,-0.062255699,-0.047607299
05:46:01.266,2.017817,-0.069579899,-0.047607299
05:46:01.336,2.017817,-0.069579899,-0.047607299
05:46:01.406,2.0141549,-0.069579899,-0.040283099
05:46:01.476,2.0214791,-0.069579899,-0.043945201
05:46:01.546,2.0214791,-0.069579899,-0.043945201
05:46:01.616,2.0397897,-0.065917797,-0.051269401
05:46:01.686,2.0397897,-0.065917797,-0.051269401
05:46:01.756,2.0324655,-0.043945201,-0.043945201
05:46:01.826,2.0324655,-0.043945201,-0.043945201
05:46:01.896,2.0141549,-0.032958899,-0.054931499
05:46:01.966,2.0324655,-0.065917797,-0.051269401
05:46:02.036,2.0324655,-0.065917797,-0.051269401
05:46:02.106,2.0141549,-0.051269401,-0.062255699
05:46:02.176,2.0141549,-0.051269401,-0.062255699
05:46:02.246,2.0214791,-0.040283099,-0.058593601
05:46:02.316,2.0214791,-0.040283099,-0.058593601
05:46:02.386,2.0288033,-0.043945201,-0.054931499
05:46:02.456,2.0288033,-0.043945201,-0.054931499
05:46:02.526,2.0068307,-0.043945201,-0.058593601
05:46:02.596,1.9995066,-0.051269401,-0.054931499
05:46:02.666,1.9995066,-0.051269401,-0.054931499
05:46:02.736,2.0141549,-0.051269401,-0.043945201
05:46:02.806,2.0141549,-0.051269401,-0.043945201
05:46:02.876,2.017817,-0.036621001,-0.043945201
05:46:02.946,2.017817,-0.036621001,-0.043945201
05:46:03.016,2.0031686,-0.047607299,-0.051269401
05:46:03.086,2.0214791,-0.047607299,-0.043945201
05:46:03.156,2.0214791,-0.047607299,-0.043945201
05:46:03.226,2.0251412,-0.058593601,-0.054931499
05:46:03.296,2.0251412,-0.058593601,-0.054931499
05:46:03.366,2.017817,-0.062255699,-0.040283099
05:46:03.436,2.017817,-0.062255699,-0.040283099
05:46:03.506,2.017817,-0.058593601,-0.040283099
05:46:03.576,2.017817,-0.058593601,-0.040283099
05:46:03.646,2.0581002,-0.051269401,-0.040283099
