Time,ACC X_0,ACC Y_0,ACC Z_0,GYRO X_0,GYRO Y_0,GYRO Z_0,ACC X_1,ACC Y_1,ACC Z_1,GYRO X_1,GYRO Y_1,GYRO Z_1,DVL0_1,DVL0_2,DVL0_3,DVL0_4,DVL1_1,DVL1_2,DVL1_3,DVL1_4,V North,V East,V Down
2.01,-0.0008899999999999,-0.0013059999999999,-0.096679,1.2000000000000048e-05,-2.8999999999999956e-05,-0.000787,-0.0005759999999999,-0.0010809999999999,-0.098634,9.700000000000004e-05,-2.3999999999999943e-05,-0.000899,0.569840796372363,-0.4858401423654185,-0.5777099041031715,0.4779710346346101,0.5426848626201527,-0.49155699047053203,-0.6119176205237558,0.4223242325669292,-2.034441,-0.646232,-0.015007
3.01,-0.0010219999999999,-0.0007679999999999,-0.097507,7.0000000000000406e-06,3.300000000000004e-05,-0.000666,-0.0008899999999999,-0.0013059999999999,-0.096679,1.2000000000000048e-05,-2.8999999999999956e-05,-0.000787,0.5826756722444526,-0.48275941655994487,-0.5540611242981027,0.5113739645062948,0.569840796372363,-0.4858401423654185,-0.5777099041031715,0.4779710346346101,-2.107863,-0.451129,0.0118
4.01,-0.0003149999999999,-0.0008649999999999,-0.098117,-1.3999999999999966e-05,1.0000000000000036e-05,-0.000567,-0.0010219999999999,-0.0007679999999999,-0.097507,7.0000000000000406e-06,3.300000000000004e-05,-0.000666,0.5985457403212527,-0.48642005895541707,-0.5393742421179728,0.5455915571586971,0.5826756722444526,-0.48275941655994487,-0.5540611242981027,0.5113739645062948,-2.167733,-0.288561,0.029447
5.01,-5.999999999993968e-06,-0.0006789999999999,-0.098499,-0.0001139999999999,5.800000000000003e-05,-0.000457,-0.0003149999999999,-0.0008649999999999,-0.098117,-1.3999999999999966e-05,1.0000000000000036e-05,-0.000567,0.563678715585111,-0.5351352339229589,-0.5682657162991989,0.530548233208871,0.5985457403212527,-0.48642005895541707,-0.5393742421179728,0.5455915571586971,-2.218026,-0.148218,0.042294
6.02,7.400000000000601e-05,-4.899999999999399e-05,-0.098187,-0.0001069999999999,-5.999999999999979e-06,-0.00034,-5.999999999993968e-06,-0.0006789999999999,-0.098499,-0.0001139999999999,5.800000000000003e-05,-0.000457,0.5368135382949707,-0.5736276036125076,-0.5704304624413359,0.5400106794661426,0.563678715585111,-0.5351352339229589,-0.5682657162991989,0.530548233208871,-2.252055,-0.020212,0.016618
7.02,7.800000000000598e-05,0.000267,-0.097683,6.0000000000000015e-05,1.2000000000000012e-05,-0.0002,7.400000000000601e-05,-4.899999999999399e-05,-0.098187,-0.0001069999999999,-5.999999999999979e-06,-0.00034,0.515509090151675,-0.6106866693581879,-0.5782238758715158,0.5479718836383471,0.5368135382949707,-0.5736276036125076,-0.5704304624413359,0.5400106794661426,-2.27134,0.084975,0.003569
8.02,-0.0001459999999999,0.001049,-0.097129,-7.9e-05,-2.2e-05,-7.1e-05,7.800000000000598e-05,0.000267,-0.097683,6.0000000000000015e-05,1.2000000000000012e-05,-0.0002,0.5236508106482999,-0.6144792528352432,-0.5537604711111945,0.5843695923723485,0.515509090151675,-0.6106866693581879,-0.5782238758715158,0.5479718836383471,-2.296081,0.174156,-0.013362
9.02,-0.0006469999999999,0.001149,-0.097921,5.5e-05,-1.8982025386783975e-21,3.1e-05,-0.0001459999999999,0.001049,-0.097129,-7.9e-05,-2.2e-05,-7.1e-05,0.547130461203996,-0.6031341353530776,-0.5292389547242159,0.6210256418328577,0.5236508106482999,-0.6144792528352432,-0.5537604711111945,0.5843695923723485,-2.322136,0.229903,-0.000804
10.03,-0.0007509999999999,0.000951,-0.097577,1.6999999999999993e-05,9.999999999999923e-07,0.000124,-0.0006469999999999,0.001149,-0.097921,5.5e-05,-1.8982025386783975e-21,3.1e-05,0.5539308918271345,-0.6069854874822509,-0.5226999513052556,0.6382164280041297,0.547130461203996,-0.6031341353530776,-0.5292389547242159,0.6210256418328577,-2.347301,0.247438,0.018703
11.03,-0.0004309999999999,0.000164,-0.09846,1.599999999999999e-05,5.899999999999999e-05,0.000164,-0.0007509999999999,0.000951,-0.097577,1.6999999999999993e-05,9.999999999999923e-07,0.000124,0.5261336607566343,-0.633128606276491,-0.5372504820370415,0.6220117849960838,0.5539308918271345,-0.6069854874822509,-0.5226999513052556,0.6382164280041297,-2.376431,0.228869,0.030621
12.03,-0.0001559999999999,0.000283,-0.097775,2.0999999999999985e-05,3.999999999999987e-06,0.000214,-0.0004309999999999,0.000164,-0.09846,1.599999999999999e-05,5.899999999999999e-05,0.000164,0.41506888198909375,-0.7332588092101303,-0.572375368269932,0.575952322929292,0.5261336607566343,-0.633128606276491,-0.5372504820370415,0.6220117849960838,-2.389527,0.208699,0.005339
13.03,-0.0015689999999999,0.001481,-0.097896,-0.001786,-0.000276,0.0007629999999999,-0.0001559999999999,0.000283,-0.097775,2.0999999999999985e-05,3.999999999999987e-06,0.000214,0.33813357901684404,-0.6746573270095294,-0.2022151319485381,0.8105757740778353,0.41506888198909375,-0.7332588092101303,-0.572375368269932,0.575952322929292,-2.387659,0.175038,0.004868
14.04,0.000569,0.011678,-0.100515,0.0013479999999999,0.0003529999999999,0.002996,-0.0015689999999999,0.001481,-0.097896,-0.001786,-0.000276,0.0007629999999999,0.24482859396184792,-0.6245763457389059,-0.1472605579911328,0.722144381709621,0.33813357901684404,-0.6746573270095294,-0.2022151319485381,0.8105757740778353,-2.26897,0.097144,0.039106
15.04,0.002016,-0.0076059999999999,-0.097399,0.0007489999999999,7.299999999999982e-05,0.002942,0.000569,0.011678,-0.100515,0.0013479999999999,0.0003529999999999,0.002996,0.21561050588733718,-0.5511268633451794,-0.15322571276341473,0.6135116564691019,0.24482859396184792,-0.6245763457389059,-0.1472605579911328,0.722144381709621,-1.935879,-0.302863,-0.043601
16.04,0.000225,-0.0054129999999999,-0.098913,9.999999999999986e-05,0.0001839999999999,0.002411,0.002016,-0.0076059999999999,-0.097399,0.0007489999999999,7.299999999999982e-05,0.002942,0.19627502893412138,-0.5007807630676807,-0.1521842479509283,0.5448715440508739,0.21561050588733718,-0.5511268633451794,-0.15322571276341473,0.6135116564691019,-1.558668,-0.723263,-0.043167
17.04,-0.0001099999999999,-0.0072629999999999,-0.098012,-0.000993,0.0001679999999999,0.002214,0.000225,-0.0054129999999999,-0.098913,9.999999999999986e-05,0.0001839999999999,0.002411,0.21241953539330308,-0.4550281923686293,-0.17760325849592767,0.4898444692660047,0.19627502893412138,-0.5007807630676807,-0.1521842479509283,0.5448715440508739,-1.176578,-0.978192,-0.041778
18.05,-0.0003389999999999,0.001642,-0.096769,0.0003629999999999,0.0001449999999999,0.001872,-0.0001099999999999,-0.0072629999999999,-0.098012,-0.000993,0.0001679999999999,0.002214,0.29001949458382764,-0.3857028895317185,-0.15712091517864168,0.5186014689369045,0.21241953539330308,-0.4550281923686293,-0.17760325849592767,0.4898444692660047,-0.822725,-1.156881,-0.022368
19.05,0.001439,-0.0026719999999999,-0.097813,-8.100000000000011e-05,0.0001679999999999,0.001693,-0.0003389999999999,0.001642,-0.096769,0.0003629999999999,0.0001449999999999,0.001872,0.32957468370959836,-0.38034364935177234,-0.19529685263476992,0.5146214804266008,0.29001949458382764,-0.3857028895317185,-0.15712091517864168,0.5186014689369045,-0.514222,-1.282061,0.027464
20.05,0.002273,0.001934,-0.098436,-0.000275,0.0001449999999999,0.00154,0.001439,-0.0026719999999999,-0.097813,-8.100000000000011e-05,0.0001679999999999,0.001693,0.32447892096440234,-0.43019464189838885,-0.27758615675050174,0.47708740611228945,0.32957468370959836,-0.38034364935177234,-0.19529685263476992,0.5146214804266008,-0.23032,-1.414513,0.041203
21.05,0.002738,0.000587,-0.098696,0.0005039999999999,7.999999999999993e-05,0.001366,0.002273,0.001934,-0.098436,-0.000275,0.0001449999999999,0.00154,0.3046690850600967,-0.478952077775655,-0.36034421186981563,0.4232769509659361,0.32447892096440234,-0.43019464189838885,-0.27758615675050174,0.47708740611228945,0.044155,-1.52055,0.015248
22.06,0.002289,-0.0041969999999999,-0.098697,-0.000272,-2.3000000000000075e-05,0.001225,0.002738,0.000587,-0.098696,0.0005039999999999,7.999999999999993e-05,0.001366,0.3554251846093584,-0.4625468051307933,-0.3769599977963809,0.4410119919437709,0.3046690850600967,-0.478952077775655,-0.36034421186981563,0.4232769509659361,0.296527,-1.572515,-0.0373
23.06,0.001736,-0.0009989999999999,-0.097895,-0.000178,-3.400000000000006e-05,0.001028,0.002289,-0.0041969999999999,-0.098697,-0.000272,-2.3000000000000075e-05,0.001225,0.4486890552401059,-0.4200367636711644,-0.3785404175716426,0.4901854013396277,0.3554251846093584,-0.4625468051307933,-0.3769599977963809,0.4410119919437709,0.538716,-1.569906,-0.037213
24.06,0.0018,-0.0024639999999999,-0.098192,0.0001869999999999,6.399999999999996e-05,0.000697,0.001736,-0.0009989999999999,-0.097895,-0.000178,-3.400000000000006e-05,0.001028,0.49198874913435986,-0.4330170469745902,-0.4342685071146097,0.4907372889943404,0.4486890552401059,-0.4200367636711644,-0.3785404175716426,0.4901854013396277,0.763142,-1.574847,0.010914
25.06,0.002048,-0.0016309999999999,-0.098261,-9.700000000000004e-05,5.899999999999997e-05,0.000464,0.0018,-0.0024639999999999,-0.098192,0.0001869999999999,6.399999999999996e-05,0.000697,0.5311353510022626,-0.4407722877078522,-0.5049948580370176,0.46691278067309727,0.49198874913435986,-0.4330170469745902,-0.4342685071146097,0.4907372889943404,0.960362,-1.607963,0.014986
26.07,0.001779,-0.0008439999999999,-0.097509,-6.2e-05,5.999999999999995e-06,7.9e-05,0.002048,-0.0016309999999999,-0.098261,-9.700000000000004e-05,5.899999999999997e-05,0.000464,0.569459082383297,-0.4427806470040062,-0.5632347492092886,0.4490049801780145,0.5311353510022626,-0.4407722877078522,-0.5049948580370176,0.46691278067309727,1.139107,-1.624413,-0.000878
27.07,0.002135,-0.0015939999999999,-0.098593,9.000000000000002e-05,1.0000000000000146e-06,-0.000237,0.001779,-0.0008439999999999,-0.097509,-6.2e-05,5.999999999999995e-06,7.9e-05,0.5657391096813333,-0.4745236606588957,-0.6486031752175178,0.39165959512271137,0.569459082383297,-0.4427806470040062,-0.5632347492092886,0.4490049801780145,1.249874,-1.655943,-0.007103
28.07,0.001554,-0.0020709999999999,-0.098596,1.200000000000003e-05,-7.799999999999997e-05,-0.000499,0.002135,-0.0015939999999999,-0.098593,9.000000000000002e-05,1.0000000000000146e-06,-0.000237,0.5910394377181111,-0.4608033452932756,-0.6914721011095492,0.36037068190183763,0.5657391096813333,-0.4745236606588957,-0.6486031752175178,0.39165959512271137,1.298166,-1.718405,-0.038336
29.07,0.000377,-0.0017649999999999,-0.097509,-9.899999999999995e-05,-0.0001079999999999,-0.000747,0.001554,-0.0020709999999999,-0.098596,1.200000000000003e-05,-7.799999999999997e-05,-0.000499,0.6605532071716357,-0.3996830897921106,-0.6686752836510074,0.3915610133127388,0.5910394377181111,-0.4608033452932756,-0.6914721011095492,0.36037068190183763,1.294932,-1.785788,-0.048636
30.08,0.000326,-0.0022489999999999,-0.097016,-3.499999999999994e-05,-2.9999999999999943e-05,-0.000929,0.000377,-0.0017649999999999,-0.097509,-9.899999999999995e-05,-0.0001079999999999,-0.000747,0.6944966992475292,-0.38077407849221895,-0.6566094332432132,0.4186613444965352,0.6605532071716357,-0.3996830897921106,-0.6686752836510074,0.3915610133127388,1.218852,-1.866892,-0.004632
31.08,0.000376,-0.0024829999999999,-0.097809,-4.499999999999994e-05,7.400000000000005e-05,-0.000959,0.000326,-0.0022489999999999,-0.097016,-3.499999999999994e-05,-2.9999999999999943e-05,-0.000929,0.6567773362241209,-0.4248673682670207,-0.7172540045571889,0.3643906999339527,0.6944966992475292,-0.38077407849221895,-0.6566094332432132,0.4186613444965352,1.073032,-1.989514,0.034623
32.08,4.700000000000598e-05,-5.299999999999402e-05,-0.097728,-0.0001299999999999,-3.3999999999999946e-05,-0.000936,0.000376,-0.0024829999999999,-0.097809,-4.499999999999994e-05,7.400000000000005e-05,-0.000959,0.6505398669451325,-0.414908490522832,-0.7127111459535921,0.3527372115143723,0.6567773362241209,-0.4248673682670207,-0.7172540045571889,0.3643906999339527,0.906762,-2.105255,-0.003135
33.08,-0.0008299999999999,-0.0008039999999999,-0.096581,0.000131,-3.299999999999995e-05,-0.00092,4.700000000000598e-05,-5.299999999999402e-05,-0.097728,-0.0001299999999999,-3.3999999999999946e-05,-0.000936,0.6627705640721846,-0.40068109712060496,-0.665154002499766,0.3982976586930236,0.6505398669451325,-0.414908490522832,-0.7127111459535921,0.3527372115143723,0.733974,-2.156889,-0.01906
34.09,-0.0005899999999999,-0.0014909999999999,-0.098056,-0.0001219999999999,-6.999999999999952e-06,-0.000788,-0.0008299999999999,-0.0008039999999999,-0.096581,0.000131,-3.299999999999995e-05,-0.00092,0.6669407627932139,-0.4046952483792044,-0.6328028039284165,0.4388332072440017,0.6627705640721846,-0.40068109712060496,-0.665154002499766,0.3982976586930236,0.514839,-2.193294,0.013268
35.09,-0.0008829999999999,-0.0016319999999999,-0.098048,0.000207,4.400000000000003e-05,-0.000603,-0.0005899999999999,-0.0014909999999999,-0.098056,-0.0001219999999999,-6.999999999999952e-06,-0.000788,0.6512819984055243,-0.43320616234619974,-0.6404290045248535,0.4440591562268702,0.6669407627932139,-0.4046952483792044,-0.6328028039284165,0.4388332072440017,0.294821,-2.22661,0.031607
36.09,-0.0003049999999999,-0.0008789999999999,-0.098697,-0.0001459999999999,2.8000000000000027e-05,-0.000454,-0.0008829999999999,-0.0016319999999999,-0.098048,0.000207,4.400000000000003e-05,-0.000603,0.6258182648129189,-0.4592359059250759,-0.6457758470124663,0.4392783237255288,0.6512819984055243,-0.43320616234619974,-0.6404290045248535,0.4440591562268702,0.124048,-2.260616,0.026906
37.09,-0.0003079999999999,-0.0005729999999999,-0.097521,6.400000000000001e-05,-2.499999999999998e-05,-0.000331,-0.0003049999999999,-0.0008789999999999,-0.098697,-0.0001459999999999,2.8000000000000027e-05,-0.000454,0.6397481049334538,-0.4667386356579854,-0.6233834529146404,0.48310328767679883,0.6258182648129189,-0.4592359059250759,-0.6457758470124663,0.4392783237255288,0.007206,-2.277007,0.004195
38.1,-0.0002299999999999,-0.0003129999999999,-0.098367,-0.000156,4.5000000000000016e-05,-0.000193,-0.0003079999999999,-0.0005729999999999,-0.097521,6.400000000000001e-05,-2.499999999999998e-05,-0.000331,0.6046515308415142,-0.5194372532138289,-0.6366687556126531,0.48742002844268995,0.6397481049334538,-0.4667386356579854,-0.6233834529146404,0.48310328767679883,-0.098325,-2.291627,0.020179
39.1,-0.0003299999999999,0.000555,-0.09822,9.4e-05,-1.5e-05,-1.0999999999999996e-05,-0.0002299999999999,-0.0003129999999999,-0.098367,-0.000156,4.5000000000000016e-05,-0.000193,0.5999739209888237,-0.5328197280259148,-0.6263127912005162,0.5064808578142224,0.6046515308415142,-0.5194372532138289,-0.6366687556126531,0.48742002844268995,-0.202095,-2.318012,0.006302
