Trajectory,NumSamples,Test_RMSE_b1,Test_RMSE_b2,Test_RMSE_b3,Test_RMSE_b4,AvgTest_RMSE,TrainedOn
Trajectory3,397,0.046776987027756414,0.08978538710700305,0.07333681238839006,0.10859927680389156,0.07962461583176028,"Trajectory1:30, Trajectory2:40"
