Time [s],Longitude [rad],Latitude [rad],Altitude [m],V North [m/s],V East [m/s],V Down [m/s],Roll [rad],Pitch [rad],Yaw [rad],DVL X [m/s],DVL Y [m/s],DVL Z [m/s],ACC X [m/s^2],ACC Y [m/s^2],ACC Z [m/s^2],GYRO X [rad/s],GYRO Y [rad/s],GYRO Z [rad/s]
21.05,0.6089827016322048,0.5733316579190529,-19.864986,0.366685,-1.774474,-0.018758,0.0277332818141899,0.002775073510671,-1.4222862083828212,1.9255114885945337,-0.0426971068880167,-0.0011251688121125,0.001326,-0.0019819999999999,-0.098476,0.0002069999999999,9.999999999999265e-07,0.0012
22.06,0.6089823612930007,0.5733317361098035,-19.85161,0.616441,-1.790502,-0.007875,0.0414341164423453,-0.0001570796326795,-1.303341984952823,2.028720694041288,0.0293283523181285,0.0117449897802914,0.000706,-0.0010249999999999,-0.097918,-6.800000000000005e-05,1.1999999999999944e-05,0.000927
23.06,0.6089820195575331,0.5733318507779354,-19.855021,0.835383,-1.807341,0.010664,0.0378736447682769,-0.0016057029118348,-1.210804593105499,2.131620399328316,0.1244628730671356,0.0184810207852261,0.000662,-0.0018679999999999,-0.098015,-1.200000000000004e-05,2.299999999999996e-05,0.00064
24.06,0.6089816746804729,0.5733319987818559,-19.873007,1.018309,-1.834246,0.019332,0.0283790536374277,-0.0007679448708775,-1.1470298782651904,2.219916767273494,0.2280873582586431,0.0089267426081594,0.001109,-0.0010249999999999,-0.098109,-0.000165,3.199999999999998e-05,0.000356
25.06,0.6089813245674248,0.5733321764563737,-19.88909,1.166824,-1.86646,0.010532,0.019076448724298,0.0014311699866353,-1.1129089182815044,2.283076275117506,0.377639016167255,-0.0087171666153572,0.000777,-0.0009889999999999,-0.098427,-3.8e-05,3.1e-05,2.6e-05
26.07,0.6089809669494611,0.5733323743767109,-19.892498,1.266672,-1.905228,-0.002418,0.0189891822616983,0.0044505895925857,-1.111548050157139,2.3248883397682905,0.5067166484042789,-0.00890985995255,0.001076,-0.0012289999999999,-0.098358,-6.399999999999997e-05,-1.599999999999998e-05,-0.000337
27.07,0.6089806014775159,0.5733325839907542,-19.884348,1.296257,-1.964116,-0.007797,0.0119555053761611,0.004310963252426,-1.1450932260205928,2.3482068616358536,0.6139045239029859,0.0011882254593338,0.001287,-0.0011889999999999,-0.098019,-6.199999999999996e-05,-2.699999999999996e-05,-0.00062
28.07,0.6089802251845291,0.573332792208534,-19.880373,1.248549,-2.045764,0.000876,0.0024958208303518,0.0026354471705114,-1.207471380753333,2.359685643124597,0.6841111783837779,0.0103189842530139,0.001238,-0.0007239999999999,-0.098468,-0.0001419999999999,-2.6999999999999948e-05,-0.000844
29.07,0.6089798359761059,0.5733329885580748,-19.885546,1.133686,-2.14182,0.006875,-0.0074176493209759,0.0005061454830783,-1.2917881321974234,2.3423620224086905,0.7395245575848521,-0.0059747541703613,0.000982,-0.0005729999999999,-0.097821,9.000000000000058e-06,1.5000000000000058e-05,-0.000951
30.08,0.6089794310597194,0.5733331616947365,-19.890495,0.974678,-2.229052,-0.004163,-0.0080459678516938,0.0004886921905584,-1.3865593709543762,2.325424486181624,0.763159351632413,-0.0191963305849261,0.001058,-0.0004409999999999,-0.09884,-7.399999999999993e-05,-1.199999999999994e-05,-0.000999
31.08,0.6089790127042978,0.573333305160801,-19.880943,0.782552,-2.285249,-0.016873,-0.0145385926691127,-0.0012391837689158,-1.4862526825480464,2.292518998749001,0.7425527574148204,-0.0078305093399385,0.000295,8.100000000000602e-05,-0.098358,-7.099999999999995e-05,-4.6999999999999936e-05,-0.000975
32.08,0.6089785859712956,0.5733334133712147,-19.86989,0.56663,-2.314753,-0.003943,-0.0191288086018578,-0.0060562925044203,-1.5836418104632346,2.276482756166994,0.7011934192190966,0.0126713371101434,0.000141,-0.0008339999999999,-0.098299,0.000114,-1.6999999999999946e-05,-0.000882
33.08,0.6089781566202996,0.5733334858023786,-19.878511,0.349289,-2.337136,0.015315,-0.0088313660150913,-0.0077143552938148,-1.6716939155724442,2.2923391406480227,0.6428736359711762,0.0064982374750037,0.000262,-0.0006699999999999,-0.098447,-6.999999999999955e-06,1.6000000000000043e-05,-0.00073
34.09,0.608977721858783,0.5733335231524246,-19.898788,0.154562,-2.355519,0.01605,-0.0111875605052836,-0.0058643062867009,-1.7443870185443482,2.3075758228190506,0.5737076252607219,-0.0037556188152121,-0.0002649999999999,-0.0010179999999999,-0.098644,2.9000000000000037e-05,1.8000000000000034e-05,-0.000564
35.09,0.6089772846538053,0.5733335299592086,-19.910385,-0.008556,-2.357424,0.004209,-0.0099832833214075,-0.0040317105721068,-1.8003245941779638,2.325160751065006,0.4980743162385624,0.0135646109160341,-0.0003759999999999,-0.0006289999999999,-0.098219,2.375814790345865e-20,-2.9999999999999764e-06,-0.000388
36.09,0.6089768481469594,0.5733335123313832,-19.916616,-0.138979,-2.351917,0.007683,-0.0115017197706426,-0.0035604716740684,-1.839035770094395,2.349035037011535,0.4347935455263806,0.0104276203812035,-0.0004439999999999,-3.799999999999398e-05,-0.09833,5.600000000000001e-05,7.000000000000013e-06,-0.00022
37.09,0.608976410418383,0.5733334763776007,-19.929974,-0.23351,-2.36121,0.013353,-0.0112748269678833,-0.0025830872929515,-1.86087022300928,2.384408468544357,0.3716451978120605,-0.0029688701870044,-0.0003189999999999,-0.0002329999999999,-0.098335,4.7e-05,1.0000000000000004e-05,-4.9e-05
38.1,0.6089759683264835,0.5733334271593158,-19.942638,-0.289486,-2.380352,0.004457,-0.0097214839336084,-0.0014311699866353,-1.8655304964582,2.4029961844039773,0.320575170742319,-0.0224333325535303,0.000389,0.000972,-0.097755,5.599999999999999e-05,9.999999999999949e-07,8.8e-05
39.1,0.608975521347662,0.5733333709597138,-19.942451,-0.305034,-2.399598,-0.006532,-0.0078714349264944,-0.0019896753472734,-1.857222502325904,2.434500539872778,0.2884498440647013,-0.0123294478871353,-1.5999999999994016e-05,0.00039,-0.097744,6.199999999999999e-05,-3.900000000000001e-05,0.000196
40.1,0.6089750705291163,0.5733333152837108,-19.93885,-0.292011,-2.421244,0.000449,-0.0038222710618675,-0.0054803338512621,-1.8376397335856025,2.457586101787383,0.2258770086321158,-0.0297647560866903,-0.0005279999999999,0.000686,-0.09748,5.999999999999984e-06,-4.000000000000016e-06,0.000269
41.1,0.6089746143000497,0.5733332639710307,-19.947092,-0.253688,-2.456861,0.012866,-0.0035604716740684,-0.0068416906678177,-1.8101681638927485,2.277788564726537,-0.4076008611869671,0.0824308645512424,-0.0019589999999999,-0.0011229999999999,-0.099085,-0.000889,-0.000143,0.0006309999999999
42.11,0.6089741596417797,0.5733332208613983,-19.9545,-0.173104,-2.352399,0.015002,-0.0633729051399141,-0.0140673537710742,-1.7306685560907475,2.0748457045476214,-0.6282090287996515,-0.0291114706581962,-0.0009639999999999,0.00851,-0.098544,0.0007729999999999,0.0003539999999999,0.002764
43.11,0.6089737377956994,0.5733332149272787,-19.955349,0.213508,-2.144446,-0.048194,0.0100705497840072,0.0244520628204405,-1.4684675505774218,1.9401477339753856,-0.5438588958374228,-0.0408841052815711,0.001139,-0.0080699999999999,-0.098116,0.0013959999999999,3.099999999999982e-05,0.002976
44.11,0.6089733627244431,0.5733332782827305,-19.891245,0.693372,-1.866998,-0.055885,0.1619316480000339,-0.0058293997016609,-1.1751651094061144,1.9884551468601568,-0.1611376767490142,0.0017343815271206,-0.0010069999999999,-0.0037169999999999,-0.097813,-0.000673,6.199999999999985e-05,0.00237
45.11,0.6089730604334167,0.5733333821298211,-19.867714,1.107072,-1.611277,0.00852,0.0806691180271779,-0.0251501945212382,-0.9471553657387456,2.1014433745298744,0.0612626892023082,0.0226990179125656,-0.0016509999999999,-0.0080769999999999,-0.098527,0.0004249999999999,0.0001519999999999,0.000782
46.12,0.6089727883365864,0.573333564342195,-19.88772,1.3882,-1.521234,0.028484,0.0990299817581582,-0.0176452787376626,-0.8589291116767719,2.202844302950403,0.1563803176686837,0.0120755847392708,-1.299999999999396e-05,-0.0024979999999999,-0.098623,-0.001262,0.000153,0.0001619999999999
