Time,V North,V East,V Down
0.0,2.131708914000493,0.3125522169252748,-0.0255545110290653
1.0,2.138234960655543,0.2488386118752097,-0.0368379810441101
2.01,2.1825590250106246,0.1899353964333654,-0.0041870647681723
3.01,2.202725163734939,0.1474121394184235,0.0152254829469759
4.01,2.243103773257902,0.1094796980152815,0.0314844965760145
5.01,2.271734019536084,0.0684953480354333,-0.0024406921011317
6.02,2.295772564493811,-0.0066099036757426,-0.0178871917277853
7.02,2.328344321330482,-0.0671149400368131,-0.0333698404843221
8.02,2.3530178016304286,-0.1255325545594512,-0.0160210157007046
9.02,2.378105243964653,-0.1527739939864282,0.0095198717559454
10.03,2.400127186130538,-0.1742554505918324,0.0166176363584504
11.03,2.3967074050731583,-0.1982224530927888,-0.0059151370535983
12.03,2.374100804636213,-0.3326171697469782,-0.0837010330831775
13.03,2.0938863735093016,-0.9767467980042006,0.0723206951197675
14.04,1.7974442162434658,-0.9868226678171758,0.0519148675920827
15.04,1.5851849774157922,-0.8226375180200662,0.0331942550914932
16.04,1.4411223637214414,-0.7207030478972232,0.0234602145467089
17.04,1.379909410594632,-0.5735599374473871,0.0185253539972768
18.05,1.3970167819989452,-0.4725799555266711,0.070713857098312
19.05,1.4677149202827986,-0.3825735043647673,0.0714477415830539
20.05,1.560243758433752,-0.31550917927055,0.0249511186831935
21.05,1.620091240049668,-0.2452148738041578,-0.0296241162153403
22.06,1.6911095795172886,-0.1769457531296453,-0.0114584347640252
23.06,1.796040173455754,-0.0857912853790495,0.0373253104881226
24.06,1.912395757470612,0.0025873211524554,0.0307122992896742
25.06,2.009362592905941,0.1327764339942444,0.0139090657875884
26.07,2.092746847821345,0.2490318601205623,0.0033118985061321
27.07,2.1506828573633747,0.3598992855016025,-0.0440910483402973
28.07,2.174623860973226,0.4768942549978444,-0.0534391040058618
29.07,2.191976963559485,0.556125737257409,-0.0043216666278484
30.08,2.22305987933444,0.5702735749388437,0.0201593931708378
31.08,2.236237602683924,0.6044923881931663,-0.0321789630967244
32.08,2.202752595926196,0.615689693194299,-0.0330806466036005
33.08,2.198624542348949,0.5467823708138816,-0.0012682010983485
34.09,2.215545210570203,0.4715991222047695,0.0181644285108072
35.09,2.2421162833496724,0.4284211903325016,0.0057747574263134
36.09,2.2432864761214195,0.3856604936260583,-0.0106192076845595
37.09,2.2875970694515737,0.3238540614680667,0.0087074494663622
38.1,2.323988271955151,0.242369322195048,-0.0170360094689055
39.1,2.341985074664635,0.1932914778698101,-0.0140146201157055
40.1,2.3749288540812103,0.1668647223207433,-0.013106774367857
41.1,2.4045198337875267,0.1237291388641459,0.0052443677731458
42.11,2.4250400614315537,0.1051274326956713,0.0082479905955161
43.11,2.423888095248992,0.1391828624989302,0.0041420952206257
44.11,2.2023079008336435,0.8983975861828565,-0.0229043750739575
45.11,1.8729892258914664,1.1083107200695024,0.0110847303308045
46.12,1.6489865544971811,0.9874706056358232,0.0109376695294129
47.12,1.5167968874106927,0.806822063420437,-0.0520711080179986
48.12,1.4839926485997308,0.6484069776165436,-0.0262772850601973
49.12,1.498585023516378,0.5282540956646145,0.0034283689965271
50.13,1.5537797700323066,0.4745568079993924,0.0544889893261
51.13,1.6078899745744546,0.4244541496310215,0.0194451134726899
52.13,1.67616523444445,0.3360981011177711,-0.0351180039126715
53.13,1.7733926776982036,0.2038778770270276,-0.0446751808876819
54.14,1.8856870123116416,0.0943173386979814,-0.0245671288742519
55.14,1.9799682311467053,-0.0219808292489393,0.0048357829061251
56.14,2.04648658558382,-0.119765573436802,0.0302384179287505
57.14,2.112288188944558,-0.2327910952297315,0.0115695651629269
58.15,2.162053816453087,-0.34020809181762,-0.0090913090615563
59.15,2.1927654564703074,-0.4217554706415496,-0.0081601289505273
60.15,2.189263475094389,-0.4855844674608611,0.0133975069468314
61.15,2.177311105660124,-0.5139946862762247,0.0226753599727203
62.16,2.177111842955156,-0.506753761744292,-0.0060280523731534
63.16,2.164088794192371,-0.5185171475858374,-0.0387789633752164
64.16,2.169082826100148,-0.5032281938071071,-0.011123745953255
65.16,2.174202268521134,-0.4364736566141582,0.0165160754545142
66.17,2.18049414681987,-0.3450515098891082,0.0533708655591586
67.17,2.2080583520492265,-0.234542067686536,0.0265847678375752
68.17,2.218073051646809,-0.1771663579425015,-0.0195978735478897
69.17,2.2526978120375323,-0.166605822518324,-0.0320324722321945
70.18,2.284155653502417,-0.1285328799726689,-0.024985424248437
71.18,2.32453563279342,-0.1033982116551548,-0.0025924330675612
72.18,2.348742620072308,-0.0683150607314236,-0.0088443111167915
73.18,2.3680541711028886,-0.0412600001581902,0.0074766165581896
74.19,2.2751018793553226,0.4339133632964106,0.1235356467286898
75.19,1.995929330062517,0.8263411742605162,0.0004460324459397
76.19,1.8327891008775932,0.785254868345324,0.0543771253862271
77.19,1.7323167682247165,0.6549882560288843,-0.0897465440990035
78.2,1.7479444050201327,0.5710935560397378,-0.0549295686283854
79.2,1.769319216584501,0.4829135320125641,-0.0488353257586922
80.2,1.7850982683316037,0.4722551529891121,0.0638678235165374
81.2,1.775730597055722,0.474320796863232,0.087478781571058
82.21,1.7804078663856897,0.4410294261038678,0.0659439844144209
83.21,1.8321761588862413,0.3930630544751876,-0.0049698890826362
84.21,1.9388090311524464,0.3675053428140083,-0.0689208004514606
85.21,2.085479018683811,0.3417092916854995,-0.0868943941022773
86.22,2.22705590436556,0.2738200452077607,-0.0494809859129421
87.22,2.324230195133504,0.1706123312540441,0.015785724523503
88.22,2.3707748755272187,-0.0049673179798316,0.0730630015533704
89.22,2.381185550430635,-0.2056368657683895,0.0843540847339648
90.23,2.3903322456472176,-0.378063273068739,0.0402869008199814
91.23,2.400938745293087,-0.4946592917003166,-0.0171269904827949
92.23,2.4262938829689413,-0.5668526414869618,-0.0561564146269142
93.23,2.4447794851784,-0.5949032174651836,-0.0510935434806508
94.24,2.4493961013225154,-0.6078897601213018,-0.0213792379828151
95.24,2.4291119313942864,-0.5965236582582086,0.0196975212949138
96.24,2.400405620473911,-0.5482939765594359,0.0536220369521467
97.24,2.3750325620962665,-0.4862556973786062,0.0578010265245228
98.25,2.3834757508138726,-0.4100442071764572,0.0382714102598172
99.25,2.4327797378738314,-0.35654152470585,0.0185947523769142
100.25,2.479802542859181,-0.2994451694572683,-0.0185023945435367
101.25,2.526345512616984,-0.2517691081171456,-0.0186909183274813
102.26,2.563868311542229,-0.172303025599862,-0.0055279098882255
103.26,2.5163771191228457,-0.5686701086224206,-0.0154925514158092
104.26,2.179624213819149,-1.1678175248468865,0.0946010212352167
105.26,1.850478810272046,-1.1848133512492474,0.0322911680600151
106.27,1.61369728431007,-1.0651350274461169,0.0926096935458976
107.27,1.4369203954818657,-0.941103558211172,0.1301464573067975
108.27,1.3496145522782768,-0.8145837290524988,0.0617591805210495
109.27,1.3294637466676296,-0.7075404910267061,0.0556562159795035
110.28,1.357313627630123,-0.6216736967272611,0.024774677414986
111.28,1.4001941598468983,-0.5704149119860542,0.0256240116605424
112.28,1.4451051079270385,-0.4937540345704593,0.067463105788094
113.28,1.534834276102535,-0.3607486748035778,0.0629875092003907
114.29,1.6202185623708434,-0.2452066645689601,0.0031786358587614
115.29,1.7096742920094483,-0.1520776007276728,-0.0105102073673947
116.29,1.795544029901374,-0.0582614857927397,-0.0077845876420112
117.29,1.8834518294836329,0.0522553543625834,0.0113309410111068
118.3,1.9734826172776592,0.1548142108952026,-0.0115886891758875
119.3,2.016903612226247,0.2183977218083969,-0.0220208091726288
120.3,2.046108431843059,0.2687696127622577,0.0045075525913745
121.3,2.0888924669168336,0.3272732676543845,0.0012552616958796
122.31,2.100924136216842,0.3295755138842761,-0.0674722531373528
123.31,2.1238063394026816,0.2385143932410088,-0.057282889538273
124.31,2.155750449410464,0.1975948815106061,0.0174391771994462
125.31,2.19612473200945,0.2285330520518244,0.0552077299143656
126.32,2.2187037794462614,0.2034194804453097,0.0069489787907539
127.32,2.2326893997182866,0.1136914586401774,-0.0310077924700424
128.32,2.2579914241990835,-0.0012654664045533,-0.0279971467862636
129.32,2.3051910014060684,-0.0572351843589474,0.0066931400616058
130.33,2.3397097445683337,-0.0966936466523464,-0.001626497787361
131.33,2.3623980951681336,-0.1159956403337664,-0.0047829107804598
132.33,2.378935785375151,-0.167992594318905,-0.0120062992432311
133.33,2.393928310449961,-0.1997033462697541,0.0156229043028883
134.34,2.399940737577476,-0.2097752330474778,0.0391811103206019
135.34,2.2336328385826354,-0.7793556834793364,0.0758410029386013
136.34,1.8841607219771557,-1.0372798661963356,0.0044469623605985
137.34,1.660472463005462,-0.8877243906365098,-0.0132015586053923
138.35,1.494458384255198,-0.7526968260636449,0.0263426325005323
139.35,1.421859094421049,-0.6216318724193628,0.0286321382986154
140.35,1.4052246111888032,-0.5022206303322612,0.0327626326772294
141.35,1.4659601430783789,-0.4224750118007617,0.0509640107876614
142.36,1.5497449178149465,-0.3439095300936444,0.0290994475980798
143.36,1.6068570266694604,-0.2823450991193298,-0.0121380085795144
144.36,1.6790671225881175,-0.1966651193568285,-0.0073076295761982
145.36,1.771592210988064,-0.107838611349337,0.0128213512419458
146.37,1.8472164328968128,-0.0112489159306349,-0.0049172654351979
147.37,1.951600517200821,0.1219424040009021,0.0315570819463331
148.37,2.0709977145514213,0.2016630839977704,0.0351860090134996
149.37,2.151426816012688,0.2990198430666033,-0.0502294301573342
150.38,2.158637558964676,0.4266937387676269,-0.0400401050764235
151.38,2.193160761580902,0.5162753868239022,-0.019691463066682
152.38,2.2151873759641183,0.5607651016101122,0.0017405396874888
153.38,2.2316696853499143,0.5776339477447789,0.006799818232482
154.39,2.2191873015104706,0.5781999811601327,-0.0321085123775234
155.39,2.2183053303852307,0.5375982557980687,-0.0085160317839574
156.39,2.237105580929923,0.4921639776472805,0.0221785381979399
157.39,2.2419153926603044,0.4356635515374601,-0.0321557151927804
158.4,2.246495217723232,0.3639587244090491,-0.0075504227158011
159.4,2.308903900076034,0.3146974419488483,0.046558798368625
