2.181175511640669890e-02,-6.980239396484640146e-02,8.107636925654700122e-03
2.462162314641690164e-02,-6.109906576668250322e-02,1.422372349542859980e-02
-1.982237398624420166e-02,-2.116143703460693359e-02,-3.841302171349525452e-02
-2.050410211086273193e-02,-1.404517889022827148e-02,-4.244104772806167603e-02
-1.398169994354248047e-02,-3.146970272064208984e-02,-4.307930916547775269e-02
-5.363404750823974609e-03,-4.799890518188476562e-02,-8.630804717540740967e-03
-1.296539604663848877e-02,-4.316842555999755859e-02,-6.075990945100784302e-02
-1.649029552936553955e-02,-1.977580785751342773e-02,-9.106589853763580322e-02
-7.495433092117309570e-03,-1.410806179046630859e-02,-4.226412624120712280e-02
-1.050680875778198242e-03,-3.283530473709106445e-02,5.174569785594940186e-03
-7.792472839355468750e-03,-3.935486078262329102e-02,-2.360520698130130768e-02
-1.408810913562774658e-02,-3.081202507019042969e-02,-7.275882363319396973e-02
-1.325035095214843750e-02,-1.589161157608032227e-02,-8.342452347278594971e-02
-8.386522531509399414e-03,-9.397685527801513672e-03,-5.301234126091003418e-02
-3.158032894134521484e-03,-2.167570590972900391e-02,-1.231070980429649353e-02
-3.327801823616027832e-03,-3.971159458160400391e-02,-7.617328315973281860e-03
-7.198765873908996582e-03,-4.698467254638671875e-02,-3.342494368553161621e-02
-1.060730218887329102e-02,-4.050868749618530273e-02,-5.965922027826309204e-02
-1.133383810520172119e-02,-2.926623821258544922e-02,-6.408290565013885498e-02
-9.578913450241088867e-03,-2.477627992630004883e-02,-4.601861536502838135e-02
-8.065953850746154785e-03,-3.083992004394531250e-02,-2.803878672420978546e-02
-8.936405181884765625e-03,-3.943204879760742188e-02,-2.881945669651031494e-02
-1.185138523578643799e-02,-4.110455513000488281e-02,-4.802478849887847900e-02
-1.209798455238342285e-02,-3.853559494018554688e-02,-5.371596664190292358e-02
-9.058862924575805664e-03,-4.125380516052246094e-02,-3.540791943669319153e-02
-7.297605276107788086e-03,-5.018389225006103516e-02,-2.008348517119884491e-02
-1.019887626171112061e-02,-5.416470766067504883e-02,-3.519998863339424133e-02
-1.238085329532623291e-02,-5.038303136825561523e-02,-5.293682962656021118e-02
-1.015335321426391602e-02,-4.802286624908447266e-02,-4.352688044309616089e-02
-9.494543075561523438e-03,-4.825574159622192383e-02,-3.679393976926803589e-02
-1.129128038883209229e-02,-4.575580358505249023e-02,-4.424199834465980530e-02
-1.203857362270355225e-02,-4.196286201477050781e-02,-5.112174153327941895e-02
-9.247943758964538574e-03,-4.318183660507202148e-02,-3.676986694335937500e-02
-9.567528963088989258e-03,-4.474365711212158203e-02,-3.659898415207862854e-02
-2.840995788574218750e-03,-5.841010808944702148e-02,3.866292536258697510e-03
-1.149772107601165771e-02,-5.849993228912353516e-02,-5.346957221627235413e-02
-1.332490146160125732e-02,-4.075950384140014648e-02,-7.502838969230651855e-02
-7.424682378768920898e-03,-3.259813785552978516e-02,-4.148361086845397949e-02
-5.666777491569519043e-03,-3.721344470977783203e-02,-1.965785771608352661e-02
-1.500545442104339600e-02,-2.430468797683715820e-02,-6.443715095520019531e-02
-1.757815480232238770e-02,-8.817672729492187500e-03,-9.159796684980392456e-02
-1.131910085678100586e-02,-4.046976566314697266e-03,-6.382558494806289673e-02
-4.341006278991699219e-03,-1.736128330230712891e-02,-1.611589640378952026e-02
-1.601368188858032227e-03,-4.186594486236572266e-02,5.925972014665603638e-03
-5.231261253356933594e-03,-5.691844224929809570e-02,-2.008139528334140778e-02
-9.351044893264770508e-03,-5.372428894042968750e-02,-5.489598214626312256e-02
-9.659111499786376953e-03,-4.265636205673217773e-02,-6.196475401520729065e-02
-6.725117564201354980e-03,-3.894263505935668945e-02,-3.938988596200942993e-02
-4.672408103942871094e-03,-4.575848579406738281e-02,-1.706319674849510193e-02
-5.939826369285583496e-03,-5.449920892715454102e-02,-1.966789364814758301e-02
-9.807795286178588867e-03,-5.338138341903686523e-02,-4.597047716379165649e-02
-1.272259652614593506e-02,-4.119032621383666992e-02,-6.966030597686767578e-02
-1.122981309890747070e-02,-3.006988763809204102e-02,-6.312039494514465332e-02
-7.348448038101196289e-03,-3.091537952423095703e-02,-3.567051142454147339e-02
-4.973933100700378418e-03,-4.210937023162841797e-02,-1.525625213980674744e-02
-5.971103906631469727e-03,-5.271607637405395508e-02,-1.964938640594482422e-02
-9.063109755516052246e-03,-5.333036184310913086e-02,-4.261324927210807800e-02
-1.172785460948944092e-02,-4.305988550186157227e-02,-6.390308588743209839e-02
-1.122628152370452881e-02,-3.197431564331054688e-02,-6.226544454693794250e-02
-8.098289370536804199e-03,-3.085178136825561523e-02,-3.960568085312843323e-02
-6.567999720573425293e-03,-3.841900825500488281e-02,-2.454706095159053802e-02
-9.229123592376708984e-03,-4.249870777130126953e-02,-3.752017393708229065e-02
-1.205118000507354736e-02,-3.830158710479736328e-02,-5.647137761116027832e-02
-8.866026997566223145e-03,-3.855401277542114258e-02,-3.928983211517333984e-02
-1.004658639430999756e-02,-4.034650325775146484e-02,-4.465667158365249634e-02
-8.615270256996154785e-03,-4.356354475021362305e-02,-3.638263046741485596e-02
-6.132230162620544434e-03,-5.287694931030273438e-02,-2.548209764063358307e-02
-5.435511469841003418e-03,-6.210345029830932617e-02,-2.454555779695510864e-02
-7.964268326759338379e-03,-6.088250875473022461e-02,-4.076678305864334106e-02
-6.831064820289611816e-03,-5.989283323287963867e-02,-3.708785027265548706e-02
-6.614476442337036133e-03,-5.895519256591796875e-02,-3.371539711952209473e-02
-8.150026202201843262e-03,-5.575615167617797852e-02,-3.788765147328376770e-02
-9.910762310028076172e-03,-5.010473728179931641e-02,-4.681735485792160034e-02
-9.463638067245483398e-03,-4.585474729537963867e-02,-4.470477998256683350e-02
-7.824614644050598145e-03,-4.574978351593017578e-02,-3.323678299784660339e-02
-6.352961063385009766e-03,-5.039644241333007812e-02,-2.157221734523773193e-02
-7.507801055908203125e-03,-5.290651321411132812e-02,-2.669721655547618866e-02
-1.152445375919342041e-02,-4.519093036651611328e-02,-5.249786749482154846e-02
-1.441574096679687500e-02,-2.846002578735351562e-02,-7.391636073589324951e-02
-1.185722649097442627e-02,-1.733863353729248047e-02,-6.013328582048416138e-02
-6.409645080566406250e-03,-2.287894487380981445e-02,-2.262356877326965332e-02
