Time,V North,V East,V Down
0.0,-1.856788,-0.994794,0.0226
1.0,-1.951489,-0.850749,0.001266
2.01,-2.034441,-0.646232,-0.015007
3.01,-2.107863,-0.451129,0.0118
4.01,-2.167733,-0.288561,0.029447
5.01,-2.218026,-0.148218,0.042294
6.02,-2.252055,-0.020212,0.016618
7.02,-2.27134,0.084975,0.003569
8.02,-2.296081,0.174156,-0.013362
9.02,-2.322136,0.229903,-0.000804
10.03,-2.347301,0.247438,0.018703
11.03,-2.376431,0.228869,0.030621
12.03,-2.389527,0.208699,0.005339
13.03,-2.387659,0.175038,0.004868
14.04,-2.26897,0.097144,0.039106
15.04,-1.935879,-0.302863,-0.043601
16.04,-1.558668,-0.723263,-0.043167
17.04,-1.176578,-0.978192,-0.041778
18.05,-0.822725,-1.156881,-0.022368
19.05,-0.514222,-1.282061,0.027464
20.05,-0.23032,-1.414513,0.041203
21.05,0.044155,-1.52055,0.015248
22.06,0.296527,-1.572515,-0.0373
23.06,0.538716,-1.569906,-0.037213
24.06,0.763142,-1.574847,0.010914
25.06,0.960362,-1.607963,0.014986
26.07,1.139107,-1.624413,-0.000878
27.07,1.249874,-1.655943,-0.007103
28.07,1.298166,-1.718405,-0.038336
29.07,1.294932,-1.785788,-0.048636
30.08,1.218852,-1.866892,-0.004632
31.08,1.073032,-1.989514,0.034623
32.08,0.906762,-2.105255,-0.003135
33.08,0.733974,-2.156889,-0.01906
34.09,0.514839,-2.193294,0.013268
35.09,0.294821,-2.22661,0.031607
36.09,0.124048,-2.260616,0.026906
37.09,0.007206,-2.277007,0.004195
38.1,-0.098325,-2.291627,0.020179
39.1,-0.202095,-2.318012,0.006302
40.1,-0.24875,-2.334179,0.000295
41.1,-0.24687,-2.357209,0.00796
42.11,-0.23762,-2.38218,0.020474
43.11,-0.20897,-2.410841,0.021751
44.11,-0.146092,-2.430153,-0.007929
45.11,-0.06385,-2.372499,-0.007677
46.12,-0.331414,-2.079505,-0.052151
47.12,-0.735064,-1.666382,-0.034198
48.12,-1.036606,-1.265372,-0.068197
49.12,-1.249752,-0.874713,-0.048523
50.13,-1.395072,-0.528887,-0.007815
51.13,-1.503462,-0.231148,0.042343
52.13,-1.578843,0.030069,0.031531
53.13,-1.606074,0.311086,-0.019517
54.14,-1.599217,0.607644,-0.035547
55.14,-1.599998,0.869443,-0.014037
56.14,-1.597427,1.078857,0.011358
57.14,-1.598001,1.21947,0.041724
58.15,-1.627955,1.293607,0.033762
59.15,-1.68302,1.320079,0.008443
60.15,-1.762785,1.294103,-9.9e-05
61.15,-1.845572,1.20753,0.014372
62.16,-1.926872,1.05619,0.032592
63.16,-2.010238,0.86209,0.019707
64.16,-2.072449,0.689502,-0.01921
65.16,-2.113589,0.526749,-0.003188
66.17,-2.154148,0.334401,0.018482
67.17,-2.172089,0.14216,0.047311
68.17,-2.189646,-0.036283,0.042028
69.17,-2.191931,-0.151901,-0.005386
70.18,-2.213086,-0.195401,-0.017866
71.18,-2.241074,-0.216082,-0.019031
72.18,-2.276815,-0.227587,0.008293
73.18,-2.308358,-0.232404,0.004381
74.19,-2.330779,-0.212971,0.014232
75.19,-2.33728,-0.186674,0.026096
76.19,-2.140416,0.011083,0.001915
77.19,-1.852008,0.486817,-0.017721
78.2,-1.540219,0.900571,-0.086604
79.2,-1.210491,1.256116,-0.093746
