Time,b1,b2,b3,b4
0.0,0.4384931784434821,-0.5555867814619001,-0.4259925566501896,0.5680874032551927
1.0,0.44226836699520955,-0.5511359172783165,-0.42013383751105765,0.5732704467624684
2.01,0.4381071301184635,-0.5529155915599583,-0.4159313948749849,0.5750913268034369
3.01,0.45030596839248116,-0.5406231309977074,-0.41274427675281805,0.5781848226373705
4.01,0.43050036655612467,-0.5600065693665242,-0.43527112432604814,0.5552358115966007
5.01,0.4238820013945127,-0.5666820859184766,-0.43634384544717647,0.554220241865813
6.02,0.4380214316948556,-0.5549376171922936,-0.4312822513591843,0.5616767975279648
7.02,0.44477906022404134,-0.5419078577309746,-0.41677870320142124,0.5699082147535948
8.02,0.45026876285351647,-0.5332191732326796,-0.4126056079205241,0.5708823281656721
9.02,0.44637542941050307,-0.5387780333259943,-0.4241371266644821,0.5610163360720154
10.03,0.4396304901804823,-0.5448021406718351,-0.43085199531143387,0.5535806355408833
11.03,0.4284385265577601,-0.5493377395600711,-0.43495613923557075,0.5428201268822604
12.03,0.4360313804374846,-0.5434666899858771,-0.43295766639230465,0.5465404040310571
13.03,0.4344067567845038,-0.5463943887638093,-0.4429046724220795,0.5378964731262338
14.04,0.4237841413493841,-0.5560633358873627,-0.44380588407608845,0.5360415931606582
15.04,0.42528652559226837,-0.5542391736157588,-0.4395274579692863,0.539998241238741
16.04,0.43938909223341716,-0.5398237618534629,-0.4247593825887655,0.5544534714981146
17.04,0.45099659841169815,-0.5236046046960637,-0.41514042377875354,0.5594607793290084
18.05,0.46063390231045737,-0.5099644886794841,-0.41511082484284123,0.5554875661471004
19.05,0.44245187208087244,-0.5220330536270074,-0.43726058816478225,0.5272243375430977
20.05,0.41619488495916374,-0.5521192536575428,-0.46493769257457895,0.5033764460421277
21.05,0.39900643583152695,-0.5746577558904484,-0.4766820226685156,0.49698216905345977
22.06,0.4115797251897953,-0.5611626858435054,-0.45652197776998915,0.5162204332633117
23.06,0.44268030318824647,-0.5308571968055131,-0.42412713518632017,0.5494103648074394
24.06,0.4700217199748037,-0.49291574016593526,-0.3993691387871477,0.5635683213535913
25.06,0.468011527750626,-0.48738720670035407,-0.4088092963039811,0.546589438146999
26.07,0.4467666601653539,-0.5070802627828718,-0.437586456472436,0.5162604664757898
27.07,0.41820386736655074,-0.5367814354917566,-0.45714041524411897,0.4978448876141884
28.07,0.4067826701386896,-0.5503836388708508,-0.46306178060816305,0.4941045284013775
29.07,0.4191580026338788,-0.5373901595913775,-0.44655867645070885,0.5099894857745475
30.08,0.44542156693079765,-0.5073056038813447,-0.41888263094578665,0.5338445398663559
31.08,0.45901031637288725,-0.4936023760129193,-0.41708618349414045,0.5355265088916661
32.08,0.4450391953712564,-0.5021904939675372,-0.43576331583820405,0.5114663735005895
33.08,0.42203007237453194,-0.5188860207887953,-0.4530787452379071,0.4878373479254203
34.09,0.4214309067146413,-0.5168787927194277,-0.43702869105508835,0.5012810083789806
35.09,0.4438163932508996,-0.4941203936963732,-0.4209218577754333,0.5170149291718394
36.09,0.4589234505578657,-0.480710266751555,-0.4148882430226639,0.5247454742867568
37.09,0.46025093735913425,-0.4753803973296834,-0.423870108690463,0.5117612259983546
38.1,0.43757738132293494,-0.4913632039575794,-0.4415204353279554,0.48742014995255895
39.1,0.42272635440337136,-0.5090700584423385,-0.4536541193586627,0.47814229348704723
40.1,0.4173434266680097,-0.5141855116421097,-0.45210927764581155,0.47941966066430797
41.1,0.4341631439408864,-0.4907383348502955,-0.4303359818117042,0.49456549697947777
42.11,0.459897558388921,-0.4629169468100356,-0.4059950690079655,0.5168194361909911
43.11,0.46572795845702913,-0.45035442933259257,-0.402109605462306,0.5139727823273157
44.11,0.4707537905033342,-0.4417205202601071,-0.403241914664142,0.5092323960992994
45.11,0.4489158214012537,-0.4581960267977077,-0.42560638719650024,0.48150546100246117
46.12,0.41439335983754916,-0.4950847498599768,-0.46427044097843106,0.4452076687190949
47.12,0.3899619449171959,-0.5129895474728311,-0.47053256188586595,0.43241893050416097
48.12,0.4163145012538227,-0.4882425033800532,-0.43529658160553586,0.46926042302834003
49.12,0.4528310234113376,-0.447564832442855,-0.3966760376940329,0.5037198181601596
50.13,0.4759357700769241,-0.42428954377027395,-0.3909178564816023,0.5093074573655958
51.13,0.4466346563498467,-0.44256638558924016,-0.4192195674477608,0.4699814744913261
52.13,0.41588739806645514,-0.4658815118710651,-0.4441945036679164,0.4375744062696038
53.13,0.4079182145091529,-0.4762961394403121,-0.4535862758391487,0.43062807811031634
54.14,0.4179441240969717,-0.46496470815392993,-0.4366346800972389,0.44627415215366273
55.14,0.43137945628801977,-0.45004411738080324,-0.4308071130802322,0.45061646058859084
56.14,0.4257636883379611,-0.4489605277202524,-0.43279624745313355,0.44192796860507993
57.14,0.4258377021928534,-0.4495611032093528,-0.4348061375709307,0.4405926678312755
58.15,0.41661186190452976,-0.4515163007403758,-0.4293167599838329,0.43881140266107266
59.15,0.42307853071728774,-0.4436282350746024,-0.4242147328555789,0.44249203293631123
60.15,0.4373192935116473,-0.426180681456597,-0.4133874851238759,0.45011248984436836
61.15,0.44704924353328307,-0.4061315278114195,-0.4075813165221601,0.44559945482254243
62.16,0.426770582950465,-0.42768711325426756,-0.4354556613514941,0.4190020348532385
63.16,0.3945765743313377,-0.45463690940446605,-0.45708408343013196,0.3921294003056718
64.16,0.3871161493485127,-0.46222804486829466,-0.45346467901836,0.39587951519844733
65.16,0.419188632545701,-0.4305919905267057,-0.42008603171877656,0.42969459135363014
66.17,0.4382313329804599,-0.4055139773332539,-0.4043977610504584,0.4393475492632554
67.17,0.42600043678131516,-0.4074324259585048,-0.4170530256567894,0.4163798370830306
68.17,0.4137177489596639,-0.4143880904186228,-0.42779778617831066,0.40030805319997603
69.17,0.4180506136040451,-0.41225094275018676,-0.41868021779244535,0.4116213385617865
70.18,0.4268655262631421,-0.4026879932892501,-0.4140140214977889,0.4155394980546033
71.18,0.4159538013570789,-0.4155848001483821,-0.4339402552703687,0.39759834623509227
72.18,0.33495076269505386,-0.5026106008053598,-0.4492072551089178,0.38835410839149587
73.18,0.3285253421576865,-0.47716728537114916,-0.2072203935201908,0.5984722340086449
74.19,0.2530608793634239,-0.49517629490479587,-0.1635765796285647,0.584660594639655
75.19,0.25541793903104565,-0.4603469349566675,-0.17705910687443543,0.5387057671132778
76.19,0.24716189279011502,-0.45327972589664267,-0.21675519185803704,0.4836864268287206
77.19,0.2615922706753581,-0.43462396712167306,-0.22923183856579266,0.4669843992312386
78.2,0.30561822252148263,-0.40026882184147816,-0.2118125730702581,0.49407447129270277
79.2,0.2912795851441685,-0.4277932917648619,-0.21882276356463934,0.5002501133443911
80.2,0.2927410847015131,-0.441897327690774,-0.22049941745197388,0.5141389949403132
81.2,0.27741117283591044,-0.4596520852790024,-0.23793068730661532,0.4991325708082976
82.21,0.33196518155754523,-0.4206113525810279,-0.19838083277465945,0.5541957013639137
83.21,0.33862183437641113,-0.43625257957062424,-0.19572077256538561,0.5791536413816498
84.21,0.31875585095515196,-0.4705030474746419,-0.1972083163177547,0.5920505821120392
85.21,0.26102457816675584,-0.5295086118066648,-0.22994800899520393,0.5605851809782167
86.22,0.2755262603445595,-0.5253126322877333,-0.24269409439768463,0.5581447982346082
87.22,0.3656891146465253,-0.4880413670819238,-0.29715199155341426,0.5565784901750349
88.22,0.44286030431249046,-0.4694725411350815,-0.35986803981766985,0.5524648056299021
89.22,0.48584169484742395,-0.4900540630034631,-0.4250033876639623,0.5508923701869248
90.23,0.5064289520774231,-0.5065446421323565,-0.4731180873424469,0.5398555068673326
91.23,0.5065091060924961,-0.5136478612145545,-0.4925691011770051,0.5275878661300457
92.23,0.50220821508361,-0.522485458363615,-0.5018104389776331,0.5228832344695921
93.23,0.4888065422517763,-0.5284903672035395,-0.5094772489522204,0.5078196605030956
94.24,0.538469980933554,-0.3917187554123572,-0.5118084917008814,0.4183802446450299
95.24,0.5549645591089964,-0.2800361699247223,-0.5366753846110496,0.29832534442266906
96.24,0.5388061584359362,-0.2771401243782933,-0.624286048469373,0.1916602343448565
97.24,0.5743618236027995,-0.23007140380780552,-0.632780740086379,0.1716524873242261
98.25,0.5397930717259715,-0.24463293836503053,-0.6730200993599181,0.11140591073108377
99.25,0.5506653806444636,-0.19888256427607381,-0.6468266156331723,0.10272132928736498
100.25,0.574169179706534,-0.1526709529082706,-0.6006966180945796,0.12614351452022496
101.25,0.5691499397954047,-0.1463949951175682,-0.6012943887951081,0.11425054611786485
102.26,0.5367237297714977,-0.15590902692299885,-0.6185906940738268,0.07404206262066967
103.26,0.5034596400398496,-0.1466810172395317,-0.6155115264153448,0.03462913086403649
104.26,0.5205816953224613,-0.10019487994629132,-0.5686771332068037,0.05209944206194898
105.26,0.5149085557668164,-0.08782131905006176,-0.543475233290959,0.05925464152591904
106.27,0.45524444609200726,-0.12733266674091487,-0.5624193790175157,0.020157733815406455
107.27,0.4382244030802315,-0.17390664216932372,-0.48602684590463996,0.12610419934491518
108.27,0.42568990314192234,-0.2479774176489064,-0.4280564005820842,0.24561092020874448
109.27,0.4266547414280175,-0.32159158303007696,-0.4454553968587605,0.302790927599334
110.28,0.42616033308391477,-0.36619176573193646,-0.46290529197722163,0.3294468068386296
111.28,0.41742966170099466,-0.3781204441274287,-0.46961581669467967,0.3259342891337437
112.28,0.407821492605112,-0.3835507400171905,-0.4714915615257078,0.3198806710965946
113.28,0.4324815638642245,-0.3548212970654346,-0.4364106254002976,0.35089223552936144
114.29,0.4887000546459749,-0.3009640743042971,-0.39835332395352524,0.39131080499674675
115.29,0.4959704577216599,-0.2952896250949311,-0.40566077214008084,0.3855993106765101
116.29,0.4495337815798987,-0.3331862116362897,-0.4476548188568368,0.3350651743593517
117.29,0.4023350915594111,-0.3678578044593251,-0.46955998840340185,0.30063290761533434
118.3,0.3948281747458203,-0.37136359727496165,-0.456201289297765,0.309990482723017
119.3,0.4311914365496672,-0.3301847860127167,-0.4135670691415991,0.34780915342078483
120.3,0.47473581024172934,-0.2900850086387543,-0.3840230861978732,0.38079773268261047
121.3,0.4687007811225754,-0.294898969260151,-0.4010827152858961,0.3625170350968303
122.31,0.4094903144937353,-0.3410101110419862,-0.4494830260152204,0.301017399520501
