Trajectory,NumSamples,Test_RMSE_b1,Test_RMSE_b2,Test_RMSE_b3,Test_RMSE_b4,AvgTest_RMSE,TrainedOn,MissingPercentage
Trajectory3,397,0.027528027657125673,0.032658228080766204,0.03297803038858434,0.039196885870529344,0.03309029299925139,"Trajectory1:30,Trajectory2:40",b1_20-b2_15-b3_10-b4_5
