Time,V North,V East,V Down
0.0,-0.002938,2.049684,-0.012921
1.0,-0.053999,2.047484,0.003562
2.01,-0.108849,2.043323,0.01102
3.01,-0.163959,2.038374,0.005619
4.01,-0.214411,2.037046,-0.003496
5.01,-0.251042,2.038733,-0.00352
6.02,-0.284658,2.037015,0.001858
7.02,-0.321367,2.028391,0.001627
8.02,-0.36494,2.017234,-0.001446
9.02,-0.414544,2.012218,-0.010017
10.03,-0.463243,2.01323,-0.019004
11.03,-0.501831,2.011989,-0.016915
12.03,-0.532698,2.002142,-0.003822
13.03,-0.563661,1.981932,0.014138
14.04,-0.602523,1.956397,0.021763
15.04,-0.647451,1.934946,0.007985
16.04,-0.699177,1.925494,-0.009353
17.04,-0.750948,1.926503,-0.023483
18.05,-0.796979,1.92763,-0.026978
19.05,-0.828119,1.917572,-0.012108
20.05,-0.847852,1.892868,0.020713
21.05,-0.86883,1.857894,0.039631
22.06,-0.899624,1.822297,0.033251
23.06,-0.945267,1.797863,0.005192
24.06,-0.999371,1.790114,-0.029361
25.06,-1.052684,1.792164,-0.048929
26.07,-1.091258,1.785878,-0.042142
27.07,-1.118285,1.760614,-0.005287
28.07,-1.140967,1.715098,0.036647
29.07,-1.171914,1.659058,0.05306
30.08,-1.213646,1.613936,0.032884
31.08,-1.257523,1.594603,-0.008953
32.08,-1.293865,1.593663,-0.039831
33.08,-1.327321,1.591723,-0.03737
34.09,-1.356552,1.571175,-0.010738
35.09,-1.380682,1.531835,0.018059
36.09,-1.401999,1.485072,0.035378
37.09,-1.42292,1.446035,0.03103
38.1,-1.447522,1.416457,0.011065
39.1,-1.477835,1.393347,-0.009485
40.1,-1.510823,1.37093,-0.016635
41.1,-1.54227,1.33964,-0.008287
42.11,-1.568765,1.301644,-0.003721
43.11,-1.587175,1.264339,-0.001548
44.11,-1.605801,1.228565,-0.004292
45.11,-1.627517,1.196826,-0.00308
46.12,-1.650712,1.166027,0.003762
47.12,-1.67274,1.130785,0.006415
48.12,-1.687801,1.090026,0.006696
49.12,-1.705264,1.043452,0.008018
50.13,-1.727972,0.999618,0.006099
51.13,-1.749102,0.96415,-0.011265
52.13,-1.767393,0.9353,-0.023228
53.13,-1.781828,0.905511,-0.016956
54.14,-1.791947,0.867239,0.001817
55.14,-1.798716,0.823626,0.018103
56.14,-1.809673,0.780066,0.013637
57.14,-1.824287,0.739934,0.004431
58.15,-1.83808,0.695709,-0.000944
59.15,-1.848356,0.648423,-0.005205
60.15,-1.857433,0.607496,-0.009238
61.15,-1.864398,0.57817,-0.016926
62.16,-1.868937,0.554842,-0.02079
63.16,-1.870319,0.534202,-0.012682
64.16,-1.872225,0.502551,0.010189
65.16,-1.877719,0.448831,0.026468
66.17,-1.882406,0.383954,0.020609
67.17,-1.879754,0.335029,-0.006197
68.17,-1.880638,0.308527,-0.025192
69.17,-1.886591,0.296156,-0.035001
70.18,-1.889378,0.283915,-0.024068
71.18,-1.887019,0.250326,0.010227
72.18,-1.88462,0.183871,0.033997
73.18,-1.878778,0.117866,0.02356
74.19,-1.871124,0.077728,-0.007061
75.19,-1.866345,0.061564,-0.02383
76.19,-1.866639,0.040941,-0.015388
77.19,-1.863569,0.006265,-0.003988
78.2,-1.853643,-0.032226,0.001993
79.2,-1.844439,-0.068219,0.005472
80.2,-1.838535,-0.108539,0.006551
81.2,-1.829828,-0.145462,0.00083
82.21,-1.818106,-0.177336,0.001758
83.21,-1.808394,-0.210922,0.005711
84.21,-1.80082,-0.241276,0.003565
85.21,-1.791967,-0.266666,-0.002798
86.22,-1.779021,-0.292245,-0.004161
87.22,-1.766036,-0.319898,0.003546
88.22,-1.75267,-0.353598,0.009251
89.22,-1.739721,-0.387075,0.007452
90.23,-1.725626,-0.419104,-0.004273
91.23,-1.714035,-0.442221,-0.01136
92.23,-1.701265,-0.459872,-0.011597
93.23,-1.684839,-0.482215,0.003671
94.24,-1.658688,-0.509368,0.01679
95.24,-1.62587,-0.569535,0.039873
96.24,-1.402614,-0.795833,-0.031342
97.24,-1.082721,-1.052505,-0.037526
98.25,-0.762198,-1.230296,-0.026503
99.25,-0.44812,-1.354289,0.011384
100.25,-0.149926,-1.446398,0.02691
101.25,0.123324,-1.50411,0.02745
102.26,0.388782,-1.498191,0.000745
103.26,0.650218,-1.412775,-0.029895
104.26,0.898644,-1.281838,-0.009034
105.26,1.119037,-1.147775,0.034822
106.27,1.314021,-1.009429,0.041922
107.27,1.480031,-0.828631,0.005882
108.27,1.596855,-0.587145,-0.026569
109.27,1.728687,-0.301584,-0.019701
110.28,1.860261,-0.092389,0.005382
111.28,1.991071,0.030275,0.003631
112.28,2.021866,0.113829,-0.017122
113.28,1.979486,0.05761,-0.041098
114.29,1.933507,-0.164465,-0.034134
115.29,1.813723,-0.456177,-0.035258
116.29,1.636937,-0.744796,-0.044253
117.29,1.42291,-0.991062,-0.0599
118.3,1.174098,-1.176909,-0.066247
119.3,0.902767,-1.298627,-0.027027
120.3,0.622626,-1.385809,-0.003211
121.3,0.342637,-1.435183,-0.009531
122.31,0.062835,-1.417797,-0.014505
123.31,-0.206528,-1.338467,-0.002129
124.31,-0.468094,-1.211273,0.004489
125.31,-0.748923,-1.06145,-0.003573
126.32,-1.000721,-0.934196,0.008179
127.32,-1.16827,-0.896381,0.022504
128.32,-1.292435,-0.931555,0.044013
129.32,-1.391046,-1.002468,0.053823
130.33,-1.479338,-1.071989,0.048737
131.33,-1.556684,-1.123574,0.043984
132.33,-1.625521,-1.160376,0.042266
133.33,-1.684819,-1.185897,0.037735
134.34,-1.736963,-1.203237,0.046399
135.34,-1.784341,-1.239333,0.056704
136.34,-1.805052,-1.278498,0.038727
137.34,-1.775484,-1.297027,0.008159
138.35,-1.690946,-1.05796,0.009925
139.35,-1.762428,-0.569947,-0.03416
140.35,-1.775047,-0.126221,-0.052952
141.35,-1.745153,0.263539,-0.013679
142.36,-1.687019,0.585973,0.017839
143.36,-1.605335,0.838312,0.024245
144.36,-1.524751,1.046324,-0.00134
145.36,-1.45929,1.237965,-0.035329
146.37,-1.418093,1.421335,-0.057903
147.37,-1.394242,1.582269,-0.044508
148.37,-1.345493,1.649107,-0.006448
149.37,-1.297898,1.665279,0.027456
150.38,-1.266446,1.664474,0.0426
151.38,-1.254746,1.663108,0.033358
152.38,-1.257397,1.668184,0.006439
153.38,-1.258941,1.680486,-0.019803
154.39,-1.25733,1.696376,-0.034802
155.39,-1.252178,1.71005,-0.028041
156.39,-1.250073,1.712965,-0.006015
157.39,-1.260927,1.697713,0.017713
158.4,-1.2714,1.677089,0.022377
159.4,-1.275341,1.663857,0.011782
160.4,-1.273329,1.663928,-0.003878
161.4,-1.267284,1.673608,-0.011858
162.41,-1.26668,1.681578,-0.010445
163.41,-1.268887,1.686555,-0.01328
164.41,-1.273609,1.688276,-0.01467
165.41,-1.281057,1.688094,-0.011554
166.42,-1.284793,1.685246,-0.004181
167.42,-1.281583,1.683315,0.001774
168.42,-1.274699,1.684267,0.007785
169.42,-1.270129,1.688427,0.008481
170.43,-1.270243,1.690561,0.00357
171.43,-1.273378,1.69151,-0.004133
172.43,-1.277917,1.69307,-0.010963
173.43,-1.279655,1.697354,-0.013815
174.44,-1.285759,1.70254,-0.011841
175.44,-1.293034,1.70499,-0.004506
176.44,-1.298953,1.705372,0.002244
177.44,-1.300877,1.705651,0.004183
178.45,-1.298414,1.704852,0.007981
179.45,-1.295829,1.70189,0.01153
180.45,-1.298059,1.693914,0.011493
181.45,-1.305828,1.689213,0.002961
182.46,-1.317409,1.695787,-0.018048
183.46,-1.315363,1.716502,-0.035454
184.46,-1.308964,1.73358,-0.022804
185.46,-1.301763,1.731387,0.009107
186.47,-1.295282,1.711013,0.03893
187.47,-1.293059,1.686081,0.045133
188.47,-1.296412,1.672733,0.019695
189.47,-1.305624,1.682652,-0.021619
190.48,-1.312732,1.710359,-0.048891
191.48,-1.310435,1.736119,-0.040039
192.48,-1.300501,1.739692,0.000641
193.48,-1.291109,1.715802,0.045606
194.49,-1.290056,1.682899,0.051663
195.49,-1.294917,1.66966,0.014931
196.49,-1.300509,1.683547,-0.031895
197.49,-1.301269,1.712411,-0.047486
198.5,-1.295968,1.729341,-0.030421
199.5,-1.327959,1.687335,-0.000189
200.5,-1.428453,1.580572,0.025605
201.5,-1.560175,1.413717,0.028102
202.51,-1.684643,1.19721,0.021989
203.51,-1.794046,0.953032,0.008657
204.51,-1.880377,0.693836,0.000515
205.51,-1.940181,0.420451,-0.000838
206.52,-1.967026,0.139409,0.014757
207.52,-1.959354,-0.149125,0.027915
208.52,-1.9197,-0.43843,0.037682
209.52,-1.859296,-0.706291,0.0147
210.53,-1.791282,-0.919826,-0.020024
211.53,-1.729145,-1.080831,-0.036459
212.53,-1.662411,-1.235239,-0.020478
213.53,-1.59251,-1.395116,-0.001467
214.54,-1.523199,-1.547544,1e-05
215.54,-1.436288,-1.626223,-0.034766
216.54,-1.377058,-1.65078,-0.065873
217.54,-1.350108,-1.654842,-0.039752
218.55,-1.342863,-1.678152,0.008827
219.55,-1.331993,-1.711922,0.015328
220.55,-1.324832,-1.711693,-0.016175
221.55,-1.338179,-1.676118,-0.019277
222.56,-1.356113,-1.647735,0.010686
223.56,-1.357434,-1.64761,0.034914
224.56,-1.351243,-1.654298,0.018174
225.56,-1.351388,-1.625974,-0.025952
226.57,-1.359309,-1.578989,-0.027535
227.57,-1.357915,-1.566451,0.025353
228.57,-1.336043,-1.604423,0.051147
229.57,-1.298784,-1.62736,0.010538
230.58,-1.264822,-1.608443,-0.033436
231.58,-1.24515,-1.58601,-0.016463
232.58,-1.235044,-1.597684,0.025947
233.58,-1.210246,-1.62863,0.029318
234.59,-1.169051,-1.640896,-0.008982
235.59,-1.134546,-1.622262,-0.030673
236.59,-1.115108,-1.609638,-0.005645
237.59,-1.08892,-1.633188,0.022944
238.6,-1.050378,-1.662973,0.011494
239.6,-1.019021,-1.669274,-0.021551
