Trajectory,NumSamples,Test_RMSE_b1,Test_RMSE_b2,Test_RMSE_b3,Test_RMSE_b4,AvgTest_RMSE,TrainedOn,MissingPercentage
Trajectory3,375,0.04919529495447906,0.05714947967844787,0.060296906535605654,0.06167510063534317,0.05707919545096894,"Trajectory1:30,Trajectory2:40",b1_20-b2_15-b3_10-b4_5
