Time,V North,V East,V Down
0.0,-0.08489,2.068951,-0.005675
1.0,-0.106412,2.060074,0.005623
2.01,-0.129714,2.052231,0.012997
3.01,-0.155236,,0.012651
4.01,,,0.005895
5.01,,2.051174,
6.02,,,
7.02,-0.24393,,
8.02,,,
9.02,-0.275081,2.050059,
10.03,,,0.018332
11.03,,,0.015855
12.03,-0.352458,2.023396,
13.03,-0.366742,,
14.04,,2.037946,-0.02569
15.04,,,
16.04,-0.416677,,0.00461
17.04,,,
18.05,,1.999531,0.019934
19.05,,,
20.05,,,
21.05,,1.99788,-0.024226
22.06,,,
23.06,-0.586323,,-0.014272
24.06,,,
25.06,-0.616472,1.964565,
26.07,,1.944752,0.032319
27.07,-0.653238,,
28.07,,1.94143,-0.023264
29.07,-0.702671,1.957245,
30.08,-0.716225,1.965907,
31.08,,1.957945,0.007004
32.08,-0.743222,1.933478,
33.08,,,
34.09,,,0.007955
35.09,,1.884073,-0.015058
36.09,-0.83493,,
37.09,-0.852555,,-0.016232
38.1,-0.873215,,
39.1,-0.897342,,
40.1,-0.921657,,0.01594
41.1,-0.942052,1.829355,
42.11,,1.831563,-0.000924
43.11,-0.976744,,
44.11,,,
45.11,,1.805158,0.00463
46.12,,,0.010272
47.12,,1.775556,0.004318
48.12,-1.074787,,-0.003689
49.12,,,
50.13,,,0.000567
51.13,,,0.009088
52.13,,,0.007454
53.13,,,
54.14,,1.709107,-0.014796
55.14,-1.20106,,
56.14,,,
57.14,,,
58.15,-1.235748,1.646315,
59.15,-1.254753,1.624752,
60.15,,,
61.15,,1.610659,-0.027282
62.16,,,
63.16,-1.34315,,-0.012724
64.16,,1.580638,
65.16,-1.3634,,
66.17,,,
67.17,-1.394499,,
68.17,-1.413287,,
69.17,,,
70.18,-1.451159,,
71.18,,,0.001802
72.18,,,0.021735
73.18,,,
74.19,,,
75.19,,,
76.19,,,
77.19,-1.541216,,
78.2,,,
79.2,-1.568117,,
80.2,-1.578925,,0.023833
81.2,,1.302562,0.020799
82.21,-1.599944,1.279751,
83.21,-1.618951,,-0.003084
84.21,-1.638324,1.249078,
85.21,,,
