8.103327158209827630e-05,-1.659801571339600008e-03,-2.031451779119600089e-03,-2.906169361979000164e-04
-4.057397367762000128e-04,-3.278679672418200169e-03,2.293979431584299792e-03,5.166919367226400182e-03
1.808382570743560791e-03,1.000000000000000000e+00,2.159709669649600983e-02,2.764648757874965668e-02
2.965509891510009766e-03,1.000000000000000000e+00,2.158296294510364532e-02,2.389080077409744263e-02
-4.975199699401855469e-04,1.000000000000000000e+00,1.949653029441833496e-02,1.976648718118667603e-02
-8.197933435440063477e-03,1.000000000000000000e+00,1.006115227937698364e-02,9.344801306724548340e-03
-7.163360714912414551e-04,1.000000000000000000e+00,1.582256890833377838e-02,1.620993390679359436e-02
6.950221955776214600e-03,1.000000000000000000e+00,2.414549887180328369e-02,2.508656866848468781e-02
9.512089192867279053e-03,1.000000000000000000e+00,2.816428989171981812e-02,2.897771820425987244e-02
-1.991085708141326904e-03,1.000000000000000000e+00,1.963222771883010864e-02,1.866341754794120789e-02
-9.768106043338775635e-03,1.000000000000000000e+00,1.056967116892337799e-02,9.393081068992614746e-03
-4.080526530742645264e-03,1.000000000000000000e+00,1.187823712825775146e-02,1.326030492782592773e-02
-5.277916789054870605e-04,1.000000000000000000e+00,1.228882279247045517e-02,1.497531682252883911e-02
5.204088985919952393e-03,1.000000000000000000e+00,1.944459602236747742e-02,2.232710830867290497e-02
6.181824952363967896e-03,1.000000000000000000e+00,2.558397315442562103e-02,2.692980319261550903e-02
4.478476941585540771e-03,1.000000000000000000e+00,2.792152017354965210e-02,2.791773527860641479e-02
-1.791201531887054443e-03,1.000000000000000000e+00,2.277615852653980255e-02,2.207738906145095825e-02
-8.615456521511077881e-03,1.000000000000000000e+00,1.277494430541992188e-02,1.245623826980590820e-02
-7.752805948257446289e-03,1.000000000000000000e+00,6.639452651143074036e-03,8.621975779533386230e-03
-1.181766390800476074e-03,1.000000000000000000e+00,1.207618601620197296e-02,1.569155976176261902e-02
6.457630544900894165e-03,1.000000000000000000e+00,2.264650911092758179e-02,2.627895027399063110e-02
6.392776966094970703e-03,1.000000000000000000e+00,2.534758672118186951e-02,2.753907069563865662e-02
1.840114593505859375e-03,1.000000000000000000e+00,2.171984687447547913e-02,2.268040180206298828e-02
1.365244388580322266e-04,1.000000000000000000e+00,1.991343498229980469e-02,2.062958851456642151e-02
5.001127719879150391e-04,1.000000000000000000e+00,1.825016736984252930e-02,1.982865110039710999e-02
-1.519508659839630127e-03,1.000000000000000000e+00,1.591650769114494324e-02,1.811547949910163879e-02
-4.992790520191192627e-03,1.000000000000000000e+00,1.482830848544836044e-02,1.666393689811229706e-02
-5.480036139488220215e-03,1.000000000000000000e+00,1.088433340191841125e-02,1.319253072142601013e-02
-3.736987709999084473e-04,1.000000000000000000e+00,1.267801225185394287e-02,1.620512455701828003e-02
1.025864854454994202e-02,1.000000000000000000e+00,2.533276751637458801e-02,2.918726019561290741e-02
