ACC X [m/s^2],ACC Y [m/s^2],ACC Z [m/s^2],GYRO X [rad/s],GYRO Y [rad/s],GYRO Z [rad/s],DVL X [m/s],DVL Y [m/s],DVL Z [m/s]
5.99E-18,-0.004468,-0.09778,2.80E-05,-5.00E-06,9.80E-05,2.073073165,-0.122968295,-0.009838324
-0.000219,-0.004887,-0.098082,7.00E-06,-1.10E-05,9.90E-05,2.067909375,-0.113614972,-0.009821369
-0.000469,-0.004714,-0.097516,1.00E-05,-4.00E-06,0.000102,2.079552674,-0.11492515,-0.005766921
-0.000429,-0.004194,-0.097588,7.00E-06,-5.94E-21,9.70E-05,2.067225945,-0.111449635,0.001448704
-0.00046,-0.004273,-0.097691,-3.50E-05,5.00E-06,8.60E-05,2.071649188,-0.114294438,0.005529813
-0.000352,-0.004163,-0.09785,-1.00E-05,8.00E-06,9.10E-05,2.070949584,-0.116479639,-0.001637008
-0.000266,-0.003845,-0.098015,-2.10E-05,1.10E-05,9.60E-05,2.063577804,-0.10352973,-0.000587687
-0.000298,-0.004214,-0.097988,4.00E-05,5.00E-06,0.000105,2.070966508,-0.11213609,0.001434775
-0.000534,-0.00445,-0.097894,2.50E-05,9.00E-06,0.0001,2.083946231,-0.107635098,-0.000663435
-3.70E-05,-0.004197,-0.097954,2.00E-06,1.10E-05,0.000102,2.072263964,-0.099082695,-0.001646674
-0.000304,-0.003801,-0.097878,-6.00E-05,2.00E-06,8.90E-05,2.066364829,-0.086113785,0.005543129
-0.000203,-0.004155,-0.097757,5.10E-05,2.00E-05,8.20E-05,2.075135296,-0.087458111,0.013706457
-8.00E-05,-0.004686,-0.097707,7.00E-05,3.00E-05,8.00E-05,2.061202631,-0.070964379,0.012730561
7.50E-05,-0.004355,-0.097744,-4.84E-21,2.20E-05,7.90E-05,2.069203815,-0.071594211,0.01270054
0.000469,-0.004467,-0.097944,1.00E-05,7.00E-06,9.30E-05,2.068347939,-0.063637802,0.002456544
0.000198,-0.00456,-0.09822,-7.00E-06,2.00E-06,6.20E-05,2.075551582,-0.06645558,-0.021132045
0.00045,-0.004294,-0.097978,-6.70E-05,-1.70E-05,6.00E-05,2.072906832,-0.082425865,-0.014970701
0.000317,-0.003632,-0.097539,-0.000114,-1.00E-05,8.70E-05,2.079662805,-0.093208271,0.007544884
0.000195,-0.0024,-0.097713,-3.00E-06,-7.72E-21,0.000126,2.071534495,-0.07229124,0.028060044
9.20E-05,-0.003476,-0.098092,3.30E-05,2.60E-05,0.000118,2.065321153,-0.037591795,0.02500108
7.00E-06,-0.004366,-0.098123,9.40E-05,3.70E-05,6.70E-05,2.065329055,-0.043392656,0.00553648
0.000606,-0.004413,-0.098034,-7.70E-05,9.00E-06,5.90E-05,2.063872426,-0.044862062,-0.004701699
0.00055,-0.004197,-0.098029,1.60E-05,-2.50E-05,6.80E-05,2.0777046,-0.049766933,-0.001679545
0.000559,-0.004069,-0.097825,5.20E-05,8.00E-06,8.20E-05,2.079843836,-0.050467781,-0.011932501
0.000222,-0.004986,-0.097974,6.40E-05,-1.00E-05,8.00E-05,2.077677642,-0.052667019,-0.012947739
-9.10E-05,-0.004823,-0.097603,-2.00E-06,-2.30E-05,7.10E-05,2.077137175,-0.062086326,0.00959501
-7.60E-05,-0.004076,-0.09755,1.40E-05,-3.00E-06,0.000114,2.071078713,-0.037523384,0.022929321
0.000132,-0.003656,-0.0977,-3.20E-05,2.90E-05,9.90E-05,2.067220137,-0.019458043,0.018840965
0.000117,-0.004492,-0.098231,3.70E-05,2.80E-05,9.00E-05,2.056935935,-0.013787035,0.007609157
0.000468,-0.005048,-0.098014,-3.60E-05,1.50E-05,7.30E-05,2.059865418,-0.023899368,-0.012888308
0.000551,-0.004618,-0.098036,-3.10E-05,-2.10E-05,8.00E-05,2.067184286,-0.03250629,-0.019060641
0.000346,-0.004545,-0.097791,3.60E-05,-1.30E-05,8.70E-05,2.082575664,-0.048984448,-0.020138269
0.000123,-0.004519,-0.097975,-4.60E-05,-3.10E-05,9.70E-05,2.066865468,-0.060755743,0.007584395
-0.000167,-0.003818,-0.097577,-4.80E-05,7.00E-06,0.000127,2.068082387,-0.03610534,0.029085288
-0.000152,-0.003378,-0.097659,8.00E-06,2.00E-05,0.000121,2.058909712,0.001454284,0.02501171
0.000453,-0.004172,-0.098036,0.000123,3.90E-05,9.30E-05,2.060897634,0.005094827,-0.001631966
0.000267,-0.00549,-0.09811,-1.10E-05,2.70E-05,7.50E-05,2.060228832,-0.008681887,-0.025186884
0.00056,-0.005015,-0.097927,-7.00E-05,-2.80E-05,7.90E-05,2.074150912,-0.023727011,-0.025234348
-0.000277,-0.004875,-0.097437,-4.40E-05,-3.10E-05,9.40E-05,2.072792787,-0.025185743,0.000380355
-5.60E-05,-0.00348,-0.097619,-6.80E-05,9.00E-06,0.000113,2.072599046,-0.006351568,0.012668078
2.30E-05,-0.003979,-0.098204,0.000112,3.10E-05,9.40E-05,2.073080243,0.008864262,-0.000654949
-8.70E-05,-0.004758,-0.097848,-1.00E-06,-9.00E-06,8.20E-05,2.065175623,0.002249716,-0.000623332
1.10E-05,-0.004302,-0.097665,1.00E-06,-7.00E-06,8.30E-05,2.061428975,0.011623267,0.004510306
-0.00012,-0.004591,-0.097875,-8.80E-05,1.00E-05,9.00E-05,2.070810681,0.011011132,0.003450064
0.000208,-0.004115,-0.097978,9.80E-05,1.40E-05,8.80E-05,2.063203196,0.034094716,-0.017013621
-0.000135,-0.005291,-0.098199,-2.70E-05,-1.30E-05,7.20E-05,2.077962974,0.00674265,-0.031402019
-0.000155,-0.005097,-0.097892,-1.10E-05,-1.40E-05,6.80E-05,2.063685959,-0.007911482,-0.019052094
-9.70E-05,-0.004149,-0.09754,-5.60E-05,-1.60E-05,0.000109,2.067395846,-0.004236502,0.018832184
-0.000196,-0.003613,-0.097877,-5.00E-06,2.70E-05,0.000131,2.072807708,0.029148754,0.024947775
-0.000285,-0.004474,-0.09793,0.000124,5.00E-05,0.000108,2.068986488,0.037064814,-0.00064713
0.000165,-0.005239,-0.098119,-7.10E-05,2.70E-05,5.80E-05,2.06168992,0.034074998,-0.024177957
0.000133,-0.004017,-0.097775,-8.60E-05,-3.80E-05,6.60E-05,2.06347763,0.008021572,-0.017007604
-0.000415,-0.004065,-0.0976,-3.40E-05,-2.80E-05,0.000106,2.064122011,0.017448096,-0.006769512
-0.000307,-0.002856,-0.097979,1.60E-05,1.00E-05,0.000103,2.071214704,0.030571261,-0.004750811
-0.00014,-0.003814,-0.098089,6.20E-05,1.80E-05,8.80E-05,2.077848142,0.021233873,-0.005797323
-0.000124,-0.004346,-0.097999,-2.00E-06,-1.00E-06,9.70E-05,2.072031518,0.025510945,-0.003728517
-0.000557,-0.004669,-0.097805,-1.30E-05,-1.30E-05,9.60E-05,2.063381209,0.025410485,0.006547225
-0.00033,-0.003837,-0.09783,-2.40E-05,1.30E-05,9.70E-05,2.06770404,0.029808369,0.009602745
-0.00011,-0.003266,-0.097867,2.30E-05,3.00E-05,9.80E-05,2.06751688,0.042842158,-0.001667155
0.000365,-0.003677,-0.098116,7.80E-05,2.00E-05,8.00E-05,2.065400156,0.034845357,-0.015998107
0.000273,-0.004635,-0.097973,2.00E-05,-1.00E-05,8.60E-05,2.058333507,0.023171915,-0.012895262
-0.00017,-0.004406,-0.097757,-5.00E-05,-1.40E-05,0.000104,2.069978681,0.023314925,0.000377853
-5.30E-05,-0.003407,-0.097758,-1.30E-05,5.00E-06,0.000125,2.071949621,0.042896338,0.00343814
1.20E-05,-0.003614,-0.097959,3.30E-05,1.10E-05,0.000117,2.072657256,0.045077912,0.000361858
6.80E-05,-0.003583,-0.097896,-6.70E-05,9.00E-06,0.000107,2.068995996,0.048655713,-0.001674309
0.000256,-0.003943,-0.097951,4.70E-05,1.70E-05,8.70E-05,2.055763833,0.065882661,-0.002653046
0.000299,-0.00443,-0.098075,1.10E-05,-7.00E-06,7.00E-05,2.068801928,0.064589674,-0.005774917
-1.90E-05,-0.004357,-0.097907,-4.40E-05,-1.10E-05,7.20E-05,2.073962165,0.059580607,-0.004769026
5.70E-05,-0.003973,-0.097985,-8.80E-05,-4.00E-06,8.50E-05,2.066804338,0.05370006,-0.003715419
-0.000189,-0.003879,-0.098044,3.40E-05,3.00E-06,9.00E-05,2.053685542,0.063686337,0.001453419
0.000162,-0.003755,-0.0979,0.000114,1.40E-05,8.20E-05,2.073930865,0.06827541,0.001375784
0.000303,-0.004398,-0.097923,-1.00E-05,1.10E-05,7.70E-05,2.068921132,0.064594577,0.00651772
0.000242,-0.004217,-0.09787,-1.10E-05,7.00E-06,7.70E-05,2.065882585,0.076148553,0.003452038
0.000112,-0.004273,-0.097933,6.00E-06,4.00E-06,7.10E-05,2.059254255,0.084036835,-0.002671128
-6.80E-05,-0.004194,-0.097969,-8.90E-05,-6.00E-06,7.70E-05,2.064399006,0.073228503,-0.019078735
0.000156,-0.003225,-0.097966,-6.70E-05,-4.00E-06,9.60E-05,2.052432586,0.04338312,-0.023122536
0.000207,-0.003657,-0.09784,7.50E-05,-2.60E-05,0.000101,2.069457836,0.019685466,-0.001667215
2.40E-05,-0.003355,-0.09758,-5.80E-05,-1.10E-05,0.000143,2.078701502,0.045158324,0.030048241
5.00E-05,-0.002957,-0.097772,6.50E-05,5.30E-05,0.000145,2.079698207,0.079940293,0.016716975
-1.80E-05,-0.003739,-0.098427,1.90E-05,6.40E-05,7.40E-05,1.946833353,0.096456183,-0.008396321
-0.000424,0.00073,-0.098184,-0.000495,4.20E-05,6.00E-05,1.824051033,0.064559908,-0.014071427
0.0001,0.001865,-0.097824,0.000153,8.00E-06,5.70E-05,1.727959147,0.049649798,0.001662312
0.000275,0.000181,-0.097686,6.40E-05,-3.00E-06,5.70E-05,1.651185805,0.054530058,0.014243777
0.000489,0.000522,-0.098086,-0.000141,-1.60E-05,6.20E-05,1.58333591,0.08776416,-0.009071356
-0.000337,0.002013,-0.097745,4.30E-05,-7.80E-05,-6.00E-06,1.518839295,0.092064636,-0.013952183
-0.000861,0.000796,-0.098074,7.60E-05,-4.40E-05,-5.00E-06,1.439777749,0.101987929,-0.019804579
-0.001293,0.001628,-0.09781,-9.70E-05,-5.10E-05,-5.00E-06,1.376896882,0.091818714,-0.009318479
-0.001489,0.001363,-0.097871,6.50E-05,-2.20E-05,2.63E-21,1.321968409,0.082469232,0.000112385
-0.001541,0.000933,-0.097886,2.20E-05,-6.00E-06,5.00E-06,1.279418256,0.089946516,0.077110471
-0.001686,-0.000912,-0.09562,0.000749,0.00029,-3.30E-05,1.155344457,0.070411809,0.349086881
0.007593,-0.002764,-0.098036,-0.000375,0.001363,7.60E-05,1.047823672,-0.109843526,0.275774838
0.019899,-0.011747,-0.097916,0.00148,0.001016,0.000722,0.966880328,-0.168804413,0.140858254
0.026042,-0.010063,-0.094944,-0.00184,0.000448,0.001095,0.934075347,-0.05256902,0.065136054
0.027721,0.0022,-0.094358,-0.000587,0.000133,0.000524,0.908654212,0.010882364,0.053945733
0.028801,0.000678,-0.093681,7.40E-05,0.000146,0.000215,0.874364724,0.030034513,0.055092948
0.030268,0.000762,-0.093159,-0.00012,0.000167,9.00E-05,0.840813835,0.049921258,0.060337206
0.031858,0.001189,-0.092603,-5.60E-05,0.000177,5.40E-05,0.826788687,0.059163342,0.02145435
0.034242,0.002253,-0.093602,-7.80E-05,1.70E-05,8.00E-05,0.891464783,0.083789202,-0.233915188
0.030415,-0.006754,-0.094806,0.001336,-0.000933,2.60E-05,0.969705256,0.120210667,-0.317215869
0.019844,-0.006299,-0.094363,-0.001172,-0.001145,-5.00E-05,1.050881629,0.087149344,-0.2283786
0.010684,0.000485,-0.09583,9.10E-05,-0.000704,-3.00E-06,1.120414999,0.052495133,-0.153836068
0.005033,-0.002641,-0.096485,0.000243,-0.000378,2.60E-05,1.189367726,0.064203973,-0.087499947
0.00246,-0.002054,-0.097097,-0.000122,-0.000209,2.00E-05,1.292762166,0.088674421,0.119078764
0.002177,-0.00534,-0.093989,0.001004,0.000516,-5.90E-05,1.364798986,0.032359238,0.405719227
0.014958,-0.013262,-0.09818,0.000774,0.001659,0.000257,1.415551834,-0.271396605,0.219126554
0.026454,-0.027832,-0.094582,0.000695,0.000942,0.001391,1.462564385,-0.375220478,0.049914033
0.026557,-0.01421,-0.091863,-0.002721,0.000309,0.001701,1.472281169,-0.463518397,0.03248313
0.027073,-0.001274,-0.093519,-0.000427,0.00027,0.001862,1.459002699,-0.494835886,0.058159891
0.029178,-0.004479,-0.092893,-0.000413,0.000262,0.002049,1.463976003,-0.479568095,0.071459089
0.029434,-0.004966,-0.093177,-0.000478,0.000211,0.002005,1.556213964,-0.260360089,0.047484567
0.030081,0.002464,-0.094321,-0.001217,0.000103,0.001227,1.696334721,0.013773576,0.011016415
0.030676,-0.004479,-0.094642,-6.30E-05,9.70E-05,0.000321,1.800186271,0.170089939,-0.017086946
0.03014,-0.000297,-0.093444,-0.000691,-2.50E-05,-3.00E-06,1.888260564,0.203033636,-0.004106104
0.029995,0.000106,-0.093594,0.000257,4.00E-06,-3.50E-05,1.975149847,0.212772438,0.001712436
0.030262,-0.001629,-0.09362,1.90E-05,1.00E-05,3.20E-05,2.080773064,0.221278721,-0.02020958
0.030575,-0.000372,-0.094882,0.000162,-0.000103,6.10E-05,2.15424253,0.217781384,-0.159860862
0.027065,-0.001557,-0.094941,0.000193,-0.000508,0.000107,2.192588611,0.277666495,-0.205122082
0.021158,-0.001052,-0.093908,-0.000265,-0.000661,1.50E-05,2.286143871,0.276616026,-0.199328777
0.016242,0.001811,-0.096393,-2.20E-05,-0.000431,2.70E-05,2.309009685,0.288473462,-0.243485582
0.010353,0.002057,-0.09496,0.000472,-0.00058,0.000104,2.325951577,0.299571262,-0.133891728
0.006597,0.000884,-0.096565,-0.000413,-0.000286,2.00E-05,2.349787667,0.309281371,-0.130910277
0.003671,0.002061,-0.097287,0.000116,-0.000282,-1.20E-05,2.406865529,0.339692637,-0.095265626
0.00183,-0.000338,-0.097679,-0.0001,-0.00013,-5.60E-05,2.447668247,0.321342872,-0.120015804
0.000855,0.002593,-0.097911,-7.00E-06,-0.000133,7.70E-05,2.472582018,0.339066589,-0.001221758
-0.000954,0.00087,-0.095292,3.70E-05,-6.30E-05,7.30E-05,2.49866692,0.298081847,0.041739208
-0.000894,0.002,-0.099062,-0.000182,2.30E-05,-4.40E-05,2.490757193,0.303755651,-0.1427328
-0.001462,0.002163,-0.099605,0.000508,-0.000113,-1.70E-05,2.462547613,0.386075165,-0.076025146
-0.002848,0.000271,-0.09554,-0.000132,-0.000127,-1.60E-05,2.519103446,0.328811515,0.11853833
-0.001978,0.002246,-0.097214,-0.000102,0.000167,8.10E-05,2.572341127,0.28377322,0.031221002
-0.000605,0.002149,-0.100101,0.000211,9.00E-05,-4.30E-05,2.543068828,0.314556666,-0.136795072
-0.001701,0.001018,-0.098365,-4.00E-05,-0.000145,2.10E-05,2.520205002,0.384625696,-0.019864916
-0.003219,0.001055,-0.095191,-0.000148,-0.000108,1.00E-06,2.59426136,0.304360115,0.126471401
-0.001267,0.001485,-0.099576,-0.000119,0.000318,4.20E-05,2.575149324,0.326562008,-0.070288896
-0.001407,0.001287,-0.098348,0.00037,-0.000172,-9.10E-05,2.561873597,0.308299231,-0.010775435
-0.00153,0.00212,-0.098321,-0.000363,7.90E-05,-2.00E-06,2.541470165,0.316755103,-0.014801761
-0.001549,0.002726,-0.096988,0.0001,-6.60E-05,6.80E-05,2.563484647,0.327193311,0.077379005
-0.000763,0.001579,-0.09769,-0.000126,0.000101,9.00E-06,2.614261009,0.324903291,0.066936951
0.000129,0.001931,-0.098699,4.00E-06,0.000115,-5.90E-05,2.641086927,0.280969738,-0.073604394
0.000286,0.000238,-0.100001,1.80E-05,1.60E-05,1.90E-05,2.571479117,0.324347872,-0.129739873
-0.001436,-5.50E-05,-0.09596,2.10E-05,-0.000262,6.40E-05,2.545666411,0.304510732,0.073353348
-0.00186,0.002607,-0.09667,-0.000122,0.000101,-1.40E-05,2.564292557,0.326487101,0.07635314
-3.70E-05,0.000836,-0.098608,0.000183,7.70E-05,-9.40E-05,2.660104147,0.311679566,0.062667514
0.000916,0.001148,-0.099495,-0.000428,0.000192,-1.00E-05,2.623078964,0.262623643,-0.101211678
0.000391,0.001528,-0.098786,0.000601,-0.00014,0.000195,2.55939989,0.333650365,-0.041529179
-0.001014,0.000691,-0.095766,-0.000479,-0.000123,-0.000118,2.586468648,0.324558456,-0.009847634
-0.000267,0.00207,-0.099638,-1.00E-05,0.000101,-2.50E-05,2.566744168,0.341001019,-0.002600602
-0.000792,-0.00146,-0.096063,0.000105,-0.000106,1.30E-05,2.633128867,0.280920133,0.113013983
0.000472,0.002883,-0.098751,-0.000222,0.000251,4.90E-05,2.619757062,0.314797163,-0.062256978
0.000337,0.002045,-0.098482,0.000526,-0.00013,6.00E-06,2.593488889,0.34204185,-0.020130927
-0.000822,0.000412,-0.097142,-0.000497,-3.30E-05,-4.30E-05,2.609349535,0.292211019,-0.016076266
-0.000185,0.001373,-0.098561,0.000293,6.90E-05,-1.40E-05,2.572611246,0.314958322,-0.073357202
-0.000432,0.0022,-0.097359,-2.00E-06,-0.000131,1.10E-05,2.575304226,0.312845863,0.05273711
-0.000473,-0.000173,-0.096903,-0.000186,4.30E-05,2.90E-05,2.654278656,0.327571956,0.08831838
0.001016,0.000363,-0.09914,0.000121,0.000186,1.30E-05,2.659194013,0.305131183,-0.027545926
0.001058,0.000462,-0.099029,6.10E-05,-3.90E-05,1.90E-05,2.578431576,0.30196999,-0.112334929
-0.000758,0.000961,-0.098198,-0.000126,-0.000179,-1.40E-05,2.547923224,0.326269001,-0.050711942
-0.001653,0.000765,-0.096854,-0.000124,-3.30E-05,-5.60E-05,2.594731806,0.331207813,0.069062952
-0.00028,0.00107,-0.096532,2.40E-05,5.80E-05,5.80E-05,2.666580209,0.272623269,0.095463877
0.001142,0.001102,-0.09967,-9.50E-05,0.000208,2.70E-05,2.640126582,0.301988269,-0.096164618
-1.90E-05,0.00072,-0.098831,0.000225,-0.000103,-4.20E-05,2.586982426,0.338339921,-0.038560506
-0.001254,-0.000342,-0.096125,-0.000126,-9.40E-05,-2.20E-05,2.589208275,0.289077443,0.013731796
-0.000483,0.002307,-0.098692,0.000243,5.30E-05,7.10E-05,2.601601113,0.33852171,-0.004782476
-4.40E-05,0.000117,-0.097606,-0.000104,-2.00E-06,-2.70E-05,2.624449161,0.310522828,0.00436595
-0.00028,0.001485,-0.098509,-5.00E-06,3.80E-05,2.90E-05,2.615662362,0.301706009,-0.046859876
-0.000123,0.000102,-0.097925,0.000124,-8.20E-05,-3.70E-05,2.633873672,0.318615235,0.033035403
-2.50E-05,0.001304,-0.097176,-6.60E-05,7.80E-05,-3.10E-05,2.618785669,0.295951543,-0.000734775
-5.00E-06,0.00095,-0.099384,0.000177,1.10E-05,4.80E-05,2.594520703,0.322485693,-0.010902464
-0.000818,-0.000819,-0.096807,-0.00011,-5.10E-05,-3.20E-05,2.594676699,0.309436942,-0.004748479
1.00E-05,0.001584,-0.098667,-0.000105,4.60E-05,-4.00E-06,2.619793357,0.329311317,-0.015100704
-4.80E-05,0.000686,-0.097303,6.50E-05,-3.80E-05,1.60E-05,2.637342554,0.312118877,-0.030541384
-0.00021,0.000313,-0.099234,-7.00E-06,2.00E-05,3.50E-05,2.580668198,0.32013924,-0.038530756
-0.000984,-0.000313,-0.096701,0.000215,-0.000129,-4.70E-05,2.61544089,0.285046123,0.037214068
-0.000108,0.001647,-0.098857,-0.00016,0.000187,-3.40E-05,2.607011623,0.353072555,-0.05811921
0.000196,0.000641,-0.097608,8.80E-05,-0.000129,4.90E-05,2.616639252,0.321320666,0.087436093
-0.000871,-5.00E-06,-0.096911,-0.000291,5.30E-05,4.60E-05,2.654022807,0.277536238,0.057575661
0.000942,0.000877,-0.099843,0.000241,0.000166,-5.40E-05,2.615728863,0.324156899,-0.144262897
7.40E-05,0.000347,-0.098913,1.60E-05,-0.000169,-6.70E-05,2.556866798,0.350288965,-0.098938533
-0.001545,0.000466,-0.096197,6.90E-05,-0.000148,7.90E-05,2.56696455,0.343920876,0.05788621
-0.000869,-0.000525,-0.096799,-0.00011,9.10E-05,3.70E-05,2.637379626,0.299830063,0.134524982
0.000959,0.00137,-0.097849,3.90E-05,0.000148,-5.70E-05,2.701905878,0.273758848,0.052269963
0.002002,-0.000583,-0.100755,9.70E-05,0.000163,-3.20E-05,2.641092178,0.309225061,-0.195616931
-0.000142,0.000149,-0.099472,0.000178,-0.000258,3.10E-05,2.53179625,0.37753319,-0.12243147
-0.002126,2.80E-05,-0.094636,-7.90E-05,-0.000186,1.10E-05,2.565648878,0.346815126,0.101975707
-0.000996,0.001448,-0.096816,-0.000203,0.000108,4.70E-05,2.642689321,0.284671947,0.149887157
0.000202,-4.00E-06,-0.099478,0.000277,0.000235,-3.20E-05,2.656321014,0.292038587,-0.058288763
0.001194,0.000646,-0.099983,9.90E-05,-4.00E-06,-9.00E-05,2.606926084,0.33130188,-0.151409665
-0.000494,0.0011,-0.097116,7.50E-05,-0.000196,8.00E-05,2.56512825,0.362739913,0.011752718
-0.001359,0.00024,-0.095448,-0.000303,-8.70E-05,3.10E-05,2.640247181,0.286803868,0.084281326
0.000581,0.001155,-0.10076,0.00022,0.000286,-8.00E-05,2.616674914,0.316201949,-0.113508095
-0.000127,0.0003,-0.097249,0.000156,-0.000185,1.50E-05,2.603368545,0.319698888,0.018797116
-0.000711,-0.000442,-0.096944,-0.000377,1.40E-05,1.70E-05,2.635753855,0.29254537,0.062766574
-0.000276,0.00098,-0.098511,0.000279,8.00E-05,-1.60E-05,2.648743315,0.331105906,-0.021362474
0.000484,-0.000243,-0.099194,-8.00E-05,4.40E-05,4.00E-06,2.590998396,0.347073042,-0.092914411
-0.000536,0.000721,-0.096797,6.80E-05,-0.000142,2.40E-05,2.59104734,0.313021203,0.004491313
-0.000502,-4.00E-05,-0.097749,-0.000142,3.30E-05,-1.30E-05,2.617341626,0.303190299,0.023873892
-0.000217,0.000119,-0.097927,9.00E-05,3.30E-05,-7.20E-05,2.6562927,0.312349895,0.001169274
-3.30E-05,0.000714,-0.098445,9.60E-05,2.90E-05,3.20E-05,2.628138336,0.348253256,-0.046919545
-0.000148,0.00097,-0.098268,9.00E-05,-3.70E-05,3.90E-05,2.6087636,0.342954544,-0.009936739
-0.000578,-0.000258,-0.097395,-4.50E-05,-2.60E-05,-2.90E-05,2.626686631,0.317081656,0.045365026
-0.000145,0.000264,-0.097998,8.00E-06,7.40E-05,3.50E-05,2.628084316,0.304036246,-0.008974108
0.000469,0.000185,-0.09896,-4.00E-06,2.80E-05,-2.20E-05,2.603091953,0.312423605,-0.076547555
-0.000561,0.000191,-0.098013,2.40E-05,-0.000102,-4.20E-05,2.606440764,0.358155132,-0.004806049
-0.000769,-3.80E-05,-0.097295,-0.000168,1.40E-05,-2.60E-05,2.644863094,0.32238202,0.069901181
0.000135,-0.00016,-0.097479,3.40E-05,0.00011,5.90E-05,2.639029544,0.301995942,-0.00388882
0.000416,0.000591,-0.099372,0.000192,-6.00E-06,2.70E-05,2.611692332,0.3357373,-0.030450984
-0.000304,-0.00083,-0.097249,-0.000142,-6.50E-05,-6.00E-05,2.611607233,0.340084159,-0.038653898
0.000207,0.001044,-0.099292,-6.50E-05,6.30E-05,-1.70E-05,2.572961953,0.338883424,-0.102072203
-0.000835,-0.000319,-0.096644,0.000184,-0.000188,3.10E-05,2.615824077,0.339444426,0.115117464
-0.000435,-3.40E-05,-0.096358,-0.000346,0.000104,-2.00E-05,2.707119596,0.29196836,0.140416994
0.001586,0.000393,-0.100767,0.000347,0.000309,-2.60E-05,2.658556444,0.313792301,-0.170054883
0.000451,-0.000919,-0.098602,-7.40E-05,-0.000246,2.90E-05,2.553840096,0.353149184,-0.130711113
-0.001677,0.001121,-0.095633,-5.10E-05,-0.000224,3.30E-05,2.565867405,0.370731987,0.034302928
-0.001212,0.000359,-0.097235,3.50E-05,0.000111,-7.50E-05,2.616880131,0.356847954,0.060771382
-0.000301,0.000368,-0.097741,-0.000143,8.60E-05,4.00E-06,2.655327911,0.305114555,0.09447354
0.000766,0.000455,-0.097962,-1.40E-05,0.0001,2.60E-05,2.681897815,0.284377635,-0.043005093
0.000748,0.000662,-0.099878,9.30E-05,2.70E-05,-1.00E-06,2.611554251,0.359629588,-0.194498101
-0.00129,-0.000376,-0.097277,0.00019,-0.000283,1.80E-05,2.566425764,0.37435831,-0.004659439
-0.001772,-0.002584,-0.095879,-0.000195,-1.90E-05,-4.20E-05,2.599907623,0.274730005,0.098792913
-9.10E-05,0.001905,-0.098459,0.000181,0.000194,2.60E-05,2.630050555,0.32944409,-0.00181135
0.000745,-0.000818,-0.099259,0.000263,1.60E-05,-4.00E-05,2.640046754,0.341162951,-0.005953269
-0.000116,0.000215,-0.09776,-0.000229,-6.00E-06,-2.00E-05,2.641791138,0.310728986,-0.023380743
0.00026,0.000854,-0.098114,0.000153,2.20E-05,8.80E-05,2.616209479,0.330000613,-0.020214404
-0.000441,0.000137,-0.096286,5.30E-05,-0.000101,-2.90E-05,2.620068035,0.309019214,-0.021248295
-0.000161,0.000321,-0.100427,-0.000198,8.00E-05,-5.70E-05,2.589104937,0.337639417,-0.065224516
-0.001258,-0.001384,-0.096678,0.000287,-0.000127,-2.70E-05,2.603403098,0.325507822,0.034174524
-0.000745,0.000546,-0.09747,-0.000146,6.00E-05,7.20E-05,2.640707295,0.307835365,0.065820768
-9.90E-05,-0.000685,-0.098057,3.40E-05,8.40E-05,-5.10E-05,2.689246309,0.29027558,0.001051898
0.000865,0.000765,-0.100054,-3.00E-06,0.000131,-5.80E-05,2.637040532,0.303392531,-0.146390713
-0.0003,-0.000852,-0.097431,0.000187,-0.000212,7.20E-05,2.567953333,0.358417077,-0.025166037
-0.002171,0.000583,-0.095531,-0.000359,-0.000123,2.40E-05,2.593076993,0.307277104,0.129566103
-0.000365,-0.000437,-0.09826,0.000336,0.000219,-9.50E-05,2.647086258,0.295567363,-0.000841461
0.001205,-0.001118,-0.10033,-6.20E-05,0.000122,-7.00E-06,2.633876142,0.342514884,-0.083848908
0.000205,-0.000118,-0.096776,-0.000158,-0.000208,2.80E-05,2.658312338,0.274682197,0.030904056
-8.00E-06,0.000873,-0.098718,-0.00025,0.000124,5.80E-05,2.640175062,0.310696099,-0.049005819
-0.000615,2.00E-06,-0.098066,0.000456,-0.000128,-3.50E-05,2.601613759,0.324011636,-0.042711869
-0.000679,0.000166,-0.098823,-0.000422,-4.00E-06,-8.10E-05,2.58429859,0.333965158,0.014763186
-0.000483,0.000764,-0.096651,0.000236,1.40E-05,-3.00E-06,2.636999613,0.314311845,0.088386168
0.000739,-0.000291,-0.09865,-1.80E-05,0.000113,9.20E-05,2.65449015,0.28260387,0.011437196
0.000901,-0.000252,-0.099498,7.20E-05,5.40E-05,-1.60E-05,2.653539106,0.324615142,-0.105446416
0.000374,0.000229,-0.097776,3.40E-05,-9.00E-05,-8.40E-05,2.634646242,0.337444298,-0.072571362
-0.000577,0.001112,-0.09707,-9.40E-05,-0.000105,4.00E-05,2.589211561,0.289074815,0.030134901
-0.001308,-0.000438,-0.096505,9.40E-05,-2.20E-05,7.10E-05,2.596724592,0.337746488,0.061874612
-0.000266,-0.00029,-0.098315,6.50E-05,9.90E-05,-0.000111,2.655945931,0.347147895,0.029867374
0.001224,0.001095,-0.098191,-0.000219,8.30E-05,-1.90E-05,2.669969114,0.301623725,-0.047063776
0.000662,9.00E-06,-0.098925,0.000249,-1.00E-06,0.000114,2.609478657,0.307409318,-0.107324518
-0.001178,-0.002092,-0.097038,-4.90E-05,-0.000211,1.70E-05,2.594170798,0.350024971,0.006519531
