ACC X [m/s^2],ACC Y [m/s^2],ACC Z [m/s^2],GYRO X [rad/s],GYRO Y [rad/s],GYRO Z [rad/s],DVL X [m/s],DVL Y [m/s],DVL Z [m/s]
-0.000758,-0.004132,-0.097876,5.10E-05,-1.00E-06,0.000228,2.001687477,-0.317114331,0.006868683
-0.000885,-0.004314,-0.097609,-2.50E-05,1.90E-05,0.000213,1.987295869,-0.318734572,0.020235522
-0.000656,-0.004484,-0.097885,3.00E-05,1.10E-05,0.000201,1.985149793,-0.320932631,0.020244215
-0.00049,-0.004583,-0.09802,4.10E-05,1.70E-05,0.0002,1.995177959,-0.315026638,0.004844667
-0.000563,-0.005052,-0.098041,1.90E-05,2.30E-05,0.000203,2.022734263,-0.321943881,-0.010617553
-0.000338,-0.004904,-0.097972,-2.60E-05,2.50E-05,0.000187,2.026226896,-0.313942279,-0.022920985
-0.000596,-0.003994,-0.097749,-6.80E-05,-1.00E-06,0.00019,2.027123925,-0.321895167,-0.005514094
-0.000616,-0.00356,-0.097464,-1.30E-05,-8.00E-06,0.00019,2.017742995,-0.314038329,0.023192384
-0.000705,-0.004357,-0.097603,4.00E-05,7.00E-06,0.000189,2.007700225,-0.318503511,0.031424546
-0.000426,-0.004261,-0.098061,-1.10E-05,3.40E-05,0.000201,2.012757069,-0.31917018,0.024237593
-0.000272,-0.00461,-0.098204,5.10E-05,3.90E-05,0.0002,2.028587236,-0.316095959,-0.002449163
0.000128,-0.004531,-0.098087,1.70E-05,2.50E-05,0.00019,2.035110217,-0.318195223,-0.011689275
0.000169,-0.004284,-0.097798,-0.000107,4.00E-06,0.0002,2.040267527,-0.321757035,-0.005563728
0.000129,-0.003962,-0.097769,-7.00E-06,-1.00E-05,0.000199,2.039727604,-0.331178415,0.007753954
-0.00031,-0.004208,-0.097652,-1.21E-20,-4.00E-06,0.000198,2.030380046,-0.332016526,0.017007519
-0.00026,-0.004025,-0.097839,6.00E-06,1.30E-05,0.000205,2.020363945,-0.339381889,0.020119328
-0.000494,-0.0044,-0.097888,8.00E-06,2.60E-05,0.000217,2.030516402,-0.342162573,0.010864705
0.000152,-0.004706,-0.098049,5.40E-05,2.60E-05,0.000214,2.044288916,-0.342723599,0.00978888
-9.20E-05,-0.004736,-0.097821,-2.70E-05,1.70E-05,0.000224,2.045889924,-0.354299677,0.003641926
5.00E-05,-0.00472,-0.09788,1.20E-05,3.00E-06,0.000221,2.039212695,-0.342066758,0.002638806
-3.20E-05,-0.004416,-0.097704,-3.00E-06,-1.10E-05,0.000214,2.031993553,-0.340704654,0.009835729
-0.000437,-0.004615,-0.097855,-1.40E-05,-8.00E-06,0.000216,2.044244097,-0.33404284,0.010811708
-0.000306,-0.004565,-0.097947,-3.00E-05,1.50E-05,0.000213,2.046442014,-0.334738817,0.015924639
-0.000193,-0.004315,-0.098003,-3.90E-05,2.10E-05,0.000211,2.050195337,-0.342657738,0.026153692
-6.20E-05,-0.004622,-0.097836,3.70E-05,4.10E-05,0.00022,2.044394806,-0.342729462,0.02207957
9.60E-05,-0.004629,-0.098111,2.30E-05,1.80E-05,0.000225,2.035767497,-0.350075816,0.016993075
0.000414,-0.004661,-0.098021,-2.00E-06,5.00E-06,0.000224,2.04949545,-0.347739444,0.015916634
0.000328,-0.005026,-0.097953,1.40E-05,1.40E-05,0.000211,2.048690045,-0.342679914,0.010797268
0.00026,-0.00498,-0.09787,-9.00E-06,1.10E-05,0.000207,2.049960068,-0.331077674,0.002596278
-5.70E-05,-0.005055,-0.097794,-4.00E-06,3.00E-06,0.000205,2.064388752,-0.325110413,0.006636248
0.000288,-0.004618,-0.098036,-5.00E-06,6.00E-06,0.000196,2.04711383,-0.331107075,0.016945129
-0.000339,-0.004767,-0.097535,3.50E-05,3.00E-06,0.000193,2.048417597,-0.316600239,0.03024938
-0.000307,-0.005057,-0.097666,2.00E-06,1.90E-05,0.000179,2.038476273,-0.334102947,0.025171591
0.000262,-0.005048,-0.098046,-2.80E-05,3.00E-05,0.000188,2.047160966,-0.339793434,0.00977725
0.000439,-0.005418,-0.098032,1.80E-05,1.00E-05,0.000206,2.039819776,-0.339883269,-0.011702179
-6.30E-05,-0.005311,-0.097893,-1.20E-05,-1.90E-05,0.000199,2.055811202,-0.348378207,-0.015856252
-0.00015,-0.00527,-0.097889,-3.00E-05,-2.60E-05,0.000202,2.055749696,-0.342577007,-0.004592509
-0.00049,-0.004648,-0.097433,-3.00E-06,-1.70E-05,0.000206,2.053565999,-0.337525119,0.013848496
-0.000581,-0.004916,-0.097712,1.10E-05,1.60E-05,0.000214,2.036912801,-0.335550093,0.02210286
-0.000657,-0.005026,-0.097809,-7.00E-06,3.80E-05,0.000215,2.030248768,-0.327650737,0.026221899
-0.000407,-0.005143,-0.097981,2.10E-05,3.00E-05,0.000211,2.034441732,-0.321802076,0.015963421
7.30E-05,-0.005403,-0.098116,1.10E-05,2.30E-05,0.000201,2.034473603,-0.330484851,0.009820606
0.000221,-0.00536,-0.098031,1.10E-05,2.00E-05,0.000195,2.041024765,-0.341261061,-0.001465279
-9.30E-05,-0.004894,-0.09789,-2.00E-05,-1.31E-20,0.000214,2.04808991,-0.338261845,-0.008660802
-0.000382,-0.00473,-0.097873,3.50E-05,-8.00E-06,0.00021,2.050118078,-0.328815911,-0.004574981
-0.000548,-0.005215,-0.097923,4.20E-05,-5.00E-06,0.000205,2.036930188,-0.314485009,0.006732986
-0.001,-0.005467,-0.097513,8.30E-05,-2.00E-06,0.000189,2.037569177,-0.305057858,0.02003912
-0.000557,-0.005514,-0.097478,-7.30E-05,1.40E-05,0.000178,2.030825796,-0.291373936,0.019035856
-0.000556,-0.00506,-0.097705,-2.70E-05,2.70E-05,0.000181,2.028636295,-0.299353482,0.009831211
-0.000301,-0.00507,-0.097802,2.90E-05,3.20E-05,0.000177,2.037269284,-0.29779536,0.010821221
-0.000216,-0.005966,-0.09778,4.00E-06,2.10E-05,0.000175,2.03441086,-0.302167747,0.014928219
2.00E-05,-0.004976,-0.09795,-3.10E-05,2.50E-05,0.000175,2.022660666,-0.289272811,0.017016084
0.00011,-0.00519,-0.097844,7.40E-05,7.00E-06,0.000189,2.025340043,-0.271864259,0.018025271
-0.000377,-0.005923,-0.097769,-5.90E-05,1.90E-05,0.000166,2.027861155,-0.248667537,-0.000418649
0.000289,-0.005261,-0.098116,-8.70E-05,-1.00E-06,0.00015,2.025843776,-0.268240713,-0.017808866
-0.000345,-0.004976,-0.097895,-1.20E-05,-4.00E-06,0.000163,2.023666855,-0.267541225,-0.014729819
-0.000263,-0.00502,-0.097835,-1.09E-20,-4.00E-06,0.000178,2.027461011,-0.275457568,0.001638123
-0.000261,-0.004219,-0.097641,-6.00E-05,-6.00E-06,0.00018,2.023779517,-0.264638576,0.019052212
-0.000498,-0.003525,-0.097616,-1.30E-05,8.00E-06,0.000186,2.004909669,-0.251833139,0.039596098
-0.000259,-0.004069,-0.098045,4.30E-05,4.00E-05,0.000179,2.000949265,-0.223651223,0.03141336
0.000176,-0.004164,-0.098149,3.90E-05,3.90E-05,0.000175,1.996492915,-0.220821762,-0.001330824
0.000373,-0.004753,-0.097963,-2.90E-05,1.80E-05,0.000172,2.008865032,-0.231543593,-0.026969792
0.000231,-0.004692,-0.098008,5.00E-06,-2.60E-05,0.000172,2.010573059,-0.251801345,-0.032090793
-0.000177,-0.004776,-0.097794,-6.40E-05,-4.10E-05,0.000182,2.015915912,-0.265493162,-0.010607096
-0.00047,-0.003497,-0.097551,-2.40E-05,-1.60E-05,0.0002,1.996284641,-0.249072666,0.013011707
-0.001041,-0.003665,-0.09753,-1.80E-05,1.10E-05,0.000196,1.988265849,-0.235414928,0.029421388
-0.000695,-0.003446,-0.097794,1.70E-05,4.30E-05,0.000193,1.972020401,-0.20809847,0.027427284
-5.80E-05,-0.003913,-0.098231,7.20E-05,4.50E-05,0.000182,1.978386185,-0.19572126,0.015113827
0.000384,-0.004395,-0.098169,-5.00E-06,3.50E-05,0.000173,1.984909859,-0.202167108,-0.008459214
0.000132,-0.004714,-0.098132,-6.10E-05,-8.00E-06,0.000169,1.971909484,-0.205222642,-0.014553376
-3.00E-06,-0.004517,-0.097852,-6.10E-05,-2.30E-05,0.000172,1.975026809,-0.221116208,-0.011488817
-0.000254,-0.004217,-0.097721,1.70E-05,-2.20E-05,0.000192,1.967072733,-0.217589355,0.000828331
-0.00069,-0.004184,-0.097673,3.10E-05,-1.00E-06,0.000187,1.956886734,-0.21046854,0.010079906
-0.000611,-0.004045,-0.097931,2.70E-05,3.00E-05,0.000199,1.956665153,-0.193093491,0.00700402
-0.000484,-0.004341,-0.097906,-5.60E-05,2.40E-05,0.000181,1.947915597,-0.190303484,-0.001154777
-0.000505,-0.004223,-0.097814,-4.30E-05,1.00E-05,0.000182,1.951559829,-0.193877247,0.000879453
-0.0004,-0.003897,-0.098002,5.00E-06,-1.00E-05,0.000184,1.936370959,-0.193333193,0.008104671
-0.000404,-0.00409,-0.098032,7.10E-05,5.00E-06,0.000192,1.933353895,-0.184677151,0.010161728
-0.00038,-0.004373,-0.097991,2.50E-05,3.50E-05,0.000178,1.925164898,-0.169570705,-5.15E-05
7.00E-05,-0.004275,-0.097988,2.80E-05,8.00E-06,0.000179,1.925805898,-0.165945176,-0.009269996
-9.50E-05,-0.004171,-0.097807,-2.90E-05,1.00E-05,0.000176,1.922094199,-0.160921349,-0.015400394
-8.30E-05,-0.00417,-0.097991,-2.70E-05,-7.00E-06,0.000164,1.921387542,-0.16165207,-0.010278493
-0.000321,-0.00328,-0.097626,2.00E-06,-9.00E-06,0.000164,1.910526824,-0.159606816,-0.001022998
-0.000646,-0.003465,-0.097708,8.00E-06,-9.00E-06,0.000179,1.904825133,-0.162567368,0.014358428
-0.000367,-0.003635,-0.097795,-1.50E-05,2.40E-05,0.000169,1.896819274,-0.157594016,0.018482321
-0.000356,-0.003858,-0.097876,1.10E-05,3.70E-05,0.000166,1.893661504,-0.138808861,0.008250081
3.50E-05,-0.00396,-0.098168,1.50E-05,2.50E-05,0.000167,1.88696988,-0.125131853,0.00520061
0.000154,-0.003891,-0.09779,2.00E-06,1.20E-05,0.000151,1.884003303,-0.122273376,-0.002980028
3.00E-05,-0.004349,-0.097994,-3.40E-05,-4.00E-06,0.000155,1.884056162,-0.129514467,-0.011170327
-1.00E-06,-0.003618,-0.098004,-6.00E-05,1.40E-05,0.000144,1.874703812,-0.134694538,-0.011133636
-0.000158,-0.003138,-0.09766,-8.30E-05,-6.00E-06,0.000167,1.862640631,-0.150041613,0.003251138
-0.000167,-0.003333,-0.097691,8.20E-05,5.00E-06,0.00019,1.858369975,-0.150089483,0.020673391
-2.50E-05,-0.003271,-0.09797,1.80E-05,3.10E-05,0.000201,1.855077427,-0.118272108,0.014534163
-0.000118,-0.003989,-0.098015,7.20E-05,3.50E-05,0.00018,1.848475158,-0.113287302,0.001246633
7.80E-05,-0.003959,-0.097955,-8.40E-05,1.30E-05,0.000163,1.836281203,-0.122847077,0.000271225
-0.000143,-0.003101,-0.097748,-3.10E-05,-1.30E-05,0.000168,1.842618007,-0.106119134,0.000243788
-5.50E-05,-0.003284,-0.098082,7.50E-05,-3.00E-06,0.000163,1.820830217,-0.099139655,0.001348122
9.90E-05,-0.003619,-0.098181,-1.80E-05,-1.20E-05,0.000171,1.817102007,-0.092669398,-0.008879634
-3.20E-05,-0.00317,-0.097998,-4.10E-05,-1.00E-06,0.00017,1.819892532,-0.083949743,-0.014012559
-0.000167,-0.002575,-0.098002,-2.80E-05,-3.00E-06,0.00016,1.813450296,-0.09199501,-0.02320114
-5.00E-05,-0.002963,-0.097835,6.90E-05,-4.00E-06,0.000151,1.804126009,-0.095725117,-0.01394988
-0.000588,-0.002896,-0.09773,-5.70E-05,-3.40E-05,0.000153,1.79311505,-0.070504957,0.024996125
-0.000557,-0.00258,-0.097742,4.00E-05,1.50E-05,0.000157,1.795681147,-0.04006016,0.031122249
-0.000295,-0.00305,-0.098048,6.80E-05,5.20E-05,0.000139,1.781473309,-0.01344683,-0.004670594
-0.000136,-0.003804,-0.098358,-6.10E-05,2.90E-05,9.70E-05,1.772855934,-0.02948883,-0.040473994
2.50E-05,-0.003205,-0.098014,-1.20E-05,-1.90E-05,0.00011,1.771049871,-0.05919833,-0.03738712
-0.000258,-0.00336,-0.097805,-6.00E-06,-5.10E-05,0.000136,1.767599684,-0.064302981,-0.009724522
-0.000717,-0.002878,-0.097579,-0.000129,-1.00E-06,0.000162,1.763930802,-0.053480085,0.011790548
-0.000701,-0.001902,-0.09767,-3.90E-05,1.90E-05,0.000176,1.747090915,-0.03557622,0.021065315
-0.000464,-0.002196,-0.097942,0.0001,3.80E-05,0.000168,1.737363548,-0.016145017,0.003688639
-0.000241,-0.003016,-0.098077,-8.00E-06,2.80E-05,0.000143,1.726366055,-0.01700807,-0.032108886
2.00E-05,-0.003178,-0.098252,-1.70E-05,-1.70E-05,0.000126,1.723647009,-0.031521779,-0.029022678
-0.000356,-0.002962,-0.097649,-2.30E-05,-3.80E-05,0.000138,1.71590385,-0.041020927,0.002752337
-0.00059,-0.002524,-0.097443,-2.50E-05,-6.00E-06,0.000164,1.717115693,-0.016383055,0.019124217
-0.000401,-0.001866,-0.097866,2.40E-05,4.80E-05,0.000156,1.704537828,0.000117764,0.002784097
-0.000268,-0.003035,-0.098425,5.40E-05,3.00E-05,0.000137,1.686971365,0.00424316,-0.035038004
4.60E-05,-0.00285,-0.098137,-2.80E-05,-2.50E-05,9.10E-05,1.628112732,-0.051500438,-0.072687097
-0.00122,-0.001154,-0.098323,-0.001339,-0.000167,0.000317,1.607988012,-0.510788933,0.046291941
-0.000453,0.002701,-0.09673,0.000809,0.000238,0.001954,1.508042784,-0.689385303,0.050813421
0.002224,-0.003919,-0.099702,0.000629,0.000121,0.002596,1.438105325,-0.596817441,0.039789202
0.000115,-0.006229,-0.097028,0.000211,0.000141,0.002358,1.397770881,-0.497378534,0.027626412
-0.000122,-0.009394,-0.098653,0.000214,0.000192,0.002056,1.394757939,-0.430078762,0.016356494
-0.001213,-0.010696,-0.096715,-0.000265,0.000227,0.001879,1.405394562,-0.410399346,0.019383056
-0.000752,-0.007245,-0.096834,-0.000115,0.000233,0.001832,1.429439652,-0.415179309,0.040796771
2.50E-05,-0.008929,-0.098545,-4.20E-05,0.000209,0.001882,1.46802267,-0.42703015,0.052943475
-0.000788,-0.008095,-0.096522,2.50E-05,0.000289,0.001878,1.497624806,-0.425959592,0.03132733
0.000351,-0.006476,-0.0973,0.000162,0.000186,0.001886,1.523773283,-0.425646889,0.049660708
0.000295,-0.009761,-0.098389,0.00012,0.000181,0.001822,1.591166884,-0.359662881,0.080108773
0.000383,-0.006326,-0.09638,0.00023,0.000333,0.001487,1.672603478,0.147466137,0.04792106
0.001588,-0.013169,-0.0998,-0.001047,0.000199,-0.00044,1.596625602,0.484710842,-0.02356399
0.003151,0.000316,-0.09739,-3.20E-05,-3.60E-05,-0.001436,1.583855732,0.741613936,-0.102434867
0.002102,-0.008956,-0.096469,0.000519,-0.000212,-0.001978,1.518189723,0.917534132,-0.062298387
0.001833,-0.008524,-0.095937,-0.000595,-7.10E-05,-0.002225,1.45102621,0.971783749,-0.039531466
0.002249,-0.006625,-0.096405,3.00E-06,-5.70E-05,-0.002232,1.374802797,0.981737531,-0.060751689
0.00216,-0.008127,-0.096504,0.000196,-8.90E-05,-0.002166,1.31709457,0.959336868,-0.078963004
0.002436,-0.007844,-0.097482,-0.000327,-0.000136,-0.002049,1.26889709,0.924721899,-0.104372954
0.002148,-0.005928,-0.098375,-6.30E-05,-0.000224,-0.002002,1.27922144,0.741641232,-0.061352076
0.001328,-0.001202,-0.098606,-0.000676,-0.000167,-0.001421,1.385102186,0.439487117,-0.020706575
-0.000566,0.000593,-0.097339,0.000266,-7.00E-05,-0.000398,1.534788048,0.279062808,-0.012010937
-0.000886,-0.004282,-0.098301,0.000557,-8.00E-06,9.50E-05,1.636868739,0.215104843,-0.032860975
-0.002112,-0.002234,-0.098273,-0.000725,-2.70E-05,0.000235,1.645106145,0.192753977,-0.035959034
-0.00293,0.001808,-0.09757,0.00014,-3.00E-05,0.000138,1.633440149,0.204205139,-0.021580008
-0.002951,-1.10E-05,-0.09748,0.000101,-1.70E-05,4.60E-05,1.644203561,0.219547097,0.000905388
-0.003005,0.001071,-0.097931,-0.000182,2.40E-05,-2.00E-05,1.636179987,0.225970141,0.006053963
-0.002822,0.001668,-0.098239,4.20E-05,4.70E-05,-4.70E-05,1.623211805,0.218571876,-0.00208816
-0.002297,0.000857,-0.097989,2.00E-05,2.00E-05,-4.00E-05,1.612526757,0.207584662,0.009220212
-0.002344,0.001005,-0.097734,-1.10E-05,2.00E-05,-1.00E-05,1.60605552,0.209683549,0.02972621
-0.001989,0.000757,-0.097863,5.90E-05,4.60E-05,1.70E-05,1.598617513,0.224077433,0.021558324
-0.001367,0.000344,-0.098377,-3.80E-05,6.10E-05,-1.00E-06,1.582010756,0.211560693,-0.003978809
-0.000855,0.000756,-0.098206,-2.20E-05,2.20E-05,-2.60E-05,1.569169616,0.195475292,-0.001877988
-0.000837,0.0006,-0.097875,1.90E-05,-1.00E-06,-2.00E-05,1.567070044,0.196179153,0.019635898
-0.000673,0.000417,-0.097832,0.000125,2.50E-05,-4.00E-06,1.569913371,0.206356312,0.037032541
-0.000393,0.000739,-0.098068,-9.90E-05,5.30E-05,2.00E-06,1.558068721,0.223590939,0.027855507
0.000201,0.000873,-0.098123,1.30E-05,4.60E-05,-5.00E-06,1.541455017,0.215423567,0.010510283
0.000503,0.000795,-0.098233,-1.00E-06,2.70E-05,-7.00E-06,1.529982523,0.199349215,-0.00787521
0.000511,0.000327,-0.098093,4.50E-05,-5.00E-06,-4.00E-06,1.512693601,0.250557952,-0.012944862
5.00E-05,0.003791,-0.097977,-0.000216,-5.10E-05,-0.00025,1.421188461,0.628923344,-0.02499002
0.000666,-0.00484,-0.096912,0.00143,-6.40E-05,-0.001744,1.352972574,0.812758276,-0.052431543
0.001399,-0.016018,-0.095237,-0.000233,-0.000121,-0.002264,1.363483445,0.735400065,-0.002271918
0.003644,-0.006786,-0.097318,-0.000604,-2.00E-06,-0.001894,1.375223435,0.645004333,-0.05349413
0.003933,-0.006979,-0.096942,0.000326,-0.000137,-0.001672,1.426429675,0.537717213,-0.066970424
0.003442,-0.007352,-0.098103,-0.000519,-0.000128,-0.001448,1.500859167,0.4379582,-0.043672122
0.002791,-0.003592,-0.098498,-9.60E-05,-0.000119,-0.00126,1.570690914,0.361315815,-0.013192673
0.000677,-0.006211,-0.097034,0.000186,-4.90E-05,-0.001121,1.560835056,0.288064711,0.02270559
-0.000123,-0.004683,-0.097863,-0.000168,-1.00E-05,-0.000876,1.528455753,0.209467443,0.020801019
4.30E-05,-0.003384,-0.098293,-6.90E-05,-8.00E-06,-0.000688,1.522222317,0.122491769,0.011632003
0.00035,-0.003667,-0.098251,4.20E-05,-1.50E-05,-0.0005,1.523153608,0.044292966,0.009601629
0.000421,-0.003664,-0.098019,-5.80E-05,2.00E-06,-0.000341,1.522344801,-0.009304617,0.008595174
0.000518,-0.003342,-0.098145,9.30E-05,7.00E-06,-0.000244,1.524194187,-0.044042799,0.005524571
0.000763,-0.003434,-0.098087,2.00E-06,-3.00E-06,-0.000157,1.521001418,-0.081013684,0.002474598
0.000781,-0.002754,-0.097988,-9.00E-05,-1.30E-05,-0.000103,1.51487276,-0.110777026,0.00865082
0.000341,-0.002544,-0.097954,1.70E-05,-1.70E-05,-4.60E-05,1.504959296,-0.12537707,0.019956258
0.000416,-0.002723,-0.097883,3.00E-05,1.00E-05,-2.00E-05,1.50790844,-0.129687505,0.018922288
0.000398,-0.003128,-0.098076,-1.20E-05,1.00E-05,3.00E-06,1.498598942,-0.200770087,0.011808595
0.000792,-0.002445,-0.097966,9.60E-05,2.30E-05,0.000215,1.500840481,-0.268816808,0.006698509
0.000817,-0.002751,-0.097761,7.20E-05,1.10E-05,0.000429,1.487739733,-0.323286511,0.007786686
0.000835,-0.003226,-0.097571,9.60E-05,5.00E-06,0.000591,1.496183785,-0.36156602,0.012885215
0.000779,-0.00332,-0.098002,-2.60E-05,1.20E-05,0.000724,1.500741381,-0.3803358,0.013897103
0.000612,-0.003409,-0.098022,2.30E-05,1.60E-05,0.000813,1.513264268,-0.39973864,0.008735061
0.000433,-0.003814,-0.097844,0.000102,2.50E-05,0.000885,1.516330676,-0.414181959,0.010775412
0.000345,-0.003986,-0.097992,5.30E-05,2.20E-05,0.000947,1.515532433,-0.406223995,0.016920315
8.80E-05,-0.004215,-0.097782,5.20E-05,3.80E-05,0.000982,1.516073581,-0.388109864,0.027153446
-0.0003,-0.004014,-0.097629,-2.10E-05,5.10E-05,0.000982,1.528821751,-0.360436278,0.039386943
-0.000132,-0.003834,-0.097744,-1.10E-05,7.30E-05,0.000982,1.543722158,-0.334907645,0.043418841
-5.70E-05,-0.003737,-0.097827,-4.00E-06,9.10E-05,0.000966,1.548272999,-0.29502254,0.037246835
0.000206,-0.003842,-0.097926,1.20E-05,8.00E-05,0.00094,1.544247353,-0.262486745,0.032133187
0.000574,-0.003537,-0.098012,-2.70E-05,7.00E-05,0.000907,1.555359113,-0.226145218,0.025936382
0.00067,-0.00371,-0.098103,4.00E-06,6.70E-05,0.000859,1.546934722,-0.192213509,0.012646896
0.000777,-0.003311,-0.098176,3.80E-05,4.50E-05,0.000801,1.541428897,-0.156799842,0.006514048
0.000531,-0.003477,-0.097897,-1.90E-05,3.10E-05,0.000742,1.538240772,-0.127868644,0.021878361
0.000682,-0.002906,-0.097637,-0.000124,4.10E-05,0.000692,1.550336255,-0.102374129,0.045378992
0.000963,-0.002204,-0.097644,-3.80E-05,8.00E-05,0.000646,1.557684531,-0.052320827,0.041240693
0.001479,-0.002071,-0.098375,-2.50E-05,7.90E-05,0.000573,1.535336492,-0.010596053,0.0085455
0.001666,-0.002151,-0.098263,4.10E-05,4.00E-05,0.000485,1.516158929,0.012342059,-0.011868487
0.001553,-0.002699,-0.097999,-7.10E-05,-1.70E-05,0.000416,1.529758605,0.029162249,-0.000660274
0.001731,-0.002285,-0.097692,1.50E-05,-1.00E-05,0.00037,1.54047662,0.04594866,0.013630844
0.00172,-0.002254,-0.098076,-6.30E-05,2.90E-05,0.000331,1.532899159,0.069027395,-0.001706917
0.001651,-0.002118,-0.098143,4.20E-05,1.70E-05,0.000279,1.513872808,0.080382173,-0.018022311
0.001358,-0.003047,-0.097832,9.10E-05,-3.80E-05,0.000254,1.515774056,0.11009858,0.004490637
0.001301,-0.002834,-0.097632,-0.000104,-2.70E-05,0.000199,1.526428419,0.132678678,0.018780427
0.001022,-0.002019,-0.098217,-7.80E-05,1.90E-05,0.000168,1.520309961,0.151428043,-0.011921777
0.000828,-0.001852,-0.098348,6.50E-05,-2.00E-06,0.000128,1.510644788,0.163616881,-0.043633831
0.000672,-0.002523,-0.097936,6.10E-05,-5.10E-05,9.70E-05,1.494652026,0.16921956,-0.045624014
0.00017,-0.003214,-0.097683,2.80E-05,-8.30E-05,8.00E-05,1.507091898,0.170101281,-0.009828937
-0.000204,-0.002928,-0.097596,-3.10E-05,-2.20E-05,7.30E-05,1.522290136,0.181152898,0.018783929
-0.000285,-0.001859,-0.097868,-0.000101,3.20E-05,7.30E-05,1.521436762,0.189106741,0.009568932
-0.000153,-0.001806,-0.098172,1.80E-05,2.80E-05,6.20E-05,1.509812832,0.187516204,-0.004723878
4.90E-05,-0.002143,-0.098061,5.50E-05,5.00E-06,5.90E-05,1.505937032,0.204123255,-0.024170885
-0.00014,-0.00253,-0.09795,-3.30E-05,-2.10E-05,3.50E-05,1.501766934,0.189590573,-0.028248248
-0.00018,-0.002158,-0.097652,-8.00E-05,-2.80E-05,4.40E-05,1.50570064,0.17154043,-0.007776062
-0.000512,-0.001994,-0.097622,3.20E-05,-2.10E-05,8.40E-05,1.520999288,0.175353848,0.019816376
-0.000395,-0.001913,-0.097814,-1.40E-05,2.70E-05,0.0001,1.52020047,0.183311835,0.019817238
-0.000294,-0.001893,-0.098175,2.70E-05,5.30E-05,0.0001,1.502112127,0.173676025,-0.008787106
-7.80E-05,-0.001911,-0.098093,3.00E-05,1.90E-05,9.60E-05,1.493497986,0.166331504,-0.018994687
-6.60E-05,-0.002195,-0.097695,1.10E-05,-2.80E-05,0.000121,1.505997374,0.157069854,-0.001628223
-3.50E-05,-0.002213,-0.097699,-1.70E-05,-1.60E-05,0.000149,1.522558006,0.17103316,0.015715634
6.00E-06,-0.001757,-0.098045,1.00E-06,3.60E-05,0.000147,1.515303286,0.168047338,0.001405715
0.000141,-0.002274,-0.098443,1.70E-05,3.10E-05,0.000135,1.505902872,0.164312671,-0.014944921
6.80E-05,-0.00242,-0.098156,5.00E-06,-1.00E-05,0.000141,1.502457511,0.15341092,-0.011855949
1.40E-05,-0.002085,-0.097885,-9.00E-21,-1.90E-05,0.000147,1.50115772,0.146157573,-0.002631016
-7.60E-05,-0.00184,-0.09794,1.20E-05,-1.00E-05,0.000172,1.510454955,0.161483465,0.007571829
-8.40E-05,-0.001807,-0.097786,1.00E-05,9.00E-06,0.000159,1.516180221,0.167346384,0.010621661
-8.50E-05,-0.001853,-0.098103,-5.40E-05,3.40E-05,0.000142,1.50966958,0.162194967,-0.006764503
0.000129,-0.002145,-0.098291,6.20E-05,2.80E-05,0.000146,1.493695652,0.159102751,-0.027188536
0.000156,-0.002272,-0.097822,2.50E-05,-2.80E-05,0.000149,1.495333804,0.150435769,-0.007732234
5.50E-05,-0.00221,-0.097605,-5.60E-05,-2.40E-05,0.000154,1.512910723,0.146309592,0.022931777
3.00E-06,-0.001792,-0.097677,-3.40E-05,3.30E-05,0.000157,1.513752104,0.138354511,0.014736696
0.000374,-0.001435,-0.098209,6.60E-05,4.70E-05,0.000184,1.507141555,0.140444879,-0.010847109
0.00048,-0.002051,-0.098118,7.10E-05,-1.00E-06,0.000186,1.499776882,0.151948751,-0.012870445
0.000172,-0.002666,-0.097868,-8.00E-06,-1.10E-05,0.000164,1.50263993,0.157780015,-0.00776179
0.00027,-0.002074,-0.097935,-6.10E-05,-3.00E-06,0.000158,1.498583534,0.131652987,-0.016958481
8.90E-05,-0.002,-0.097813,-1.60E-05,-1.50E-05,0.000174,1.497961145,0.125127196,-0.01593036
-0.000295,-0.002181,-0.09782,6.30E-05,-2.30E-05,0.000188,1.496364081,0.145397763,0.002509315
-0.000302,-0.002723,-0.097808,-1.40E-05,-5.00E-06,0.000166,1.509369233,0.152801161,0.015775333
-0.000218,-0.001936,-0.097916,-6.40E-05,3.60E-05,0.000165,1.515217326,0.144175521,-0.001658525
0.000128,-0.001677,-0.098341,-3.00E-06,3.60E-05,0.000163,1.497742732,0.145411326,-0.026180096
6.30E-05,-0.002044,-0.097933,7.50E-05,-1.30E-05,0.000158,1.487557234,0.149636844,-0.024093791
-3.90E-05,-0.002762,-0.097845,2.00E-05,-4.40E-05,0.000153,1.494127112,0.153343035,0.000467592
-0.000264,-0.002194,-0.097651,-7.90E-05,3.00E-06,0.000151,1.506487723,0.154219223,0.009640779
-9.70E-05,-0.001627,-0.098152,-1.00E-06,2.80E-05,0.000143,1.500765279,0.151256635,0.004541137
7.00E-05,-0.002038,-0.098025,1.60E-05,2.10E-05,0.000145,1.502909073,0.153457077,-0.006737628
0.000172,-0.001982,-0.098081,3.70E-05,1.30E-05,0.000153,1.494001039,0.169287766,-0.015928363
5.00E-05,-0.002244,-0.097855,3.20E-05,-1.40E-05,0.000139,1.491833904,0.171437492,-0.007724709
-6.30E-05,-0.002437,-0.097744,-4.50E-05,-9.00E-06,0.000112,1.500807973,0.148361639,-0.009801344
