Trajectory,NumSamples,Test_RMSE_b1,Test_RMSE_b2,Test_RMSE_b3,Test_RMSE_b4,AvgTest_RMSE,TrainedOn
Trajectory3,397,0.04128035677245519,0.051933780472367845,0.05910510743787007,0.06661580108089338,0.05473376144089662,"Trajectory1:30, Trajectory2:40"
