ID,Trajectory,Learning Rate 1,Learning Rate 2,Stacking Count,6(),4(),Best RMSE Loss,Time Taken,File Name
1,10,0.0012,0.0005,1,1,3,0.556258398089149,52.53642129898071,
2,9,0.0012,0.0005,1,1,3,0.5663269446452698,51.108216524124146,
3,9,0.0012,0.0005,1,1,4,0.46671616775651503,50.41424632072449,
4,9,0.0012,0.0005,1,1,5,0.2970739037619624,51.18467330932617,
5,9,0.0012,0.0005,1,2,2,0.4081892455556373,51.6756157875061,
