Time,ACC X_0,ACC Y_0,ACC Z_0,GYRO X_0,GYRO Y_0,GYRO Z_0,DVL0_1,DVL0_2,DVL0_3,DVL0_4,DVL1_1,DVL1_2,DVL1_3,DVL1_4,DVL2_1,DVL2_2,DVL2_3,DVL2_4,V North,V East,V Down
3.01,-0.0002059999999999,-0.0023759999999999,-0.097831,1.9999999999999995e-05,-4.000000000000006e-06,9e-05,0.40072971074068614,-0.31971741157397754,-0.4113890479344355,0.30905807438022814,0.39792405652715834,-0.32497084541761934,-0.4163207199440657,0.3065741820007119,0.40826027449168667,-0.31570418169086195,-0.40741856295308876,0.3165458932294598,-0.066775,-1.509207,0.002352
4.01,-0.0001459999999999,-0.0026849999999999,-0.097647,-4.000000000000006e-06,-9.000000000000005e-06,9.1e-05,0.4210979425065409,-0.30456324537292045,-0.4029581947864397,0.32270299309302164,0.40072971074068614,-0.31971741157397754,-0.4113890479344355,0.30905807438022814,0.39792405652715834,-0.32497084541761934,-0.4163207199440657,0.3065741820007119,-0.052753,-1.502492,0.004699
5.01,-0.0001449999999999,-0.0027479999999999,-0.097991,-6.5e-05,1.9e-05,7.5e-05,0.41285947951935265,-0.315236029351445,-0.4140102613369669,0.31408524753383066,0.4210979425065409,-0.30456324537292045,-0.4029581947864397,0.32270299309302164,0.40072971074068614,-0.31971741157397754,-0.4113890479344355,0.30905807438022814,-0.035362,-1.510222,0.01654
6.02,0.000102,-0.0019739999999999,-0.09838,-3.2000000000000005e-05,3.399999999999999e-05,6.4e-05,0.3794193185512016,-0.34129536121124454,-0.4382270256404736,0.28248765412197246,0.41285947951935265,-0.315236029351445,-0.4140102613369669,0.31408524753383066,0.4210979425065409,-0.30456324537292045,-0.4029581947864397,0.32270299309302164,-0.019593,-1.521881,0.010776
7.02,3.9000000000006e-05,-0.0023629999999999,-0.098048,7e-05,-1.5000000000000004e-05,6.7e-05,0.37831159142952636,-0.34176012962238145,-0.43518167779003913,0.2848900432618687,0.3794193185512016,-0.34129536121124454,-0.4382270256404736,0.28248765412197246,0.41285947951935265,-0.315236029351445,-0.4140102613369669,0.31408524753383066,-0.009982,-1.517982,-0.013171
8.02,-0.0003869999999999,-0.0032159999999999,-0.097785,1.6999999999999996e-05,-5.000000000000001e-05,7.8e-05,0.4108951006403341,-0.31167700659681385,-0.4061831420957778,0.31638896514137016,0.37831159142952636,-0.34176012962238145,-0.43518167779003913,0.2848900432618687,0.3794193185512016,-0.34129536121124454,-0.4382270256404736,0.28248765412197246,-0.004544,-1.502117,-0.018911
9.02,-0.0001799999999999,-0.0023839999999999,-0.097853,-2.5000000000000008e-05,7.999999999999995e-06,8.7e-05,0.42309276347428193,-0.30744177959178287,-0.41080508199672233,0.31972946106934247,0.4108951006403341,-0.31167700659681385,-0.4061831420957778,0.31638896514137016,0.37831159142952636,-0.34176012962238145,-0.43518167779003913,0.2848900432618687,0.005614,-1.504536,0.006933
10.03,-0.0002459999999999,-0.0019279999999999,-0.098203,-2.6e-05,4.399999999999999e-05,6.5e-05,0.40093738829446973,-0.32185343490162077,-0.42512232580105336,0.29766849739503715,0.42309276347428193,-0.30744177959178287,-0.41080508199672233,0.31972946106934247,0.4108951006403341,-0.31167700659681385,-0.4061831420957778,0.31638896514137016,0.0258,-1.521096,0.016926
11.03,-0.0001629999999999,-0.0019709999999999,-0.098062,-6.000000000000004e-06,-4.000000000000003e-06,5.4e-05,0.3987703173885472,-0.3194985699199634,-0.42096255417951756,0.29730633312899296,0.40093738829446973,-0.32185343490162077,-0.42512232580105336,0.29766849739503715,0.42309276347428193,-0.30744177959178287,-0.41080508199672233,0.31972946106934247,0.04322,-1.51938,0.000121
12.03,-6.499999999999402e-05,-0.0021689999999999,-0.097593,2.7e-05,-2.6e-05,5.4e-05,0.422348493356917,-0.3001935218597295,-0.4003101762992344,0.3222318389174121,0.3987703173885472,-0.3194985699199634,-0.42096255417951756,0.29730633312899296,0.40093738829446973,-0.32185343490162077,-0.42512232580105336,0.29766849739503715,0.049415,-1.503851,-0.003928
13.03,-0.0002039999999999,-0.0022469999999999,-0.097906,-2.4000000000000004e-05,1.6999999999999996e-05,7.6e-05,0.4188383476402073,-0.30333579846143693,-0.4044993927025721,0.31767475339907203,0.422348493356917,-0.3001935218597295,-0.4003101762992344,0.3222318389174121,0.3987703173885472,-0.3194985699199634,-0.42096255417951756,0.29730633312899296,0.053405,-1.504076,0.013597
14.04,-2.0999999999993985e-05,-0.0020209999999999,-0.098197,-4.102566777143634e-21,4.399999999999999e-05,6.7e-05,0.39392935065203305,-0.3284975478882339,-0.43351622272753376,0.2889106758127331,0.4188383476402073,-0.30333579846143693,-0.4044993927025721,0.31767475339907203,0.422348493356917,-0.3001935218597295,-0.4003101762992344,0.3222318389174121,0.067635,-1.516155,0.016366
15.04,0.000131,-0.0020629999999999,-0.098186,2.3e-05,6.9999999999999965e-06,5.3e-05,0.3745835971637183,-0.3383633170979264,-0.4429173460390904,0.27002956822255436,0.39392935065203305,-0.3284975478882339,-0.43351622272753376,0.2889106758127331,0.4188383476402073,-0.30333579846143693,-0.4044993927025721,0.31767475339907203,0.083582,-1.516659,-0.004454
16.04,-2.799999999999401e-05,-0.0025919999999999,-0.097814,3.4e-05,-5e-05,5e-05,0.39877733270290533,-0.3188012084094129,-0.42096017836987015,0.296618362742448,0.3745835971637183,-0.3383633170979264,-0.4429173460390904,0.27002956822255436,0.39392935065203305,-0.3284975478882339,-0.43351622272753376,0.2889106758127331,0.092787,-1.499768,-0.022601
