Time,V_X,V Y,V_Z,SWITCH VALUE
05:46:00.916,2.8045339584350586,-0.07663917541503906,-0.07448756694793701,1
05:46:00.986,1.6952993869781494,-0.025372512638568878,-0.03782171756029129,1
05:46:01.056,2.145116090774536,-0.05863326042890549,-0.05366310477256775,1
05:46:01.126,2.0008273124694824,-0.04168770834803581,-0.03424572944641113,1
05:46:01.196,2.08577823638916,-0.05902384966611862,-0.036406010389328,1
05:46:01.266,2.0319504737854004,-0.04589392617344856,-0.03898126631975174,1
05:46:01.336,2.0208961963653564,-0.04970060661435127,-0.04329458624124527,1
05:46:01.406,2.053762197494507,-0.04948311299085617,-0.03737223148345947,1
05:46:01.476,2.038144826889038,-0.045519229024648666,-0.04365541785955429,1
05:46:01.546,2.0617868900299072,-0.05503520369529724,-0.03228436037898064,1
05:46:01.616,2.0564558506011963,-0.04639723524451256,-0.04417683556675911,1
05:46:01.686,2.0606727600097656,-0.0506492555141449,-0.04026582092046738,1
05:46:01.756,2.097322702407837,-0.05508217215538025,-0.0269512590020895,1
05:46:01.826,2.048042058944702,-0.04221164807677269,-0.03916199505329132,1
05:46:01.896,2.1138010025024414,-0.05986896529793739,-0.023100387305021286,1
05:46:01.966,2.095400094985962,-0.04811553284525871,-0.032743457704782486,1
05:46:02.036,2.083543300628662,-0.05564641207456589,-0.038479164242744446,1
05:46:02.106,2.07709002494812,-0.049829378724098206,-0.04086993634700775,1
05:46:02.176,2.071535110473633,-0.04785921797156334,-0.04380965232849121,1
05:46:02.246,2.04133677482605,-0.03734644874930382,-0.04396563768386841,1
05:46:02.316,2.0383527278900146,-0.03571772575378418,-0.048833418637514114,1
05:46:02.386,2.0372977256774902,-0.030271215364336967,-0.04948747903108597,1
05:46:02.456,2.0685818195343018,-0.04392572492361069,-0.039570536464452744,1
05:46:02.526,2.0507357120513916,-0.03851781040430069,-0.04001397266983986,1
05:46:02.596,2.01824951171875,-0.041430070996284485,-0.040819332003593445,1
05:46:02.666,2.041929006576538,-0.04454575106501579,-0.03219553083181381,1
05:46:02.736,2.0601561069488525,-0.05014652758836746,-0.029724683612585068,1
05:46:02.806,2.061582565307617,-0.05481186881661415,-0.02203403413295746,1
05:46:02.946,2.0820043087005615,-0.05142740160226822,-0.02734220400452614,1
05:46:03.016,2.030254602432251,-0.043612271547317505,-0.035357777029275894,1
05:46:03.086,2.0343687534332275,-0.04930255189538002,-0.03313533216714859,1
05:46:03.156,2.082296371459961,-0.058785613626241684,-0.022468198090791702,1
05:46:03.226,2.068983793258667,-0.0567072331905365,-0.030717547982931137,1
05:46:03.296,2.0596909523010254,-0.057064224034547806,-0.029522832483053207,1
05:46:03.366,2.0537595748901367,-0.05601903796195984,-0.027876459062099457,1
05:46:03.436,2.0456466674804688,-0.05224853381514549,-0.026500344276428223,1
05:46:03.506,2.0284245014190674,-0.05223733186721802,-0.031046736985445023,1
05:46:03.646,2.0575406551361084,-0.056112825870513916,-0.028100667521357536,1
05:46:03.716,2.0143401622772217,-0.04949572682380676,-0.033383384346961975,1
05:46:03.786,1.9672386646270752,-0.040199317038059235,-0.04219768941402435,1
05:46:03.856,1.9797513484954834,-0.040689483284950256,-0.04371766373515129,1
05:46:03.926,1.960904836654663,-0.03602682799100876,-0.04350758343935013,1
05:46:03.996,1.9607644081115723,-0.04432575777173042,-0.03784731775522232,1
05:46:04.066,2.0129480361938477,-0.04558057710528374,-0.03165785223245621,1
05:46:04.136,1.9901928901672363,-0.04437950998544693,-0.03301744908094406,1
05:46:04.206,1.978808879852295,-0.04121275991201401,-0.036534033715724945,1
05:46:04.276,1.9591882228851318,-0.046087846159935,-0.04031703993678093,0
05:46:04.346,1.9495586156845093,-0.04367217421531677,-0.043588533997535706,1
05:46:04.416,1.9619719982147217,-0.05334635078907013,-0.03396197408437729,1
05:46:04.486,1.990329623222351,-0.04783850163221359,-0.033095233142375946,1
05:46:04.556,1.9783493280410767,-0.04663272202014923,-0.03069717437028885,1
05:46:04.626,1.953104019165039,-0.04314154386520386,-0.038835614919662476,1
05:46:04.696,1.924899935722351,-0.036240510642528534,-0.046815648674964905,1
05:46:04.766,1.9626458883285522,-0.04598354920744896,-0.03698961064219475,1
05:46:04.836,1.9635118246078491,-0.043176911771297455,-0.036282408982515335,1
05:46:04.906,1.969789743423462,-0.051581308245658875,-0.02920147031545639,1
05:46:04.976,1.98768949508667,-0.05596640706062317,-0.030408799648284912,1
05:46:05.046,1.9889757633209229,-0.055180229246616364,-0.030891405418515205,1
05:46:05.116,1.9888437986373901,-0.05812719091773033,-0.024357102811336517,1
05:46:05.186,2.0056705474853516,-0.06072842329740524,-0.02485520951449871,1
05:46:05.256,1.9945118427276611,-0.05460650101304054,-0.03682294487953186,1
05:46:05.326,2.011589288711548,-0.0594245009124279,-0.034875668585300446,1
05:46:05.396,1.9497076272964478,-0.05288458988070488,-0.03872236981987953,1
05:46:05.466,1.9995414018630981,-0.05813075602054596,-0.03745381534099579,1
05:46:05.536,1.9681838750839233,-0.04678448289632797,-0.042512089014053345,1
05:46:05.606,1.9549469947814941,-0.03729093819856644,-0.043133363127708435,1
05:46:05.676,1.9817018508911133,-0.04638748615980148,-0.03320620208978653,1
05:46:05.746,1.9792932271957397,-0.04031930863857269,-0.04677854850888252,1
05:46:05.817,2.0028035640716553,-0.05161033198237419,-0.03734948858618736,1
05:46:05.886,2.011483907699585,-0.05457942932844162,-0.033047132194042206,1
05:46:05.956,1.9912137985229492,-0.053231071680784225,-0.037928782403469086,1
05:46:06.026,2.053809404373169,-0.0724048912525177,-0.02389274537563324,1
05:46:06.096,2.0620179176330566,-0.06616160273551941,-0.028507765382528305,1
05:46:06.166,2.007612705230713,-0.047914352267980576,-0.04682808741927147,1
05:46:06.236,2.0147674083709717,-0.05265996977686882,-0.038426369428634644,1
05:46:06.306,2.007408618927002,-0.04461606219410896,-0.04389796406030655,1
05:46:06.376,1.9932754039764404,-0.041866324841976166,-0.05187752842903137,1
05:46:06.446,1.9829812049865723,-0.0371929332613945,-0.055155519396066666,1
05:46:06.516,1.9806954860687256,-0.03380398824810982,-0.05418703705072403,1
05:46:06.586,2.0085806846618652,-0.04338937997817993,-0.042711637914180756,1
05:46:06.656,2.002248764038086,-0.04048484191298485,-0.04514274373650551,1
05:46:06.726,2.0463361740112305,-0.04890245571732521,-0.036183081567287445,1
05:46:06.796,2.028015613555908,-0.043890539556741714,-0.040774017572402954,1
05:46:06.866,2.049057960510254,-0.050135064870119095,-0.03635948523879051,1
05:46:06.936,2.04341983795166,-0.05389919504523277,-0.0366106852889061,1
05:46:07.006,2.051232099533081,-0.05098320543766022,-0.033498018980026245,1
05:46:07.076,2.0485894680023193,-0.04997176676988602,-0.036209166049957275,1
05:46:07.146,2.018245220184326,-0.04440503939986229,-0.0425468310713768,1
05:46:07.216,2.036722183227539,-0.05099073052406311,-0.042762693017721176,0
05:46:07.286,2.0184600353240967,-0.041102636605501175,-0.05015260726213455,1
05:46:07.356,2.0157577991485596,-0.04685495048761368,-0.044751983135938644,1
05:46:07.426,2.041043996810913,-0.04917018115520477,-0.03885596618056297,1
05:46:07.496,2.0179734230041504,-0.03991306945681572,-0.04377853125333786,1
05:46:07.566,2.0200934410095215,-0.036501239985227585,-0.04368893802165985,1
05:46:07.636,2.035712480545044,-0.03698341175913811,-0.044056154787540436,1
05:46:07.706,2.064088821411133,-0.04545454680919647,-0.03346167504787445,1
05:46:07.776,2.079393148422241,-0.04318281263113022,-0.040918055921792984,1
05:46:07.846,2.087773084640503,-0.05863064154982567,-0.03413466364145279,1
05:46:07.916,2.0678696632385254,-0.051110148429870605,-0.040175773203372955,1
05:46:07.986,2.0504231452941895,-0.04640898108482361,-0.041360318660736084,1
05:46:08.056,2.0436227321624756,-0.036983221769332886,-0.0490979366004467,1
05:46:08.126,2.0303878784179688,-0.042719289660453796,-0.041803013533353806,1
05:46:08.196,2.0680110454559326,-0.0444156751036644,-0.037859316915273666,1
05:46:08.266,2.0702381134033203,-0.048603691160678864,-0.040448322892189026,1
05:46:08.336,2.094669818878174,-0.05141569674015045,-0.03265630826354027,1
05:46:08.406,2.061652898788452,-0.04817330464720726,-0.030601827427744865,1
05:46:08.476,2.03874135017395,-0.04753849655389786,-0.03474559634923935,1
05:46:08.546,2.1069512367248535,-0.06113874167203903,-0.023987719789147377,1
05:46:08.616,2.125915288925171,-0.04831644892692566,-0.0213482603430748,1
05:46:08.686,2.0926976203918457,-0.05459940433502197,-0.020863935351371765,1
05:46:08.756,2.158531665802002,-0.06617429107427597,-0.014926695264875889,1
05:46:08.826,2.10959529876709,-0.05256994813680649,-0.0310044065117836,1
05:46:08.896,2.0969653129577637,-0.04466981068253517,-0.037274185568094254,1
05:46:08.966,2.0568761825561523,-0.05047587305307388,-0.03672183305025101,1
05:46:09.036,2.066443681716919,-0.05114984139800072,-0.03795985132455826,1
05:46:09.106,2.0741801261901855,-0.0433068610727787,-0.03797569498419762,1
05:46:09.176,2.0524964332580566,-0.042002175003290176,-0.04068589583039284,1
05:46:09.246,2.041914463043213,-0.04216194152832031,-0.04080389440059662,1
05:46:09.316,2.045656681060791,-0.04390094429254532,-0.03765709325671196,1
05:46:09.386,2.0208568572998047,-0.04304464906454086,-0.04415846988558769,1
