Trajectory,NumSamples,Test_RMSE_b1,Test_RMSE_b2,Test_RMSE_b3,Test_RMSE_b4,AvgTest_RMSE,TrainedOn,MissingPercentage
Trajectory3,360,0.036643294590070104,0.04591897697367055,0.05045265172717192,0.0657209825704009,0.04968397646532837,"Trajectory1:30,Trajectory2:40",b1_20-b2_15-b3_10-b4_5
