Time [s],ACC X [m/s^2],ACC Y [m/s^2],ACC Z [m/s^2],GYRO X [rad/s],GYRO Y [rad/s],GYRO Z [rad/s]
11:35:11.688,-0.14535357,-1.0730648,-9.543327,10.726967,-0.9665558,2.8423722
11:35:11.698,-0.14535357,-1.0730648,-9.543327,10.726967,-0.9665558,2.8423722
11:35:11.708,-0.14535357,-1.0730648,-9.543327,10.726967,-0.9665558,2.8423722
11:35:11.718,-0.14535357,-1.0730648,-9.543327,10.726967,-0.9665558,2.8423722
11:35:11.728,-0.14535357,-1.0730648,-9.543327,10.726967,-0.9665558,2.8423722
11:35:11.738,-0.14535357,-1.0730648,-9.543327,10.726967,-0.9665558,2.8423722
11:35:11.748,-0.14535357,-1.0730648,-9.543327,10.726967,-0.9665558,2.8423722
11:35:11.758,-0.14535357,-1.0730648,-9.543327,10.726967,-0.9665558,2.8423722
11:35:11.768,-0.14535357,-1.0730648,-9.543327,10.726967,-0.9665558,2.8423722
11:35:11.778,-0.14535357,-1.0730648,-9.543327,10.726967,-0.9665558,2.8423722
11:35:11.788,-0.14535357,-1.0730648,-9.543327,10.726967,-0.9665558,2.8423722
11:35:11.798,-0.14535357,-1.0730648,-9.543327,10.726967,-0.9665558,2.8423722
