Trajectory,NumSamples,Test_RMSE_b1,Test_RMSE_b2,Test_RMSE_b3,Test_RMSE_b4,AvgTest_RMSE,TrainedOn,MissingPercentage
Trajectory3,360,0.03401870005861435,0.034647512156716305,0.034730405766858,0.03995459045437732,0.03583780210914149,"Trajectory1:30,Trajectory2:40",b1_20-b2_15-b3_10-b4_5
