Time,ACC X_0,ACC Y_0,ACC Z_0,GYRO X_0,GYRO Y_0,GYRO Z_0,DVL0_1,DVL0_2,DVL0_3,DVL0_4,DVL1_1,DVL1_2,DVL1_3,DVL1_4,DVL2_1,DVL2_2,DVL2_3,DVL2_4,DVL3_1,DVL3_2,DVL3_3,DVL3_4,DVL4_1,DVL4_2,DVL4_3,DVL4_4,V North,V East,V Down
5.01,-0.0124249999999999,0.012203,-0.099452,-0.0004589999999999,0.001168,-0.0006209999999999,0.4714089009240051,-0.011950644722899785,-0.1916478552436923,0.2917116904032126,0.6529556406595936,0.15395113206121322,0.10060673442895116,0.5996112430273315,0.5595541670385906,0.06611873946715732,0.1923484743072738,0.6857839018787072,0.22838782213477257,-0.2875513676334196,-0.05076688440847188,0.46517230535972026,0.1614068325344509,-0.3833533373858008,-0.15566993008206342,0.3890902398381884,-0.679313,-0.744877,0.253539
6.02,-0.0073369999999999,0.006055,-0.098871,0.001317,0.000284,-0.001488,0.3566001669443449,-0.10831533448608346,-0.31547477848922717,0.14944072294120117,0.4714089009240051,-0.011950644722899785,-0.1916478552436923,0.2917116904032126,0.6529556406595936,0.15395113206121322,0.10060673442895116,0.5996112430273315,0.5595541670385906,0.06611873946715732,0.1923484743072738,0.6857839018787072,0.22838782213477257,-0.2875513676334196,-0.05076688440847188,0.46517230535972026,-0.719222,-0.695153,0.136613
7.02,-0.0060289999999999,-0.0068249999999999,-0.097803,0.000365,1.6000000000000094e-05,-0.001535,0.3671775184000242,-0.09717416440945321,-0.29521213699442295,0.16913954581505444,0.3566001669443449,-0.10831533448608346,-0.31547477848922717,0.14944072294120117,0.4714089009240051,-0.011950644722899785,-0.1916478552436923,0.2917116904032126,0.6529556406595936,0.15395113206121322,0.10060673442895116,0.5996112430273315,0.5595541670385906,0.06611873946715732,0.1923484743072738,0.6857839018787072,-0.789528,-0.576377,0.079769
8.02,-0.0041479999999999,-0.0046309999999999,-0.098069,-0.001127,0.000135,-0.00146,0.37652820664459113,-0.09410207417590165,-0.24103049644534427,0.22959978437514847,0.3671775184000242,-0.09717416440945321,-0.29521213699442295,0.16913954581505444,0.3566001669443449,-0.10831533448608346,-0.31547477848922717,0.14944072294120117,0.4714089009240051,-0.011950644722899785,-0.1916478552436923,0.2917116904032126,0.6529556406595936,0.15395113206121322,0.10060673442895116,0.5996112430273315,-0.888788,-0.425847,0.065811
9.02,-0.0016189999999999,0.003429,-0.097624,-0.0008549999999999,0.000167,-0.001094,0.2634331729742956,-0.2933098805140617,-0.26385948042461194,0.29288357306374535,0.37652820664459113,-0.09410207417590165,-0.24103049644534427,0.22959978437514847,0.3671775184000242,-0.09717416440945321,-0.29521213699442295,0.16913954581505444,0.3566001669443449,-0.10831533448608346,-0.31547477848922717,0.14944072294120117,0.4714089009240051,-0.011950644722899785,-0.1916478552436923,0.2917116904032126,-1.032624,-0.289299,0.086906
10.03,-0.0026089999999999,0.00065,-0.098403,0.001044,-0.000237,0.000322,0.22092374605844192,-0.37189773039745894,-0.200539640170722,0.39228183628517893,0.2634331729742956,-0.2933098805140617,-0.26385948042461194,0.29288357306374535,0.37652820664459113,-0.09410207417590165,-0.24103049644534427,0.22959978437514847,0.3671775184000242,-0.09717416440945321,-0.29521213699442295,0.16913954581505444,0.3566001669443449,-0.10831533448608346,-0.31547477848922717,0.14944072294120117,-1.169316,-0.253527,0.098983
11.03,-0.0054899999999999,-0.0081059999999999,-0.097336,0.0007129999999999,-8.000000000000093e-06,0.001533,0.16716435725933224,-0.46254924489092336,-0.2744448713756595,0.35526873077459614,0.22092374605844192,-0.37189773039745894,-0.200539640170722,0.39228183628517893,0.2634331729742956,-0.2933098805140617,-0.26385948042461194,0.29288357306374535,0.37652820664459113,-0.09410207417590165,-0.24103049644534427,0.22959978437514847,0.3671775184000242,-0.09717416440945321,-0.29521213699442295,0.16913954581505444,-1.202333,-0.354016,0.076557
12.03,-0.0057729999999999,-0.0020169999999999,-0.097593,-0.000426,-0.00017,0.001437,0.2596075288153829,-0.42695839095062305,-0.32543215922011115,0.36113376054589486,0.16716435725933224,-0.46254924489092336,-0.2744448713756595,0.35526873077459614,0.22092374605844192,-0.37189773039745894,-0.200539640170722,0.39228183628517893,0.2634331729742956,-0.2933098805140617,-0.26385948042461194,0.29288357306374535,0.37652820664459113,-0.09410207417590165,-0.24103049644534427,0.22959978437514847,-1.229193,-0.562395,0.076129
13.03,-0.0081239999999999,-0.0026379999999999,-0.096482,0.0004579999999999,-2.0000000000000032e-05,0.000522,0.37397469329545474,-0.3784617486324282,-0.34644536235288265,0.40599107957500036,0.2596075288153829,-0.42695839095062305,-0.32543215922011115,0.36113376054589486,0.16716435725933224,-0.46254924489092336,-0.2744448713756595,0.35526873077459614,0.22092374605844192,-0.37189773039745894,-0.200539640170722,0.39228183628517893,0.2634331729742956,-0.2933098805140617,-0.26385948042461194,0.29288357306374535,-1.281389,-0.730324,0.118225
14.04,-0.0077309999999999,-0.0034609999999999,-0.096844,-0.000407,6.5e-05,-4.00000000000002e-06,0.4869764399012182,-0.33596701186570904,-0.339159459014121,0.48378399275280626,0.37397469329545474,-0.3784617486324282,-0.34644536235288265,0.40599107957500036,0.2596075288153829,-0.42695839095062305,-0.32543215922011115,0.36113376054589486,0.16716435725933224,-0.46254924489092336,-0.2744448713756595,0.35526873077459614,0.22092374605844192,-0.37189773039745894,-0.200539640170722,0.39228183628517893,-1.371467,-0.853801,0.164144
