Time,V North,V East,V Down
0.0,-1.13986,-0.099866,0.526628
1.0,-1.060675,-0.288946,0.439063
2.01,-0.958091,-0.421653,0.4085
3.01,,,0.429158
4.01,,,
5.01,,,0.253539
6.02,-0.719222,,0.136613
7.02,,,
8.02,,-0.425847,
9.02,,,
10.03,-1.169316,,0.098983
11.03,,,0.076557
12.03,,,
13.03,,,0.118225
14.04,,,0.164144
15.04,,-0.947773,0.172444
16.04,,,
17.04,,,
18.05,-1.709965,,0.056149
19.05,,,
20.05,-1.842659,,
21.05,-1.892008,-1.22365,
22.06,-1.929875,,
23.06,,,
24.06,,,
25.06,,,0.054991
26.07,,,
27.07,,-1.357164,0.014326
28.07,,,
29.07,,,
30.08,-2.134174,,
31.08,,,
32.08,,,
33.08,,-1.38696,
34.09,,,
35.09,-2.169015,,
36.09,,-1.400126,-0.027207
37.09,-2.185882,-1.395391,
38.1,,,
39.1,-2.189756,,-0.016439
40.1,,-1.410961,-0.008058
41.1,,,
42.11,-2.182926,-1.430473,
43.11,,-1.394958,-0.015112
44.11,,-1.403249,
45.11,-2.189885,,0.008502
46.12,,,
47.12,-2.176719,,
48.12,-2.191962,-1.428991,
49.12,,,
50.13,,,
51.13,,,
52.13,-2.174426,-1.450576,
53.13,-2.155877,,
54.14,-1.976983,,
55.14,-2.071893,,0.041789
56.14,-2.112096,,0.032409
57.14,-2.134154,,0.046829
58.15,,0.100492,0.070276
59.15,,0.303355,0.091856
60.15,,0.435639,0.087558
61.15,,,
62.16,,,
63.16,,,
64.16,,,
65.16,,,
66.17,-1.994291,,
67.17,,,
68.17,,,
69.17,,0.171594,-0.040376
70.18,,,
71.18,-2.045121,,-0.032114
72.18,,,
73.18,,-0.089374,
74.19,,,
75.19,,,
76.19,-2.054938,-0.114596,
77.19,,-0.104017,
78.2,,,
79.2,,,
80.2,,,
81.2,,,
82.21,,,
83.21,,,
84.21,,-0.014526,
85.21,,-0.001416,0.006772
86.22,-2.051493,,0.00616
87.22,,,
88.22,,0.016951,0.021816
89.22,-2.064965,,-0.009189
90.23,-2.070057,,
91.23,-2.072406,,
92.23,,,
93.23,,,
94.24,,,
95.24,-2.055929,,
96.24,,-0.031913,
97.24,-2.063565,,-0.057783
98.25,-2.067606,,
99.25,,,
100.25,,,-0.025784
101.25,,,
102.26,-2.056801,-0.034254,
103.26,,,-0.028413
104.26,,,
105.26,,0.003722,-0.014174
106.27,-2.046835,-0.003803,
107.27,-2.059772,,0.011842
108.27,-2.064444,,
109.27,-2.057639,0.003745,
110.28,,,-0.003498
111.28,-2.057119,0.015591,
112.28,-2.051704,,
113.28,,,0.014792
114.29,-2.059093,,0.004743
115.29,,,
116.29,-2.053487,-0.002029,
117.29,,0.003605,
118.3,,-0.017464,
119.3,,-0.046592,0.024155
120.3,,,
121.3,-2.058032,-0.024353,
