Trajectory,NumSamples,Test_RMSE_b1,Test_RMSE_b2,Test_RMSE_b3,Test_RMSE_b4,AvgTest_RMSE,TrainedOn,MissingPercentage
Trajectory15,17142,11.104542359335321,29.12321168921461,8.845685171369649,26.08636731751101,18.789951634357646,"Trajectory13:100,Trajectory14:100",b1_20-b2_15-b3_10-b4_5
