Trajectory,NumSamples,Test_RMSE_b1,Test_RMSE_b2,Test_RMSE_b3,Test_RMSE_b4,AvgTest_RMSE,TrainedOn
Trajectory3,397,0.06067734104012947,0.06088140112980864,0.0654953966229094,0.06176894774574767,0.0622057716346488,"Trajectory1:30, Trajectory2:40"
