Time,ACC X_0,ACC Y_0,ACC Z_0,GYRO X_0,GYRO Y_0,GYRO Z_0,DVL0_1,DVL0_2,DVL0_3,DVL0_4,DVL1_1,DVL1_2,DVL1_3,DVL1_4,DVL2_1,DVL2_2,DVL2_3,DVL2_4,DVL3_1,DVL3_2,DVL3_3,DVL3_4,DVL4_1,DVL4_2,DVL4_3,DVL4_4,V North,V East,V Down
16.04,-0.0004749999999999,-0.0002109999999999,-0.097953,-0.000103,6.000000000000001e-06,-7.000000000000006e-06,0.44556562298459135,-0.5708568582929235,-0.4989051092592066,0.5175173720183085,0.43731276061064595,-0.5692297441624314,-0.502065085279285,0.5044774194937924,0.44007041823841997,-0.5595384461500369,-0.4873859057104795,0.5122229586779773,0.4450147685039526,-0.5448490674850991,-0.46907636514101325,0.5207874708480384,0.4745018785977154,-0.5269259246665328,-0.4544484562250052,0.5469793470392429,-0.338745,2.053602,-0.020775
17.04,-0.0003559999999999,0.000297,-0.09794,-6.3e-05,2.4e-05,-5.000000000000003e-06,0.4521502387878912,-0.561150871035387,-0.4881110019753382,0.5251901078479402,0.44556562298459135,-0.5708568582929235,-0.4989051092592066,0.5175173720183085,0.43731276061064595,-0.5692297441624314,-0.502065085279285,0.5044774194937924,0.44007041823841997,-0.5595384461500369,-0.4873859057104795,0.5122229586779773,0.4450147685039526,-0.5448490674850991,-0.46907636514101325,0.5207874708480384,-0.336066,2.06627,-0.017361
18.05,-0.0005019999999999,0.00052,-0.097808,7.3e-05,1.2e-05,-2.9999999999999946e-06,0.460784678400225,-0.5399902476768478,-0.4618966036243079,0.538878322452765,0.4521502387878912,-0.561150871035387,-0.4881110019753382,0.5251901078479402,0.44556562298459135,-0.5708568582929235,-0.4989051092592066,0.5175173720183085,0.43731276061064595,-0.5692297441624314,-0.502065085279285,0.5044774194937924,0.44007041823841997,-0.5595384461500369,-0.4873859057104795,0.5122229586779773,-0.330952,2.056093,-0.002094
19.05,-0.0003029999999999,3.900000000000599e-05,-0.09782,5e-05,-1.3e-05,2.265596578422604e-21,0.4694386307968895,-0.52710109782845,-0.4531628934377276,0.543376835187612,0.460784678400225,-0.5399902476768478,-0.4618966036243079,0.538878322452765,0.4521502387878912,-0.561150871035387,-0.4881110019753382,0.5251901078479402,0.44556562298459135,-0.5708568582929235,-0.4989051092592066,0.5175173720183085,0.43731276061064595,-0.5692297441624314,-0.502065085279285,0.5044774194937924,-0.325425,2.034297,0.017537
20.05,-0.0005999999999999,-0.0002659999999999,-0.097864,-8e-06,-4.2e-05,7.999999999999996e-06,0.4555519789996261,-0.5361334633283987,-0.45652904893724916,0.5351563933907756,0.4694386307968895,-0.52710109782845,-0.4531628934377276,0.543376835187612,0.460784678400225,-0.5399902476768478,-0.4618966036243079,0.538878322452765,0.4521502387878912,-0.561150871035387,-0.4881110019753382,0.5251901078479402,0.44556562298459135,-0.5708568582929235,-0.4989051092592066,0.5175173720183085,-0.32146,2.018663,0.028344
21.05,-0.0010289999999999,-0.0003089999999999,-0.098025,1.3e-05,-4.2e-05,1.0999999999999996e-05,0.44157142476715705,-0.5566586740177787,-0.4830879349033649,0.5151421638815707,0.4555519789996261,-0.5361334633283987,-0.45652904893724916,0.5351563933907756,0.4694386307968895,-0.52710109782845,-0.4531628934377276,0.543376835187612,0.460784678400225,-0.5399902476768478,-0.4618966036243079,0.538878322452765,0.4521502387878912,-0.561150871035387,-0.4881110019753382,0.5251901078479402,-0.32494,2.018606,0.020642
22.06,-0.0012189999999999,0.000378,-0.098013,-8.1e-05,-1.2e-05,1.999999999999994e-06,0.43303445044773875,-0.5728275327830312,-0.5035518501196428,0.5023101331111272,0.44157142476715705,-0.5566586740177787,-0.4830879349033649,0.5151421638815707,0.4555519789996261,-0.5361334633283987,-0.45652904893724916,0.5351563933907756,0.4694386307968895,-0.52710109782845,-0.4531628934377276,0.543376835187612,0.460784678400225,-0.5399902476768478,-0.4618966036243079,0.538878322452765,-0.335467,2.034732,-0.00239
23.06,-0.0010119999999999,0.000483,-0.098123,3.7e-05,2.3e-05,-7.999999999999996e-06,0.4454493363753446,-0.5719680935298781,-0.5045836032636701,0.5128338266415526,0.43303445044773875,-0.5728275327830312,-0.5035518501196428,0.5023101331111272,0.44157142476715705,-0.5566586740177787,-0.4830879349033649,0.5151421638815707,0.4555519789996261,-0.5361334633283987,-0.45652904893724916,0.5351563933907756,0.4694386307968895,-0.52710109782845,-0.4531628934377276,0.543376835187612,-0.344993,2.0556,-0.017722
24.06,-0.0006069999999999,0.000545,-0.097778,-6.2e-05,4.6e-05,-1.2e-05,0.46911531395795325,-0.5466116233831051,-0.47815837023110475,0.5375685671099537,0.4454493363753446,-0.5719680935298781,-0.5045836032636701,0.5128338266415526,0.43303445044773875,-0.5728275327830312,-0.5035518501196428,0.5023101331111272,0.44157142476715705,-0.5566586740177787,-0.4830879349033649,0.5151421638815707,0.4555519789996261,-0.5361334633283987,-0.45652904893724916,0.5351563933907756,-0.345216,2.06679,-0.010622
25.06,-0.0006829999999999,0.000975,-0.097798,7e-05,3.8e-05,-1.6999999999999993e-05,0.4822360319138059,-0.5227650340598682,-0.44682592993079884,0.5581751360428753,0.46911531395795325,-0.5466116233831051,-0.47815837023110475,0.5375685671099537,0.4454493363753446,-0.5719680935298781,-0.5045836032636701,0.5128338266415526,0.43303445044773875,-0.5728275327830312,-0.5035518501196428,0.5023101331111272,0.44157142476715705,-0.5566586740177787,-0.4830879349033649,0.5151421638815707,-0.340298,2.057584,0.013329
26.07,-0.0003359999999999,-0.0002499999999999,-0.09785,1.1e-05,1.6e-05,-1e-05,0.48905394360478294,-0.5057462578713113,-0.43424262292217036,0.5605575785539239,0.4822360319138059,-0.5227650340598682,-0.44682592993079884,0.5581751360428753,0.46911531395795325,-0.5466116233831051,-0.47815837023110475,0.5375685671099537,0.4454493363753446,-0.5719680935298781,-0.5045836032636701,0.5128338266415526,0.43303445044773875,-0.5728275327830312,-0.5035518501196428,0.5023101331111272,-0.328944,2.036934,0.03191
27.07,-0.0005819999999999,-0.0006589999999999,-0.098053,3e-06,-8e-06,3e-06,0.4732107898141383,-0.5205375394168424,-0.447266667766555,0.5464816614644257,0.48905394360478294,-0.5057462578713113,-0.43424262292217036,0.5605575785539239,0.4822360319138059,-0.5227650340598682,-0.44682592993079884,0.5581751360428753,0.46911531395795325,-0.5466116233831051,-0.47815837023110475,0.5375685671099537,0.4454493363753446,-0.5719680935298781,-0.5045836032636701,0.5128338266415526,-0.320025,2.017984,0.031658
28.07,-0.0003529999999999,-0.0002889999999999,-0.098034,-1.8e-05,-1e-05,1.0999999999999998e-05,0.45880559199535825,-0.54045893282124,-0.4714575931547913,0.527806931661807,0.4732107898141383,-0.5205375394168424,-0.447266667766555,0.5464816614644257,0.48905394360478294,-0.5057462578713113,-0.43424262292217036,0.5605575785539239,0.4822360319138059,-0.5227650340598682,-0.44682592993079884,0.5581751360428753,0.46911531395795325,-0.5466116233831051,-0.47815837023110475,0.5375685671099537,-0.322552,2.014161,0.015161
29.07,-0.0001429999999999,-0.0001349999999999,-0.098251,-6.4e-05,-1.0000000000000002e-06,3.999999999999996e-06,0.44983423860869026,-0.5546123797389655,-0.4895263077418642,0.5149203106057918,0.45880559199535825,-0.54045893282124,-0.4714575931547913,0.527806931661807,0.4732107898141383,-0.5205375394168424,-0.447266667766555,0.5464816614644257,0.48905394360478294,-0.5057462578713113,-0.43424262292217036,0.5605575785539239,0.4822360319138059,-0.5227650340598682,-0.44682592993079884,0.5581751360428753,-0.33331,2.029411,-0.008906
30.08,-0.0001129999999999,-8.199999999999401e-05,-0.097914,-1.5e-05,4.1e-05,1.5920408388915593e-21,0.4545870228120329,-0.5611440217768201,-0.49058602174635524,0.5251450228424978,0.44983423860869026,-0.5546123797389655,-0.4895263077418642,0.5149203106057918,0.45880559199535825,-0.54045893282124,-0.4714575931547913,0.527806931661807,0.4732107898141383,-0.5205375394168424,-0.447266667766555,0.5464816614644257,0.48905394360478294,-0.5057462578713113,-0.43424262292217036,0.5605575785539239,-0.342617,2.0505,-0.029948
31.08,0.000386,0.000331,-0.097936,-7.9e-05,5.8e-05,-7.000000000000002e-06,0.4778562681054243,-0.5459224237451087,-0.479317543825677,0.544461148024856,0.4545870228120329,-0.5611440217768201,-0.49058602174635524,0.5251450228424978,0.44983423860869026,-0.5546123797389655,-0.4895263077418642,0.5149203106057918,0.45880559199535825,-0.54045893282124,-0.4714575931547913,0.527806931661807,0.4732107898141383,-0.5205375394168424,-0.447266667766555,0.5464816614644257,-0.343552,2.06593,-0.0331
32.08,0.000813,0.000431,-0.097856,-3.1e-05,6.3e-05,1.000000000000002e-06,0.4891295740811778,-0.5256579434673381,-0.4519389080265431,0.5628486095219729,0.4778562681054243,-0.5459224237451087,-0.479317543825677,0.544461148024856,0.4545870228120329,-0.5611440217768201,-0.49058602174635524,0.5251450228424978,0.44983423860869026,-0.5546123797389655,-0.4895263077418642,0.5149203106057918,0.45880559199535825,-0.54045893282124,-0.4714575931547913,0.527806931661807,-0.338533,2.065512,-0.021461
33.08,0.00136,-9.0999999999994e-05,-0.09795,9.1e-05,4.2e-05,-1.599999999999999e-05,0.49715030132530874,-0.5054596251254219,-0.42704078459614475,0.5755691418545856,0.4891295740811778,-0.5256579434673381,-0.4519389080265431,0.5628486095219729,0.4778562681054243,-0.5459224237451087,-0.479317543825677,0.544461148024856,0.4545870228120329,-0.5611440217768201,-0.49058602174635524,0.5251450228424978,0.44983423860869026,-0.5546123797389655,-0.4895263077418642,0.5149203106057918,-0.327585,2.048879,-0.006179
34.09,0.001454,-7.299999999999401e-05,-0.097889,-5.2e-05,5e-06,-2.000000000000003e-06,0.4858857363149297,-0.5027351769752548,-0.4213452654815745,0.5672756478086101,0.49715030132530874,-0.5054596251254219,-0.42704078459614475,0.5755691418545856,0.4891295740811778,-0.5256579434673381,-0.4519389080265431,0.5628486095219729,0.4778562681054243,-0.5459224237451087,-0.479317543825677,0.544461148024856,0.4545870228120329,-0.5611440217768201,-0.49058602174635524,0.5251450228424978,-0.31697,2.026751,0.003431
35.09,0.001547,0.000271,-0.098154,4.2e-05,-1.7e-05,-9.999999999999985e-07,0.47537844983111166,-0.5123597057928799,-0.44357365100518814,0.5441645046188034,0.4858857363149297,-0.5027351769752548,-0.4213452654815745,0.5672756478086101,0.49715030132530874,-0.5054596251254219,-0.42704078459614475,0.5755691418545856,0.4891295740811778,-0.5256579434673381,-0.4519389080265431,0.5628486095219729,0.4778562681054243,-0.5459224237451087,-0.479317543825677,0.544461148024856,-0.318469,2.012091,-0.001318
36.09,0.001475,-0.0004559999999999,-0.098126,7e-05,-1.3e-05,2.0000000000000037e-06,0.45512647242746057,-0.5402720915554912,-0.47157487903099005,0.5238236849519619,0.47537844983111166,-0.5123597057928799,-0.44357365100518814,0.5441645046188034,0.4858857363149297,-0.5027351769752548,-0.4213452654815745,0.5672756478086101,0.49715030132530874,-0.5054596251254219,-0.42704078459614475,0.5755691418545856,0.4891295740811778,-0.5256579434673381,-0.4519389080265431,0.5628486095219729,-0.329807,2.014341,-0.023954
37.09,0.001553,-0.0005629999999999,-0.098177,-0.000117,-4.286263797015736e-22,6.999999999999993e-06,0.4427560660690296,-0.5652239533244857,-0.4959746121123002,0.5120054072812151,0.45512647242746057,-0.5402720915554912,-0.47157487903099005,0.5238236849519619,0.47537844983111166,-0.5123597057928799,-0.44357365100518814,0.5441645046188034,0.4858857363149297,-0.5027351769752548,-0.4213452654815745,0.5672756478086101,0.49715030132530874,-0.5054596251254219,-0.42704078459614475,0.5755691418545856,-0.337832,2.033223,-0.050679
38.1,0.001618,0.000478,-0.09813,-0.000107,1.8e-05,-1.0000000000000057e-06,0.4509700646152116,-0.5685659630346627,-0.5005065247921028,0.5190295028577713,0.4427560660690296,-0.5652239533244857,-0.4959746121123002,0.5120054072812151,0.45512647242746057,-0.5402720915554912,-0.47157487903099005,0.5238236849519619,0.47537844983111166,-0.5123597057928799,-0.44357365100518814,0.5441645046188034,0.4858857363149297,-0.5027351769752548,-0.4213452654815745,0.5672756478086101,-0.341277,2.056841,-0.064208
39.1,0.001704,0.00029,-0.097942,2.449293598294705e-22,3.3e-05,-3.999999999999998e-06,0.4628535710291309,-0.5564654184282674,-0.47964415221091483,0.5396748372464837,0.4509700646152116,-0.5685659630346627,-0.5005065247921028,0.5190295028577713,0.4427560660690296,-0.5652239533244857,-0.4959746121123002,0.5120054072812151,0.45512647242746057,-0.5402720915554912,-0.47157487903099005,0.5238236849519619,0.47537844983111166,-0.5123597057928799,-0.44357365100518814,0.5441645046188034,-0.335046,2.068336,-0.061917
40.1,0.001693,0.000708,-0.097618,-3.6739403974420597e-22,9e-06,6.000000000000001e-06,0.47847014876204297,-0.5300372617675475,-0.45273818572057056,0.5557692248090199,0.4628535710291309,-0.5564654184282674,-0.47964415221091483,0.5396748372464837,0.4509700646152116,-0.5685659630346627,-0.5005065247921028,0.5190295028577713,0.4427560660690296,-0.5652239533244857,-0.4959746121123002,0.5120054072812151,0.45512647242746057,-0.5402720915554912,-0.47157487903099005,0.5238236849519619,-0.326301,2.058955,-0.036966
41.1,0.001746,0.000125,-0.097787,5.9e-05,-1.6e-05,2.1e-05,0.4798110268408087,-0.5154113948605398,-0.43655270862482115,0.5586697130765274,0.47847014876204297,-0.5300372617675475,-0.45273818572057056,0.5557692248090199,0.4628535710291309,-0.5564654184282674,-0.47964415221091483,0.5396748372464837,0.4509700646152116,-0.5685659630346627,-0.5005065247921028,0.5190295028577713,0.4427560660690296,-0.5652239533244857,-0.4959746121123002,0.5120054072812151,-0.322101,2.034477,-0.011533
42.11,0.001373,-0.0001869999999999,-0.097896,2.7e-05,-5e-05,3.999999999999998e-06,0.45995405032462516,-0.5277452855986029,-0.45895766341842326,0.5287416725048047,0.4798110268408087,-0.5154113948605398,-0.43655270862482115,0.5586697130765274,0.47847014876204297,-0.5300372617675475,-0.45273818572057056,0.5557692248090199,0.4628535710291309,-0.5564654184282674,-0.47964415221091483,0.5396748372464837,0.4509700646152116,-0.5685659630346627,-0.5005065247921028,0.5190295028577713,-0.328217,2.01295,-0.001493
43.11,0.001072,-4.899999999999399e-05,-0.098156,4.2e-05,-6.2e-05,-1e-05,0.45115044147882005,-0.5459286310687115,-0.4811066079423472,0.5159724646051844,0.45995405032462516,-0.5277452855986029,-0.45895766341842326,0.5287416725048047,0.4798110268408087,-0.5154113948605398,-0.43655270862482115,0.5586697130765274,0.47847014876204297,-0.5300372617675475,-0.45273818572057056,0.5557692248090199,0.4628535710291309,-0.5564654184282674,-0.47964415221091483,0.5396748372464837,-0.342557,2.010061,-0.010824
44.11,0.000655,-0.0005799999999999,-0.098052,-5.4e-05,-3.9e-05,-2.000000000000001e-05,0.4423692565278107,-0.5676434064156444,-0.5033245630247344,0.5066880999187209,0.45115044147882005,-0.5459286310687115,-0.4811066079423472,0.5159724646051844,0.45995405032462516,-0.5277452855986029,-0.45895766341842326,0.5287416725048047,0.4798110268408087,-0.5154113948605398,-0.43655270862482115,0.5586697130765274,0.47847014876204297,-0.5300372617675475,-0.45273818572057056,0.5557692248090199,-0.350164,2.029632,-0.030872
45.11,0.000461,0.000254,-0.097964,-7e-05,1.7e-05,-2.2000000000000003e-05,0.4441661461536484,-0.5694475424011847,-0.49746253640193555,0.5161511521528975,0.4423692565278107,-0.5676434064156444,-0.5033245630247344,0.5066880999187209,0.45115044147882005,-0.5459286310687115,-0.4811066079423472,0.5159724646051844,0.45995405032462516,-0.5277452855986029,-0.45895766341842326,0.5287416725048047,0.4798110268408087,-0.5154113948605398,-0.43655270862482115,0.5586697130765274,-0.338876,2.056417,-0.044374
46.12,0.00053,-9.1999999999994e-05,-0.097763,2.3e-05,2.7e-05,-2.999999999999997e-06,0.4605457248878347,-0.5476483567921707,-0.46368664305760793,0.5445074386223974,0.4441661461536484,-0.5694475424011847,-0.49746253640193555,0.5161511521528975,0.4423692565278107,-0.5676434064156444,-0.5033245630247344,0.5066880999187209,0.45115044147882005,-0.5459286310687115,-0.4811066079423472,0.5159724646051844,0.45995405032462516,-0.5277452855986029,-0.45895766341842326,0.5287416725048047,-0.322589,2.064595,-0.033312
47.12,0.00073,0.000704,-0.097635,4.3e-05,1.2e-05,1.3000000000000004e-05,0.4762190211323831,-0.5284742151626551,-0.4465754129745956,0.5581178233204427,0.4605457248878347,-0.5476483567921707,-0.46368664305760793,0.5445074386223974,0.4441661461536484,-0.5694475424011847,-0.49746253640193555,0.5161511521528975,0.4423692565278107,-0.5676434064156444,-0.5033245630247344,0.5066880999187209,0.45115044147882005,-0.5459286310687115,-0.4811066079423472,0.5159724646051844,-0.313353,2.048768,-0.005368
48.12,0.000429,-3.799999999999402e-05,-0.097689,9.2e-05,-3.5e-05,1.8000000000000004e-05,0.472695003824851,-0.5189633748265333,-0.44286638100308917,0.5487919976482952,0.4762190211323831,-0.5284742151626551,-0.4465754129745956,0.5581178233204427,0.4605457248878347,-0.5476483567921707,-0.46368664305760793,0.5445074386223974,0.4441661461536484,-0.5694475424011847,-0.49746253640193555,0.5161511521528975,0.4423692565278107,-0.5676434064156444,-0.5033245630247344,0.5066880999187209,-0.317072,2.024153,0.020321
49.12,0.000404,2.8000000000006e-05,-0.097949,-2.3e-05,-4.8e-05,1.4999999999999995e-05,0.45512929248515155,-0.5328989977858373,-0.46376552456267023,0.5242627657083185,0.472695003824851,-0.5189633748265333,-0.44286638100308917,0.5487919976482952,0.4762190211323831,-0.5284742151626551,-0.4465754129745956,0.5581178233204427,0.4605457248878347,-0.5476483567921707,-0.46368664305760793,0.5445074386223974,0.4441661461536484,-0.5694475424011847,-0.49746253640193555,0.5161511521528975,-0.329327,2.012366,0.016748
50.13,5.000000000000601e-05,0.000254,-0.098206,-1.1e-05,-2.2e-05,9.99999999999998e-07,0.4436925523473018,-0.5603711652510344,-0.49493129936974906,0.5091324182285872,0.45512929248515155,-0.5328989977858373,-0.46376552456267023,0.5242627657083185,0.472695003824851,-0.5189633748265333,-0.44286638100308917,0.5487919976482952,0.4762190211323831,-0.5284742151626551,-0.4465754129745956,0.5581178233204427,0.4605457248878347,-0.5476483567921707,-0.46368664305760793,0.5445074386223974,-0.343733,2.021443,-0.009162
51.13,-9.6999999999994e-05,-0.0002029999999999,-0.097976,2.4e-05,1.5e-05,-1.1999999999999995e-05,0.4511076608693797,-0.5683520787758727,-0.5044983111756589,0.5149614284695933,0.4436925523473018,-0.5603711652510344,-0.49493129936974906,0.5091324182285872,0.45512929248515155,-0.5328989977858373,-0.46376552456267023,0.5242627657083185,0.472695003824851,-0.5189633748265333,-0.44286638100308917,0.5487919976482952,0.4762190211323831,-0.5284742151626551,-0.4465754129745956,0.5581178233204427,-0.350669,2.044386,-0.031166
52.13,0.000255,6.200000000000599e-05,-0.097885,-6.4e-05,3.4e-05,-9.000000000000002e-06,0.46448787599930813,-0.5523139019047248,-0.47931918915000776,0.5374825887540251,0.4511076608693797,-0.5683520787758727,-0.5044983111756589,0.5149614284695933,0.4436925523473018,-0.5603711652510344,-0.49493129936974906,0.5091324182285872,0.45512929248515155,-0.5328989977858373,-0.46376552456267023,0.5242627657083185,0.472695003824851,-0.5189633748265333,-0.44286638100308917,0.5487919976482952,-0.342053,2.061431,-0.030189
53.13,0.00019,0.000609,-0.097755,3.2e-05,1e-05,-3.999999999999997e-06,0.4748297240903357,-0.5342749920839064,-0.4625914686704687,0.5465132475037734,0.46448787599930813,-0.5523139019047248,-0.47931918915000776,0.5374825887540251,0.4511076608693797,-0.5683520787758727,-0.5044983111756589,0.5149614284695933,0.4436925523473018,-0.5603711652510344,-0.49493129936974906,0.5091324182285872,0.45512929248515155,-0.5328989977858373,-0.46376552456267023,0.5242627657083185,-0.327615,2.059218,-0.009313
54.14,0.000296,0.000487,-0.097589,-2.449293598294705e-22,-1.5e-05,3.999999999999999e-06,0.4776959598576279,-0.5224111694943212,-0.442211505432818,0.5578956239191312,0.4748297240903357,-0.5342749920839064,-0.4625914686704687,0.5465132475037734,0.46448787599930813,-0.5523139019047248,-0.47931918915000776,0.5374825887540251,0.4511076608693797,-0.5683520787758727,-0.5044983111756589,0.5149614284695933,0.4436925523473018,-0.5603711652510344,-0.49493129936974906,0.5091324182285872,-0.32052,2.038491,0.014138
55.14,-0.0001919999999999,-0.0003999999999999,-0.097881,4e-05,-4.4e-05,1.6e-05,0.47124994302792306,-0.5203193349399576,-0.4491288264453769,0.5424404515225038,0.4776959598576279,-0.5224111694943212,-0.442211505432818,0.5578956239191312,0.4748297240903357,-0.5342749920839064,-0.4625914686704687,0.5465132475037734,0.46448787599930813,-0.5523139019047248,-0.47931918915000776,0.5374825887540251,0.4511076608693797,-0.5683520787758727,-0.5044983111756589,0.5149614284695933,-0.325681,2.016468,0.025704
56.14,-0.0001069999999999,-4.5999999999994e-05,-0.097984,8e-06,-2.5e-05,1e-05,0.46795489615966307,-0.5224491475808926,-0.45930419963640623,0.5310998441041495,0.47124994302792306,-0.5203193349399576,-0.4491288264453769,0.5424404515225038,0.4776959598576279,-0.5224111694943212,-0.442211505432818,0.5578956239191312,0.4748297240903357,-0.5342749920839064,-0.4625914686704687,0.5465132475037734,0.46448787599930813,-0.5523139019047248,-0.47931918915000776,0.5374825887540251,-0.339044,2.010037,0.021247
