Time,V North,V East,V Down
0.0,-0.08489,2.068951,-0.005675
1.0,-0.106412,2.060074,0.005623
2.01,-0.129714,2.052231,0.012997
3.01,-0.155236,2.048738,0.012651
4.01,-0.181502,2.049462,0.005895
5.01,-0.206361,2.051174,-0.002626
6.02,-0.229534,2.052187,-0.01049
7.02,-0.24393,2.054835,-0.015154
8.02,-0.256067,2.055187,-0.009407
9.02,-0.275081,2.050059,0.007223
10.03,-0.301233,2.038341,0.018332
11.03,-0.330352,2.026567,0.015855
12.03,-0.352458,2.023396,0.000709
13.03,-0.366742,2.030626,-0.017277
14.04,-0.380633,2.037946,-0.02569
15.04,-0.397311,2.038545,-0.01466
16.04,-0.416677,2.029881,0.00461
17.04,-0.437323,2.014898,0.018478
18.05,-0.459429,1.999531,0.019934
19.05,-0.483395,1.990407,0.008444
20.05,-0.5062,1.990783,-0.008665
21.05,-0.531607,1.99788,-0.024226
22.06,-0.559544,2.002759,-0.030147
23.06,-0.586323,1.999161,-0.014272
24.06,-0.605035,1.985527,0.013771
25.06,-0.616472,1.964565,0.033395
26.07,-0.629691,1.944752,0.032319
27.07,-0.653238,1.935215,0.008387
28.07,-0.682002,1.94143,-0.023264
29.07,-0.702671,1.957245,-0.04099
30.08,-0.716225,1.965907,-0.027589
31.08,-0.727343,1.957945,0.007004
32.08,-0.743222,1.933478,0.035037
33.08,-0.763465,1.903391,0.032411
34.09,-0.786305,1.884132,0.007955
35.09,-0.81329,1.884073,-0.015058
36.09,-0.83493,1.898404,-0.021955
37.09,-0.852555,1.905889,-0.016232
38.1,-0.873215,1.890884,0.000241
39.1,-0.897342,1.861367,0.01358
40.1,-0.921657,1.837639,0.01594
41.1,-0.942052,1.829355,0.00502
42.11,-0.960252,1.831563,-0.000924
43.11,-0.976744,1.83337,-0.00162
44.11,-0.993463,1.824368,0.000169
45.11,-1.011909,1.805158,0.00463
46.12,-1.03492,1.785981,0.010272
47.12,-1.057379,1.775556,0.004318
48.12,-1.074787,1.770964,-0.003689
49.12,-1.08839,1.766389,-0.005981
50.13,-1.099648,1.756586,0.000567
51.13,-1.11418,1.738699,0.009088
