-3.987598070576499690e-03,-1.453771554870269926e-02,1.922497125267449980e-02,2.977508873080090060e-02
4.544049556250200073e-03,-7.365171655455999590e-03,2.218780646125670039e-02,3.409702767296290266e-02
-3.436058759689331055e-04,-6.097787618637084961e-02,-1.073973719030618668e-02,1.267077866941690445e-03
7.401935756206512451e-03,-5.521422624588012695e-02,-4.832710139453411102e-03,8.239983581006526947e-03
2.000974863767623901e-02,-4.660922288894653320e-02,6.760007701814174652e-03,2.086879312992095947e-02
2.070277929306030273e-02,-5.101984739303588867e-02,8.888633921742439270e-03,2.259884029626846313e-02
2.811383455991744995e-02,-4.426628351211547852e-02,1.630851067602634430e-02,2.972188405692577362e-02
2.195774018764495850e-02,-8.722174167633056641e-02,1.311285234987735748e-02,2.341689355671405792e-02
8.737251162528991699e-02,-1.353951692581176758e-01,7.432916760444641113e-02,8.030621707439422607e-02
-2.024865150451660156e-02,-2.743955850601196289e-01,-2.813048660755157471e-02,-3.387125581502914429e-02
-4.012116789817810059e-02,-2.469457387924194336e-01,-6.388608366250991821e-02,-7.391205430030822754e-02
3.248121589422225952e-02,-1.490335464477539062e-01,-1.935449894517660141e-03,6.768424063920974731e-04
7.032921910285949707e-02,-6.402003765106201172e-02,4.295589402318000793e-02,5.794951319694519043e-02
3.406130522489547729e-02,3.506755828857421875e-02,2.215294353663921356e-02,4.392118006944656372e-02
-1.355543732643127441e-03,5.403518676757812500e-03,1.710623037070035934e-03,1.624761894345283508e-02
-3.055059909820556641e-02,9.510338306427001953e-03,-2.815644629299640656e-02,-1.564906537532806396e-02
-7.650569081306457520e-03,4.350852966308593750e-02,-9.549755603075027466e-03,7.489135488867759705e-03
1.795563846826553345e-02,4.657536745071411133e-02,1.532901357859373093e-02,3.662435337901115417e-02
1.456679403781890869e-02,3.647524118423461914e-02,1.425126940011978149e-02,3.548011183738708496e-02
6.612375378608703613e-03,4.388046264648437500e-02,7.355375215411186218e-03,2.780853770673274994e-02
-7.828757166862487793e-03,3.572064638137817383e-02,-5.820882506668567657e-03,1.332807913422584534e-02
-2.201703190803527832e-02,4.623180627822875977e-02,-2.221860177814960480e-02,-1.898327842354774475e-03
-9.898349642753601074e-03,6.992894411087036133e-02,-1.286715827882289886e-02,1.057916320860385895e-02
2.021923661231994629e-03,7.581931352615356445e-02,-5.023716948926448822e-04,2.554933354258537292e-02
