Time [s],DVL X [m/s],DVL Y [m/s],DVL Z [m/s]
1.0025062656641603,0.007923929642368988,0.002696105740227217,-0.0053002912870449
2.0050125313283207,-0.005368251483814479,0.024232104185453296,-0.021500342315172602
3.007518796992481,-0.023158690691649664,0.03424610979659798,-0.021901133772427
4.010025062656641,-0.01752344244909021,0.05022938701921209,0.014438453879247498
5.012531328320802,-0.007859013741665866,0.0048836317107808225,0.0362956236014967
6.015037593984962,0.022635736206994217,-0.01699117820043322,0.0169367504446678
7.017543859649122,-0.0021493662622933396,-0.017817368961423774,-0.019687182188791102
8.020050125313283,-0.005193261494828905,0.03280978226656167,-0.036679815516427794
9.022556390977442,-0.023549497383193563,0.040674063208607336,-0.0191287087544944
10.025062656641603,-0.0191460400763388,0.04963515604653945,0.015642678613953197
11.027568922305765,0.003963390138923106,0.011392398623262467,0.031140436463610602
12.030075187969924,0.0011614641091484135,-0.011097258525365805,0.019915817827238697
13.032581453634084,-0.000640964141243261,-0.003341026910809286,-0.007909692964809499
14.035087719298245,-0.0013490852512674234,0.024937205297089426,-0.015466337978926199
15.037593984962406,-0.014935655672931869,0.025020851088692564,-0.012895904402245001
16.040100250626566,-0.00489536113599498,0.018214240676399984,-0.0035209939203877
17.042606516290725,-0.013881651502171133,0.014322166852776319,-0.0019916329867543
18.045112781954884,-0.008441678027998556,0.022879552140312676,0.0019351771700200013
19.047619047619047,-0.017567479385712348,0.027123166211693972,0.0070448945911528995
20.050125313283207,-0.0016815554978393266,0.012483058694612414,0.0106925385569723
21.052631578947366,-0.001264384351465031,8.287654928995636e-06,0.008438804475302101
22.05513784461153,0.0021133050182569058,0.006939750562655722,-0.0018459483608705002
23.05764411027569,-0.00696693934962056,0.011389678465984154,-0.0200572129399124
24.06015037593985,-0.020957846152721782,0.02422561020463465,-0.0210358562396525
25.062656641604008,-0.020534488700309828,0.03942212984325155,-0.005419587902517998
26.065162907268167,-0.020129663305263223,0.027024399054720427,0.0177474923257512
27.06766917293233,-0.0005809348545255943,0.0061417084830481805,0.024803705217938298
28.07017543859649,-0.0032705360414551077,-0.004587963262682404,0.0210231148099601
29.07268170426065,0.005706253450520338,-0.005151810728348805,-4.860079410400758e-06
30.07518796992481,-0.005845213113179204,0.012448319193987811,-0.0323978574292956
31.07769423558897,-0.021638491651146508,0.0393642012547214,-0.0303544539468553
32.08020050125313,-0.0259630324893243,0.031008794176517918,-0.0021581908613627007
33.08270676691729,-0.0056498909901012695,0.020020030520866983,0.0314203411098335
34.08521303258145,-0.01408639254490529,0.003305517382559242,0.0295871914326139
35.08771929824561,-0.0014279344085745826,-0.010016073728913666,0.0087331218908553
36.09022556390977,-0.009543117483656438,0.007274181666533597,-0.0148343574874098
37.092731829573935,-0.006806121756742556,0.02866280716860481,-0.0263598002008409
38.095238095238095,-0.027133292194380543,0.02481865534468608,-0.0134548855769214
39.097744360902254,0.0007548938355814716,0.024347602950164582,-0.18207003828848628
40.100250626566414,0.1411229116201307,0.012504731298631722,-0.1452758041749599
41.10275689223057,0.19080409667993536,-0.09013885190165594,0.18399522665845958
42.10526315789473,0.08016681824076466,-0.08086504038327136,0.40009578687705294
43.10776942355889,-0.21859611205833152,0.29041360920059933,0.06741295741004746
44.11027568922306,-0.3983798054005653,0.378011427044711,-0.024031645755138498
45.11278195488722,-0.26599561207404787,0.22540201292973827,0.10776773834488862
46.11528822055138,-0.04550622327401088,0.12217390410021145,0.0733580739103778
47.11779448621554,0.08979921761598908,0.06471657398900388,0.07735379716988944
48.1203007518797,0.08219045912703915,0.036449523821501684,0.12207422977259874
49.122807017543856,0.02750996194154187,0.053150431027009004,0.031229130796216364
50.125313283208015,0.0012291107860128436,0.07683709372794612,-0.06809864258181841
51.127819548872175,0.025265853213973677,0.0791266656995373,-0.1042439733544871
52.130325814536334,0.034163248211096287,0.07283164927195251,-0.13580037846904652
53.1328320802005,0.025187897448814445,0.07257644492762916,-0.11848939883514142
54.13533834586466,0.03745540513655832,0.054859421658362884,-0.09693755412322227
55.13784461152882,0.014307926977645269,0.041144328514645334,-0.0635268377859458
56.14035087719298,0.01632269441531642,0.0068996528298881366,-0.039480654608340604
