Trajectory,NumSamples,Test_RMSE_b1,Test_RMSE_b2,Test_RMSE_b3,Test_RMSE_b4,AvgTest_RMSE,TrainedOn,MissingPercentage
Trajectory3,360,0.03640924078378131,0.09969539105920876,0.05614129841090584,0.08911953558680973,0.07034136646017641,Trajectory1:30,b1_20-b2_15-b3_10-b4_5
Trajectory5,360,0.06454334143806302,0.15761926325124898,0.07927217271112402,0.11948291237110845,0.1052294224428861,Trajectory1:30,b1_20-b2_15-b3_10-b4_5
