3.775188551727300199e-03,4.450864183583600267e-03,5.858719139131899657e-03,5.183043507275699770e-03
-4.161236876746000034e-03,-1.779674281641799912e-03,4.202442636072599783e-03,1.820880040968400095e-03
-1.627961695194244385e-01,1.000000000000000000e+00,2.438240796327590942e-01,1.263104379177093506e-01
-1.638947129249572754e-01,1.000000000000000000e+00,2.484516799449920654e-01,1.180003061890602112e-01
-1.774214208126068115e-01,1.000000000000000000e+00,2.405287027359008789e-01,1.035841107368469238e-01
-1.896367371082305908e-01,1.000000000000000000e+00,2.241822928190231323e-01,8.590713143348693848e-02
-1.886468678712844849e-01,1.000000000000000000e+00,2.228316515684127808e-01,8.618062734603881836e-02
-1.855918914079666138e-01,1.000000000000000000e+00,2.276236712932586670e-01,9.093286097049713135e-02
-1.739949136972427368e-01,1.000000000000000000e+00,2.387898415327072144e-01,1.034317463636398315e-01
-1.784652620553970337e-01,1.000000000000000000e+00,2.336311787366867065e-01,9.563401341438293457e-02
-1.834374815225601196e-01,1.000000000000000000e+00,2.349036186933517456e-01,9.574912488460540771e-02
-1.812728792428970337e-01,1.000000000000000000e+00,2.417839169502258301e-01,1.029380485415458679e-01
-1.722764670848846436e-01,1.000000000000000000e+00,2.509500384330749512e-01,1.135468035936355591e-01
-1.753585487604141235e-01,1.000000000000000000e+00,2.474508285522460938e-01,1.080402135848999023e-01
-1.823204010725021362e-01,1.000000000000000000e+00,2.349542379379272461e-01,9.480986744165420532e-02
-1.983797401189804077e-01,1.000000000000000000e+00,2.120758444070816040e-01,6.947092711925506592e-02
-1.967248618602752686e-01,1.000000000000000000e+00,2.084003835916519165e-01,6.756582111120223999e-02
-1.829703301191329956e-01,1.000000000000000000e+00,2.260608375072479248e-01,8.692518621683120728e-02
-1.653334647417068481e-01,1.000000000000000000e+00,2.570643126964569092e-01,1.189971268177032471e-01
-1.602716445922851562e-01,1.000000000000000000e+00,2.752370834350585938e-01,1.348139196634292603e-01
-1.761983335018157959e-01,1.000000000000000000e+00,2.519049644470214844e-01,1.085455715656280518e-01
-1.964469850063323975e-01,1.000000000000000000e+00,2.212163209915161133e-01,7.688655704259872437e-02
-2.070266008377075195e-01,1.000000000000000000e+00,2.006087452173233032e-01,5.743145570158958435e-02
-2.014185637235641479e-01,1.000000000000000000e+00,2.095252871513366699e-01,6.873115897178649902e-02
-1.836127936840057373e-01,1.000000000000000000e+00,2.370319962501525879e-01,9.709577262401580811e-02
-1.652510464191436768e-01,1.000000000000000000e+00,2.642636001110076904e-01,1.245753765106201172e-01
-1.676409542560577393e-01,1.000000000000000000e+00,2.760100066661834717e-01,1.314737349748611450e-01
-1.808215081691741943e-01,1.000000000000000000e+00,2.544752359390258789e-01,1.073012202978134155e-01
-2.009858191013336182e-01,1.000000000000000000e+00,2.234001159667968750e-01,7.507722824811935425e-02
-2.026195377111434937e-01,1.000000000000000000e+00,2.227736264467239380e-01,7.724973559379577637e-02
-1.830801665782928467e-01,1.000000000000000000e+00,2.506386637687683105e-01,1.092421114444732666e-01
-1.686867177486419678e-01,1.000000000000000000e+00,2.627399265766143799e-01,1.217037290334701538e-01
-1.741183400154113770e-01,1.000000000000000000e+00,2.559891343116760254e-01,1.126829609274864197e-01
-1.866262257099151611e-01,1.000000000000000000e+00,2.341391295194625854e-01,8.972399681806564331e-02
