Time,ACC X_0,ACC Y_0,ACC Z_0,GYRO X_0,GYRO Y_0,GYRO Z_0,DVL0_1,DVL0_2,DVL0_3,DVL0_4,DVL1_1,DVL1_2,DVL1_3,DVL1_4,DVL2_1,DVL2_2,DVL2_3,DVL2_4,DVL3_1,DVL3_2,DVL3_3,DVL3_4,V North,V East,V Down
14.04,-0.0004469999999999,-0.0047169999999999,-0.097913,-9.00000000000001e-06,1.599999999999999e-05,0.000165,0.4237841413493841,-0.5560633358873627,-0.44380588407608845,0.5360415931606582,0.4344067567845038,-0.5463943887638094,-0.4429046724220795,0.5378964731262338,0.4360313804374846,-0.5434666899858771,-0.43295766639230465,0.546540404031057,0.4284385265577601,-0.5493377395600711,-0.43495613923557075,0.5428201268822604,-1.54092,1.324103,-0.005679
15.04,-0.0002429999999999,-0.0046329999999999,-0.098059,-8.000000000000011e-06,7.999999999999988e-06,0.000187,0.42528652559226837,-0.5542391736157588,-0.4395274579692863,0.539998241238741,0.4237841413493841,-0.5560633358873627,-0.44380588407608845,0.5360415931606582,0.4344067567845038,-0.5463943887638094,-0.4429046724220795,0.5378964731262338,0.4360313804374846,-0.5434666899858771,-0.43295766639230465,0.546540404031057,-1.560838,1.297336,-0.011518
16.04,-0.0004029999999999,-0.0048229999999999,-0.097888,2.2999999999999983e-05,-1.0000000000000122e-06,0.000202,0.43938909223341716,-0.5398237618534629,-0.4247593825887655,0.5544534714981146,0.42528652559226837,-0.5542391736157588,-0.4395274579692863,0.539998241238741,0.4237841413493841,-0.5560633358873627,-0.44380588407608845,0.5360415931606582,0.4344067567845038,-0.5463943887638094,-0.4429046724220795,0.5378964731262338,-1.581388,1.271821,-0.010249
17.04,-0.0002689999999999,-0.0047129999999999,-0.097748,-2.100000000000001e-05,1.2999999999999987e-05,0.0002,0.45099659841169815,-0.5236046046960637,-0.41514042377875354,0.5594607793290084,0.43938909223341716,-0.5398237618534629,-0.4247593825887655,0.5544534714981146,0.42528652559226837,-0.5542391736157588,-0.4395274579692863,0.539998241238741,0.4237841413493841,-0.5560633358873627,-0.44380588407608845,0.5360415931606582,-1.603499,1.241952,-0.000536
18.05,-0.0007939999999999,-0.0049469999999999,-0.097805,3.999999999999999e-05,5.999999999999988e-06,0.000193,0.46063390231045737,-0.5099644886794841,-0.41511082484284123,0.5554875661471004,0.45099659841169815,-0.5236046046960637,-0.41514042377875354,0.5594607793290084,0.43938909223341716,-0.5398237618534629,-0.4247593825887655,0.5544534714981146,0.42528652559226837,-0.5542391736157588,-0.4395274579692863,0.539998241238741,-1.622554,1.200651,0.011907
19.05,-0.0005769999999999,-0.0050739999999999,-0.097904,2.899999999999999e-05,2.999999999999999e-05,0.000187,0.44245187208087244,-0.5220330536270074,-0.43726058816478225,0.5272243375430977,0.46063390231045737,-0.5099644886794841,-0.41511082484284123,0.5554875661471004,0.45099659841169815,-0.5236046046960637,-0.41514042377875354,0.5594607793290084,0.43938909223341716,-0.5398237618534629,-0.4247593825887655,0.5544534714981146,-1.642578,1.146187,0.022765
20.05,-0.0003469999999999,-0.0052539999999999,-0.097983,2.399999999999999e-05,1.499999999999999e-05,0.000176,0.4161948849591637,-0.5521192536575428,-0.46493769257457895,0.5033764460421277,0.44245187208087244,-0.5220330536270074,-0.43726058816478225,0.5272243375430977,0.46063390231045737,-0.5099644886794841,-0.41511082484284123,0.5554875661471004,0.45099659841169815,-0.5236046046960637,-0.41514042377875354,0.5594607793290084,-1.667798,1.091555,0.009175
21.05,-0.0002679999999999,-0.0052219999999999,-0.097889,-8.500000000000002e-05,3.99999999999999e-06,0.000167,0.39900643583152695,-0.5746577558904484,-0.4766820226685156,0.49698216905345977,0.4161948849591637,-0.5521192536575428,-0.46493769257457895,0.5033764460421277,0.44245187208087244,-0.5220330536270074,-0.43726058816478225,0.5272243375430977,0.46063390231045737,-0.5099644886794841,-0.41511082484284123,0.5554875661471004,-1.695607,1.054497,-0.0154
22.06,-0.0004619999999999,-0.0046439999999999,-0.097928,-1.400000000000001e-05,-3.8000000000000016e-05,0.000168,0.4115797251897953,-0.5611626858435054,-0.45652197776998915,0.5162204332633117,0.39900643583152695,-0.5746577558904484,-0.4766820226685156,0.49698216905345977,0.4161948849591637,-0.5521192536575428,-0.46493769257457895,0.5033764460421277,0.44245187208087244,-0.5220330536270074,-0.43726058816478225,0.5272243375430977,-1.715968,1.041699,-0.034942
23.06,-0.0009419999999999,-0.0043779999999999,-0.097667,-7.300000000000001e-05,-1.7000000000000013e-05,0.000203,0.44268030318824647,-0.5308571968055131,-0.4241271351863201,0.5494103648074394,0.4115797251897953,-0.5611626858435054,-0.45652197776998915,0.5162204332633117,0.39900643583152695,-0.5746577558904484,-0.4766820226685156,0.49698216905345977,0.4161948849591637,-0.5521192536575428,-0.46493769257457895,0.5033764460421277,-1.728831,1.033674,-0.02656
24.06,-0.0009589999999999,-0.0034349999999999,-0.097492,3.599999999999999e-05,1.0999999999999988e-05,0.000205,0.4700217199748037,-0.49291574016593526,-0.3993691387871477,0.5635683213535913,0.44268030318824647,-0.5308571968055131,-0.4241271351863201,0.5494103648074394,0.4115797251897953,-0.5611626858435054,-0.45652197776998915,0.5162204332633117,0.39900643583152695,-0.5746577558904484,-0.4766820226685156,0.49698216905345977,-1.738614,1.007702,0.0059
25.06,-0.0008079999999999,-0.0036389999999999,-0.097904,4.899999999999999e-05,3.699999999999999e-05,0.000197,0.468011527750626,-0.48738720670035407,-0.4088092963039811,0.546589438146999,0.4700217199748037,-0.49291574016593526,-0.3993691387871477,0.5635683213535913,0.44268030318824647,-0.5308571968055131,-0.4241271351863201,0.5494103648074394,0.4115797251897953,-0.5611626858435054,-0.45652197776998915,0.5162204332633117,-1.753674,0.95248,0.033453
26.07,-1.6999999999993976e-05,-0.0045639999999999,-0.0984,5.8999999999999984e-05,4.999999999999999e-05,0.00018,0.4467666601653539,-0.5070802627828718,-0.437586456472436,0.5162604664757897,0.468011527750626,-0.48738720670035407,-0.4088092963039811,0.546589438146999,0.4700217199748037,-0.49291574016593526,-0.3993691387871477,0.5635683213535913,0.44268030318824647,-0.5308571968055131,-0.4241271351863201,0.5494103648074394,-1.771834,0.88088,0.035609
27.07,3.3000000000006006e-05,-0.0049279999999999,-0.098039,-6.200000000000002e-05,1.799999999999999e-05,0.000154,0.41820386736655074,-0.5367814354917566,-0.45714041524411897,0.4978448876141884,0.4467666601653539,-0.5070802627828718,-0.437586456472436,0.5162604664757897,0.468011527750626,-0.48738720670035407,-0.4088092963039811,0.546589438146999,0.4700217199748037,-0.49291574016593526,-0.3993691387871477,0.5635683213535913,-1.788041,0.825487,0.009817
28.07,-0.0002749999999999,-0.0041689999999999,-0.097671,-7.400000000000001e-05,-1.200000000000001e-05,0.000164,0.4067826701386896,-0.5503836388708508,-0.46306178060816305,0.49410452840137736,0.41820386736655074,-0.5367814354917566,-0.45714041524411897,0.4978448876141884,0.4467666601653539,-0.5070802627828718,-0.437586456472436,0.5162604664757897,0.468011527750626,-0.48738720670035407,-0.4088092963039811,0.546589438146999,-1.802437,0.8008,-0.015081
29.07,-0.0002539999999999,-0.0038599999999999,-0.097745,9.999999999999894e-07,-1.600000000000001e-05,0.000172,0.4191580026338788,-0.5373901595913775,-0.44655867645070885,0.5099894857745475,0.4067826701386896,-0.5503836388708508,-0.46306178060816305,0.49410452840137736,0.41820386736655074,-0.5367814354917566,-0.45714041524411897,0.4978448876141884,0.4467666601653539,-0.5070802627828718,-0.437586456472436,0.5162604664757897,-1.817365,0.786964,-0.02405
30.08,-0.0006689999999999,-0.0040759999999999,-0.097611,1.999999999999999e-05,-1.4000000000000012e-05,0.00019,0.44542156693079765,-0.5073056038813447,-0.4188826309457866,0.5338445398663559,0.4191580026338788,-0.5373901595913775,-0.44655867645070885,0.5099894857745475,0.4067826701386896,-0.5503836388708508,-0.46306178060816305,0.49410452840137736,0.41820386736655074,-0.5367814354917566,-0.45714041524411897,0.4978448876141884,-1.824085,0.768931,-0.015475
31.08,-0.0010169999999999,-0.0037909999999999,-0.097708,3.599999999999999e-05,2.3999999999999987e-05,0.000198,0.45901031637288725,-0.4936023760129193,-0.41708618349414045,0.5355265088916661,0.44542156693079765,-0.5073056038813447,-0.4188826309457866,0.5338445398663559,0.4191580026338788,-0.5373901595913775,-0.44655867645070885,0.5099894857745475,0.4067826701386896,-0.5503836388708508,-0.46306178060816305,0.49410452840137736,-1.829816,0.731821,0.008107
32.08,-0.0006639999999999,-0.0042659999999999,-0.097931,1.7999999999999987e-05,5.099999999999999e-05,0.000195,0.4450391953712564,-0.5021904939675372,-0.43576331583820405,0.5114663735005895,0.45901031637288725,-0.4936023760129193,-0.41708618349414045,0.5355265088916661,0.44542156693079765,-0.5073056038813447,-0.4188826309457866,0.5338445398663559,0.4191580026338788,-0.5373901595913775,-0.44655867645070885,0.5099894857745475,-1.844806,0.673671,0.025271
33.08,-0.0003689999999999,-0.0043849999999999,-0.098139,-6.800000000000001e-05,2.899999999999999e-05,0.000166,0.42203007237453194,-0.5188860207887953,-0.4530787452379071,0.4878373479254203,0.4450391953712564,-0.5021904939675372,-0.43576331583820405,0.5114663735005895,0.45901031637288725,-0.4936023760129193,-0.41708618349414045,0.5355265088916661,0.44542156693079765,-0.5073056038813447,-0.4188826309457866,0.5338445398663559,-1.85942,0.616215,0.009598
34.09,-0.0004659999999999,-0.0044389999999999,-0.0979,-2.700000000000001e-05,-1.600000000000001e-05,0.000172,0.42143090671464123,-0.5168787927194277,-0.43702869105508835,0.5012810083789806,0.42203007237453194,-0.5188860207887953,-0.4530787452379071,0.4878373479254203,0.4450391953712564,-0.5021904939675372,-0.43576331583820405,0.5114663735005895,0.45901031637288725,-0.4936023760129193,-0.41708618349414045,0.5355265088916661,-1.86305,0.581594,-0.011064
35.09,-0.0005259999999999,-0.0042199999999999,-0.097602,-1.2000000000000012e-05,-1.4000000000000012e-05,0.000188,0.4438163932508996,-0.4941203936963732,-0.4209218577754333,0.5170149291718394,0.42143090671464123,-0.5168787927194277,-0.43702869105508835,0.5012810083789806,0.42203007237453194,-0.5188860207887953,-0.4530787452379071,0.4878373479254203,0.4450391953712564,-0.5021904939675372,-0.43576331583820405,0.5114663735005895,-1.863363,0.560804,-0.010813
36.09,-0.0006419999999999,-0.0033299999999999,-0.097913,-1.700000000000001e-05,1.0999999999999988e-05,0.000187,0.4589234505578657,-0.480710266751555,-0.4148882430226639,0.5247454742867567,0.4438163932508996,-0.4941203936963732,-0.4209218577754333,0.5170149291718394,0.42143090671464123,-0.5168787927194277,-0.43702869105508835,0.5012810083789806,0.42203007237453194,-0.5188860207887953,-0.4530787452379071,0.4878373479254203,-1.86983,0.527148,0.008707
37.09,-0.0001689999999999,-0.0034619999999999,-0.097819,-5.0000000000000106e-06,4.099999999999999e-05,0.000167,0.46025093735913425,-0.4753803973296834,-0.423870108690463,0.5117612259983546,0.4589234505578657,-0.480710266751555,-0.4148882430226639,0.5247454742867567,0.4438163932508996,-0.4941203936963732,-0.4209218577754333,0.5170149291718394,0.42143090671464123,-0.5168787927194277,-0.43702869105508835,0.5012810083789806,-1.878103,0.477212,0.020079
38.1,-1.4999999999994003e-05,-0.0035289999999999,-0.097915,6.199999999999999e-05,4.399999999999999e-05,0.000152,0.43757738132293494,-0.4913632039575794,-0.4415204353279554,0.48742014995255895,0.46025093735913425,-0.4753803973296834,-0.423870108690463,0.5117612259983546,0.4589234505578657,-0.480710266751555,-0.4148882430226639,0.5247454742867567,0.4438163932508996,-0.4941203936963732,-0.4209218577754333,0.5170149291718394,-1.881555,0.42549,0.014115
39.1,0.000265,-0.0045539999999999,-0.098009,-9.552245033349355e-21,1.599999999999999e-05,0.000156,0.42272635440337136,-0.5090700584423385,-0.4536541193586627,0.47814229348704723,0.43757738132293494,-0.4913632039575794,-0.4415204353279554,0.48742014995255895,0.46025093735913425,-0.4753803973296834,-0.423870108690463,0.5117612259983546,0.4589234505578657,-0.480710266751555,-0.4148882430226639,0.5247454742867567,-1.883054,0.383332,-0.001551
40.1,0.000187,-0.0039559999999999,-0.097974,-9.3e-05,-1.100000000000001e-05,0.000168,0.4173434266680097,-0.5141855116421097,-0.4521092776458115,0.4794196606643079,0.42272635440337136,-0.5090700584423385,-0.4536541193586627,0.47814229348704723,0.43757738132293494,-0.4913632039575794,-0.4415204353279554,0.48742014995255895,0.46025093735913425,-0.4753803973296834,-0.423870108690463,0.5117612259983546,-1.886315,0.354866,-0.017684
41.1,-3.499999999999403e-05,-0.0034839999999999,-0.097498,1.199999999999999e-05,-1.700000000000001e-05,0.000174,0.4341631439408864,-0.4907383348502955,-0.4303359818117041,0.49456549697947777,0.4173434266680097,-0.5141855116421097,-0.4521092776458115,0.4794196606643079,0.42272635440337136,-0.5090700584423385,-0.4536541193586627,0.47814229348704723,0.43757738132293494,-0.4913632039575794,-0.4415204353279554,0.48742014995255895,-1.888921,0.332327,-0.021863
42.11,-6.499999999999402e-05,-0.0032989999999999,-0.097581,2.299999999999999e-05,1.9999999999999893e-06,0.000175,0.459897558388921,-0.4629169468100356,-0.4059950690079655,0.5168194361909911,0.4341631439408864,-0.4907383348502955,-0.4303359818117041,0.49456549697947777,0.4173434266680097,-0.5141855116421097,-0.4521092776458115,0.4794196606643079,0.42272635440337136,-0.5090700584423385,-0.4536541193586627,0.47814229348704723,-1.891177,0.304113,-0.006686
43.11,-0.0001709999999999,-0.0034499999999999,-0.097932,-1.900000000000001e-05,2.5999999999999988e-05,0.000172,0.46572795845702913,-0.45035442933259257,-0.402109605462306,0.5139727823273157,0.459897558388921,-0.4629169468100356,-0.4059950690079655,0.5168194361909911,0.4341631439408864,-0.4907383348502955,-0.4303359818117041,0.49456549697947777,0.4173434266680097,-0.5141855116421097,-0.4521092776458115,0.4794196606643079,-1.88992,0.26541,0.015699
44.11,2.000000000000601e-05,-0.0037359999999999,-0.098137,4.599999999999999e-05,3.599999999999999e-05,0.000166,0.4707537905033342,-0.4417205202601071,-0.403241914664142,0.5092323960992994,0.46572795845702913,-0.45035442933259257,-0.402109605462306,0.5139727823273157,0.459897558388921,-0.4629169468100356,-0.4059950690079655,0.5168194361909911,0.4341631439408864,-0.4907383348502955,-0.4303359818117041,0.49456549697947777,-1.883802,0.217718,0.025029
45.11,0.000546,-0.0038539999999999,-0.097982,1.399999999999999e-05,4e-05,0.000156,0.4489158214012537,-0.4581960267977077,-0.42560638719650024,0.48150546100246117,0.4707537905033342,-0.4417205202601071,-0.403241914664142,0.5092323960992994,0.46572795845702913,-0.45035442933259257,-0.402109605462306,0.5139727823273157,0.459897558388921,-0.4629169468100356,-0.4059950690079655,0.5168194361909911,-1.874183,0.171434,0.020289
46.12,0.000668,-0.0043369999999999,-0.098075,-4.600000000000001e-05,4.199999999999999e-05,0.000145,0.41439335983754916,-0.4950847498599768,-0.46427044097843106,0.4452076687190949,0.4489158214012537,-0.4581960267977077,-0.42560638719650024,0.48150546100246117,0.4707537905033342,-0.4417205202601071,-0.403241914664142,0.5092323960992994,0.46572795845702913,-0.45035442933259257,-0.402109605462306,0.5139727823273157,-1.871407,0.125404,0.00721
47.12,0.001087,-0.0038449999999999,-0.098273,-4.800000000000001e-05,-2.500000000000001e-05,0.000139,0.3899619449171958,-0.5129895474728311,-0.47053256188586595,0.43241893050416097,0.41439335983754916,-0.4950847498599768,-0.46427044097843106,0.4452076687190949,0.4489158214012537,-0.4581960267977077,-0.42560638719650024,0.48150546100246117,0.4707537905033342,-0.4417205202601071,-0.403241914664142,0.5092323960992994,-1.873147,0.089806,-0.024691
48.12,0.00068,-0.0036089999999999,-0.097582,-3.100000000000001e-05,-5.4000000000000005e-05,0.000154,0.4163145012538227,-0.4882425033800532,-0.43529658160553586,0.46926042302834003,0.3899619449171958,-0.5129895474728311,-0.47053256188586595,0.43241893050416097,0.41439335983754916,-0.4950847498599768,-0.46427044097843106,0.4452076687190949,0.4489158214012537,-0.4581960267977077,-0.42560638719650024,0.48150546100246117,-1.869542,0.074746,-0.04511
49.12,-6.299999999999405e-05,-0.0029559999999999,-0.097203,-2.3000000000000014e-05,-1.8000000000000014e-05,0.000197,0.4528310234113376,-0.447564832442855,-0.3966760376940329,0.5037198181601596,0.4163145012538227,-0.4882425033800532,-0.43529658160553586,0.46926042302834003,0.3899619449171958,-0.5129895474728311,-0.47053256188586595,0.43241893050416097,0.41439335983754916,-0.4950847498599768,-0.46427044097843106,0.4452076687190949,-1.863935,0.066485,-0.027327
50.13,-6.399999999999402e-05,-0.0028569999999999,-0.097704,1.8999999999999987e-05,3.499999999999998e-05,0.000205,0.4759357700769241,-0.42428954377027395,-0.3909178564816023,0.5093074573655958,0.4528310234113376,-0.447564832442855,-0.3966760376940329,0.5037198181601596,0.4163145012538227,-0.4882425033800532,-0.43529658160553586,0.46926042302834003,0.3899619449171958,-0.5129895474728311,-0.47053256188586595,0.43241893050416097,-1.860945,0.033774,0.013367
51.13,0.000404,-0.0030909999999999,-0.098223,2.299999999999999e-05,6.799999999999999e-05,0.00017,0.4466346563498467,-0.44256638558924016,-0.4192195674477608,0.4699814744913261,0.4759357700769241,-0.42428954377027395,-0.3909178564816023,0.5093074573655958,0.4528310234113376,-0.447564832442855,-0.3966760376940329,0.5037198181601596,0.4163145012538227,-0.4882425033800532,-0.43529658160553586,0.46926042302834003,-1.855649,-0.025528,0.033682
52.13,0.00057,-0.0035309999999999,-0.098221,-5.500000000000001e-05,2.5999999999999988e-05,0.000141,0.41588739806645514,-0.4658815118710651,-0.4441945036679164,0.4375744062696038,0.4466346563498467,-0.44256638558924016,-0.4192195674477608,0.4699814744913261,0.4759357700769241,-0.42428954377027395,-0.3909178564816023,0.5093074573655958,0.4528310234113376,-0.447564832442855,-0.3966760376940329,0.5037198181601596,-1.841298,-0.086529,0.012256
53.13,0.000622,-0.0037689999999999,-0.097978,4e-05,-9.000000000000009e-06,0.000144,0.40791821450915283,-0.4762961394403122,-0.4535862758391487,0.43062807811031634,0.41588739806645514,-0.4658815118710651,-0.4441945036679164,0.4375744062696038,0.4466346563498467,-0.44256638558924016,-0.4192195674477608,0.4699814744913261,0.4759357700769241,-0.42428954377027395,-0.3909178564816023,0.5093074573655958,-1.824605,-0.121334,-0.016674
54.14,0.000575,-0.0033309999999999,-0.097653,-5.300000000000001e-05,-3.800000000000001e-05,0.00015,0.4179441240969717,-0.46496470815392993,-0.4366346800972389,0.44627415215366273,0.40791821450915283,-0.4762961394403122,-0.4535862758391487,0.43062807811031634,0.41588739806645514,-0.4658815118710651,-0.4441945036679164,0.4375744062696038,0.4466346563498467,-0.44256638558924016,-0.4192195674477608,0.4699814744913261,-1.817052,-0.139965,-0.024673
55.14,-1.199999999999402e-05,-0.0029369999999999,-0.097648,-3.2000000000000005e-05,-1.200000000000001e-05,0.00016,0.43137945628801977,-0.45004411738080324,-0.4308071130802322,0.45061646058859084,0.4179441240969717,-0.46496470815392993,-0.4366346800972389,0.44627415215366273,0.40791821450915283,-0.4762961394403122,-0.4535862758391487,0.43062807811031634,0.41588739806645514,-0.4658815118710651,-0.4441945036679164,0.4375744062696038,-1.815826,-0.162537,-0.012707
56.14,-0.0001749999999999,-0.0028109999999999,-0.097991,1.299999999999999e-05,-4.000000000000009e-06,0.000149,0.4257636883379611,-0.4489605277202524,-0.43279624745313355,0.44192796860507993,0.43137945628801977,-0.45004411738080324,-0.4308071130802322,0.45061646058859084,0.4179441240969717,-0.46496470815392993,-0.4366346800972389,0.44627415215366273,0.40791821450915283,-0.4762961394403122,-0.4535862758391487,0.43062807811031634,-1.809532,-0.198775,0.000959
57.14,-0.0003469999999999,-0.0032579999999999,-0.097811,1.699999999999999e-05,9.99999999999991e-07,0.000146,0.4258377021928534,-0.4495611032093528,-0.4348061375709307,0.4405926678312755,0.4257636883379611,-0.4489605277202524,-0.43279624745313355,0.44192796860507993,0.43137945628801977,-0.45004411738080324,-0.4308071130802322,0.45061646058859084,0.4179441240969717,-0.46496470815392993,-0.4366346800972389,0.44627415215366273,-1.795758,-0.235262,0.003916
58.15,-0.0001339999999999,-0.0031429999999999,-0.09814,-5.2e-05,1.999999999999991e-06,0.000143,0.41661186190452976,-0.4515163007403758,-0.4293167599838329,0.43881140266107266,0.4258377021928534,-0.4495611032093528,-0.4348061375709307,0.4405926678312755,0.4257636883379611,-0.4489605277202524,-0.43279624745313355,0.44192796860507993,0.43137945628801977,-0.45004411738080324,-0.4308071130802322,0.45061646058859084,-1.783619,-0.262262,0.001241
59.15,-0.0002619999999999,-0.0033909999999999,-0.097774,3.5999999999999994e-05,1.399999999999999e-05,0.000164,0.42307853071728774,-0.4436282350746024,-0.4242147328555789,0.44249203293631123,0.41661186190452976,-0.4515163007403758,-0.4293167599838329,0.43881140266107266,0.4258377021928534,-0.4495611032093528,-0.4348061375709307,0.4405926678312755,0.4257636883379611,-0.4489605277202524,-0.43279624745313355,0.44192796860507993,-1.774582,-0.283309,-0.000414
60.15,-0.0001459999999999,-0.0031159999999999,-0.097606,-1.0470730132709871e-20,1.099999999999999e-05,0.000171,0.4373192935116473,-0.426180681456597,-0.4133874851238759,0.45011248984436836,0.42307853071728774,-0.4436282350746024,-0.4242147328555789,0.44249203293631123,0.41661186190452976,-0.4515163007403758,-0.4293167599838329,0.43881140266107266,0.4258377021928534,-0.4495611032093528,-0.4348061375709307,0.4405926678312755,-1.765179,-0.30863,-0.00091
61.15,-0.0001019999999999,-0.0029439999999999,-0.097789,-1.900000000000001e-05,1.799999999999999e-05,0.000165,0.44704924353328307,-0.4061315278114195,-0.4075813165221601,0.44559945482254243,0.4373192935116473,-0.426180681456597,-0.4133874851238759,0.45011248984436836,0.42307853071728774,-0.4436282350746024,-0.4242147328555789,0.44249203293631123,0.41661186190452976,-0.4515163007403758,-0.4293167599838329,0.43881140266107266,-1.750597,-0.345642,0.010121
62.16,0.000163,-0.0031239999999999,-0.098285,1.799999999999999e-05,3.699999999999999e-05,0.000146,0.426770582950465,-0.42768711325426756,-0.4354556613514941,0.4190020348532385,0.44704924353328307,-0.4061315278114195,-0.4075813165221601,0.44559945482254243,0.4373192935116473,-0.426180681456597,-0.4133874851238759,0.45011248984436836,0.42307853071728774,-0.4436282350746024,-0.4242147328555789,0.44249203293631123,-1.730603,-0.39199,0.018925
63.16,0.000112,-0.0037899999999999,-0.098306,6.999999999999992e-06,2.9999999999999925e-06,0.000123,0.3945765743313377,-0.45463690940446605,-0.45708408343013196,0.3921294003056718,0.426770582950465,-0.42768711325426756,-0.4354556613514941,0.4190020348532385,0.44704924353328307,-0.4061315278114195,-0.4075813165221601,0.44559945482254243,0.4373192935116473,-0.426180681456597,-0.4133874851238759,0.45011248984436836,-1.710822,-0.433773,0.005132
