Trajectory,NumSamples,Test_RMSE_V_North,Test_RMSE_V_East,Test_RMSE_V_Down,AvgTest_RMSE,TrainedOn,RemovalMethod
Trajectory15,924,0.10650263551902887,0.04539282996957059,0.04433323766998855,0.06540956771952934,"Trajectory13:100,Trajectory14:100",RangeRemoval
