Trajectory,NumSamples,Test_RMSE_b1,Test_RMSE_b2,Test_RMSE_b3,Test_RMSE_b4,AvgTest_RMSE,TrainedOn
Trajectory3,397,0.03922083482697582,0.04130201519394643,0.05172550264427534,0.0491084491062571,0.04533920044286367,"Trajectory1:30, Trajectory2:40"
