Time,ACC X_0,ACC Y_0,ACC Z_0,GYRO X_0,GYRO Y_0,GYRO Z_0,ACC X_1,ACC Y_1,ACC Z_1,GYRO X_1,GYRO Y_1,GYRO Z_1,DVL0_1,DVL0_2,DVL0_3,DVL0_4,DVL1_1,DVL1_2,DVL1_3,DVL1_4,V North,V East,V Down
2.01,-0.0001509999999999,-0.0047089999999999,-0.097752,5.299999999999999e-05,1.5999999999999986e-05,0.000216,3.700000000000598e-05,-0.0048269999999999,-0.097714,-4.000000000000014e-06,5.999999999999986e-06,0.000234,0.43134781769732605,-0.553689288449476,-0.3840182537552834,0.6010188523915185,0.43408732185115123,-0.5506543364190006,-0.37712685119991596,0.6076148070702361,-0.108849,2.043323,0.01102
3.01,0.000331,-0.0049519999999999,-0.097991,4.999999999999999e-05,3.099999999999999e-05,0.000219,-0.0001509999999999,-0.0047089999999999,-0.097752,5.299999999999999e-05,1.5999999999999986e-05,0.000216,0.4270429557496509,-0.5618186491468155,-0.3932440271402294,0.595617577756237,0.43134781769732605,-0.553689288449476,-0.3840182537552834,0.6010188523915185,-0.163959,2.038374,0.005619
4.01,0.000533,-0.0053599999999999,-0.097949,-2.800000000000001e-05,1.599999999999999e-05,0.000193,0.000331,-0.0049519999999999,-0.097991,4.999999999999999e-05,3.099999999999999e-05,0.000219,0.4317766671706988,-0.5567507954328804,-0.38642397211590135,0.602103490487678,0.4270429557496509,-0.5618186491468155,-0.3932440271402294,0.595617577756237,-0.214411,2.037046,-0.003496
5.01,0.000271,-0.0050719999999999,-0.097835,-7.000000000000012e-06,1.4999999999999989e-05,0.000198,0.000533,-0.0053599999999999,-0.097949,-2.800000000000001e-05,1.599999999999999e-05,0.000193,0.43712626785581027,-0.550020294595098,-0.37827842985098536,0.6088681325999229,0.4317766671706988,-0.5567507954328804,-0.38642397211590135,0.602103490487678,-0.251042,2.038733,-0.00352
6.02,0.000341,-0.0049809999999999,-0.097835,-2.400000000000001e-05,2.499999999999999e-05,0.000191,0.000271,-0.0050719999999999,-0.097835,-7.000000000000012e-06,1.4999999999999989e-05,0.000198,0.4284492249155529,-0.5576149354193941,-0.38691090508846976,0.5991532552464771,0.43712626785581027,-0.550020294595098,-0.37827842985098536,0.6088681325999229,-0.284658,2.037015,0.001858
7.02,0.000164,-0.0049709999999999,-0.097641,1.0999999999999988e-05,-3.0000000000000115e-06,0.000185,0.000341,-0.0049809999999999,-0.097835,-2.400000000000001e-05,2.499999999999999e-05,0.000191,0.4252071793657541,-0.5601437778250282,-0.38943190730518706,0.5959190498855953,0.4284492249155529,-0.5576149354193941,-0.38691090508846976,0.5991532552464771,-0.321367,2.028391,0.001627
8.02,0.000642,-0.0047969999999999,-0.097847,2.199999999999999e-05,1.1999999999999988e-05,0.000192,0.000164,-0.0049709999999999,-0.097641,1.0999999999999988e-05,-3.0000000000000115e-06,0.000185,0.4200862181419988,-0.5693812294517236,-0.4036234302012517,0.5858440173924707,0.4252071793657541,-0.5601437778250282,-0.38943190730518706,0.5959190498855953,-0.36494,2.017234,-0.001446
9.02,0.00018,-0.0053699999999999,-0.097948,-9.000000000000012e-06,7.999999999999988e-06,0.000188,0.000642,-0.0047969999999999,-0.097847,2.199999999999999e-05,1.1999999999999988e-05,0.000192,0.4152278215000392,-0.5762525203348331,-0.41612287968533235,0.5753574621495399,0.4200862181419988,-0.5693812294517236,-0.4036234302012517,0.5858440173924707,-0.414544,2.012218,-0.010017
10.03,0.0005,-0.0050129999999999,-0.097768,-2.300000000000001e-05,-8.000000000000011e-06,0.000189,0.00018,-0.0053699999999999,-0.097948,-9.000000000000012e-06,7.999999999999988e-06,0.000188,0.4179471770250048,-0.5805621035663018,-0.41701719722448766,0.5814920833668188,0.4152278215000392,-0.5762525203348331,-0.41612287968533235,0.5753574621495399,-0.463243,2.01323,-0.019004
11.03,0.000235,-0.0047319999999999,-0.097675,-4.400000000000001e-05,-2.0000000000000118e-06,0.000184,0.0005,-0.0050129999999999,-0.097768,-2.300000000000001e-05,-8.000000000000011e-06,0.000189,0.4288212396145696,-0.5630694615295677,-0.3969994978861929,0.5948912032579445,0.4179471770250048,-0.5805621035663018,-0.41701719722448766,0.5814920833668188,-0.501831,2.011989,-0.016915
12.03,-0.0004719999999999,-0.0052669999999999,-0.097556,1.4999999999999989e-05,-7.000000000000012e-06,0.000195,0.000235,-0.0047319999999999,-0.097675,-4.400000000000001e-05,-2.0000000000000118e-06,0.000184,0.4410933995905205,-0.5459301811698062,-0.37840482025544353,0.6086187605048832,0.4288212396145696,-0.5630694615295677,-0.3969994978861929,0.5948912032579445,-0.532698,2.002142,-0.003822
13.03,-0.0001749999999999,-0.0049139999999999,-0.09767,7.999999999999988e-06,1.6999999999999986e-05,0.000201,-0.0004719999999999,-0.0052669999999999,-0.097556,1.4999999999999989e-05,-7.000000000000012e-06,0.000195,0.44360619050048,-0.5398593661962826,-0.3750985964692029,0.6083669602275598,0.4410933995905205,-0.5459301811698062,-0.37840482025544353,0.6086187605048832,-0.563661,1.981932,0.014138
14.04,8.3000000000006e-05,-0.0052679999999999,-0.098093,6.299999999999999e-05,2.0999999999999985e-05,0.000204,-0.0001749999999999,-0.0049139999999999,-0.09767,7.999999999999988e-06,1.6999999999999986e-05,0.000201,0.43145640769234694,-0.5529071690543106,-0.3976130074956625,0.586750569250995,0.44360619050048,-0.5398593661962826,-0.3750985964692029,0.6083669602275598,-0.602523,1.956397,0.021763
15.04,-3.999999999999401e-05,-0.0059639999999999,-0.097853,7.999999999999988e-06,1.0999999999999988e-05,0.000198,8.3000000000006e-05,-0.0052679999999999,-0.098093,6.299999999999999e-05,2.0999999999999985e-05,0.000204,0.4157595346202175,-0.5783479582817874,-0.4224729756928229,0.5716345172091821,0.43145640769234694,-0.5529071690543106,-0.3976130074956625,0.586750569250995,-0.647451,1.934946,0.007985
16.04,0.000202,-0.0057839999999999,-0.097834,-1.3000000000000013e-05,9.999999999999987e-06,0.000192,-3.999999999999401e-05,-0.0059639999999999,-0.097853,7.999999999999988e-06,1.0999999999999988e-05,0.000198,0.4120283249389383,-0.5889791226917339,-0.4380932178419731,0.5629142297886992,0.4157595346202175,-0.5783479582817874,-0.4224729756928229,0.5716345172091821,-0.699177,1.925494,-0.009353
