Time,V North,V East,V Down
0.0,1.425806,0.405357,0.003379
1.0,1.429812,0.414916,0.015234
2.01,1.439869,0.423692,0.009983
3.01,,,
4.01,,0.476583,
5.01,,,
6.02,,,
7.02,,,
8.02,1.407519,0.511305,
9.02,1.401755,,
10.03,,,
11.03,,0.607486,-0.019656
12.03,,0.622212,
13.03,1.35962,0.620322,
14.04,1.356829,,
15.04,,0.639058,
16.04,,0.662339,
17.04,1.33466,,-0.010199
18.05,1.32462,0.698344,
19.05,1.311765,,
20.05,,,
21.05,,,
22.06,1.287318,,
23.06,,0.766566,
24.06,1.278092,0.778698,
25.06,1.265674,,
26.07,1.246596,,-0.024674
27.07,,,
28.07,,,0.007373
29.07,1.218297,,
30.08,1.21507,,0.024011
31.08,1.207615,0.877842,
32.08,,,
33.08,,,
34.09,,,
35.09,1.14893,0.968547,
36.09,,0.966175,0.028894
37.09,,,
38.1,,,
39.1,1.107557,1.007364,
40.1,,,
41.1,,,
42.11,,,
43.11,,,0.25645
44.11,,,
45.11,,,0.342359
46.12,0.678805,,
47.12,,,0.449704
48.12,,1.859267,
49.12,0.808245,,
50.13,,,0.494675
51.13,0.84854,,
52.13,,,
53.13,,2.215253,
54.14,0.92103,,0.16211
55.14,,,
56.14,0.969038,2.369338,
57.14,0.986842,2.397738,
58.15,,,0.053019
59.15,1.012124,,0.038421
60.15,,,
61.15,1.031906,,
62.16,,,
63.16,,,
64.16,,,
65.16,1.038439,,
66.17,,2.502589,0.018404
67.17,,,
68.17,1.028252,2.49871,
69.17,1.02921,,0.007624
70.18,,,
71.18,,2.500833,-0.009766
72.18,1.015065,2.507136,
73.18,,,-0.001493
74.19,,,
75.19,0.792483,,
76.19,,,
77.19,0.057538,,-0.026482
78.2,,,
79.2,,1.851592,
80.2,-0.872559,1.643669,
81.2,,,-0.021965
82.21,,,
83.21,,0.934925,
84.21,,,0.02196
85.21,,0.475147,0.012817
86.22,-1.720029,,
87.22,-1.779579,,
88.22,,-0.020775,0.006808
89.22,,,
90.23,,,
91.23,,,
92.23,,,
93.23,,,
