Time,ACC X_0,ACC Y_0,ACC Z_0,GYRO X_0,GYRO Y_0,GYRO Z_0,DVL0_1,DVL0_2,DVL0_3,DVL0_4,DVL1_1,DVL1_2,DVL1_3,DVL1_4,DVL2_1,DVL2_2,DVL2_3,DVL2_4,DVL3_1,DVL3_2,DVL3_3,DVL3_4,V North,V East,V Down
15.04,0.000322,-0.0019639999999999,-0.098147,2.5999999999999988e-05,1.799999999999999e-05,0.000147,0.3316814580751358,-0.39598621758355856,-0.34229386376464377,0.38537381189405057,0.33967314480156197,-0.3894467407687033,-0.3329683403255219,0.3961515452447434,0.3487978303441597,-0.37614637124531614,-0.31891817001690737,0.40602603157256845,0.3624019756797193,-0.36419002264466344,-0.31714799202178384,0.4094440063025989,1.349932,0.639058,0.002578
16.04,0.000293,-0.0021059999999999,-0.098021,-6.1000000000000005e-05,5.999999999999992e-06,0.000142,0.330378668323901,-0.39871515421506154,-0.3429361740810648,0.38615764845789774,0.3316814580751358,-0.39598621758355856,-0.34229386376464377,0.38537381189405057,0.33967314480156197,-0.3894467407687033,-0.3329683403255219,0.3961515452447434,0.3487978303441597,-0.37614637124531614,-0.31891817001690737,0.40602603157256845,1.341895,0.662339,-0.008433
17.04,0.000277,-0.0016039999999999,-0.097837,-8.511295254074104e-21,-1.0000000000000084e-06,0.000139,0.3263594385531173,-0.3995910714609295,-0.3427224799991965,0.3832280300148502,0.330378668323901,-0.39871515421506154,-0.3429361740810648,0.38615764845789774,0.3316814580751358,-0.39598621758355856,-0.34229386376464377,0.38537381189405057,0.33967314480156197,-0.3894467407687033,-0.3329683403255219,0.3961515452447434,1.33466,0.681787,-0.010199
18.05,0.000181,-0.0020539999999999,-0.097972,4.199999999999999e-05,-9.000000000000009e-06,0.000143,0.32871387054050966,-0.39862185629843266,-0.3431723295871473,0.3841633972517951,0.3263594385531173,-0.3995910714609295,-0.3427224799991965,0.3832280300148502,0.330378668323901,-0.39871515421506154,-0.3429361740810648,0.38615764845789774,0.3316814580751358,-0.39598621758355856,-0.34229386376464377,0.38537381189405057,1.32462,0.698344,-0.00813
19.05,0.000113,-0.0019769999999999,-0.098033,1.299999999999999e-05,-9.000000000000009e-06,0.00014,0.3356060682738118,-0.39062620199554304,-0.3404219439677297,0.38581032630162515,0.32871387054050966,-0.39862185629843266,-0.3431723295871473,0.3841633972517951,0.3263594385531173,-0.3995910714609295,-0.3427224799991965,0.3832280300148502,0.330378668323901,-0.39871515421506154,-0.3429361740810648,0.38615764845789774,1.311765,0.717162,-0.00723
20.05,-2.199999999999401e-05,-0.0018549999999999,-0.097878,-2.8000000000000006e-05,-6.000000000000008e-06,0.00013,0.34290683733623056,-0.385149489823673,-0.33041099659035444,0.39764533056954915,0.3356060682738118,-0.39062620199554304,-0.3404219439677297,0.38581032630162515,0.32871387054050966,-0.39862185629843266,-0.3431723295871473,0.3841633972517951,0.3263594385531173,-0.3995910714609295,-0.3427224799991965,0.3832280300148502,1.2996,0.738162,-0.004939
21.05,-0.0001319999999999,-0.0020849999999999,-0.097867,3.999999999999992e-06,-1.0000000000000078e-06,0.000129,0.34445772455478296,-0.3823178563491994,-0.3184507042437597,0.40832487666022266,0.34290683733623056,-0.385149489823673,-0.33041099659035444,0.39764533056954915,0.3356060682738118,-0.39062620199554304,-0.3404219439677297,0.38581032630162515,0.32871387054050966,-0.39862185629843266,-0.3431723295871473,0.3841633972517951,1.291668,0.753264,0.001757
22.06,-0.0001129999999999,-0.0019309999999999,-0.097912,-1.600000000000001e-05,1.1999999999999992e-05,0.00014,0.3397728554923308,-0.3888431776714297,-0.3176359918914559,0.4109800412723046,0.34445772455478296,-0.3823178563491994,-0.3184507042437597,0.40832487666022266,0.34290683733623056,-0.385149489823673,-0.33041099659035444,0.39764533056954915,0.3356060682738118,-0.39062620199554304,-0.3404219439677297,0.38581032630162515,1.287318,0.760484,0.010091
23.06,8.100000000000601e-05,-0.0017959999999999,-0.097998,1.999999999999999e-05,2.099999999999999e-05,0.000157,0.31999293997670497,-0.40793659933228765,-0.3325127259439646,0.39541681336502804,0.3397728554923308,-0.3888431776714297,-0.3176359918914559,0.4109800412723046,0.34445772455478296,-0.3823178563491994,-0.3184507042437597,0.40832487666022266,0.34290683733623056,-0.385149489823673,-0.33041099659035444,0.39764533056954915,1.284245,0.766566,0.009066
24.06,0.000302,-0.0019139999999999,-0.098237,2.899999999999999e-05,5.999999999999991e-06,0.000159,0.3033205319180483,-0.4220767842816038,-0.3504764779175757,0.3749208382820764,0.31999293997670497,-0.40793659933228765,-0.3325127259439646,0.39541681336502804,0.3397728554923308,-0.3888431776714297,-0.3176359918914559,0.4109800412723046,0.34445772455478296,-0.3823178563491994,-0.3184507042437597,0.40832487666022266,1.278092,0.778698,-0.004792
25.06,7.8000000000006e-05,-0.0019569999999999,-0.09801,3.0999999999999995e-05,-1.900000000000001e-05,0.000161,0.30439481710453914,-0.4233351047084691,-0.3612268587806827,0.36650306303232555,0.3033205319180483,-0.4220767842816038,-0.3504764779175757,0.3749208382820764,0.31999293997670497,-0.40793659933228765,-0.3325127259439646,0.39541681336502804,0.3397728554923308,-0.3888431776714297,-0.3176359918914559,0.4109800412723046,1.265674,0.799301,-0.019697
26.07,-0.0001079999999999,-0.0023449999999999,-0.097866,2.0999999999999992e-05,-3.600000000000001e-05,0.000135,0.3199617996398765,-0.4070300715417089,-0.34982255916146693,0.3771693120201185,0.30439481710453914,-0.4233351047084691,-0.3612268587806827,0.36650306303232555,0.3033205319180483,-0.4220767842816038,-0.3504764779175757,0.3749208382820764,0.31999293997670497,-0.40793659933228765,-0.3325127259439646,0.39541681336502804,1.246596,0.82868,-0.024674
27.07,-0.0006179999999999,-0.0022309999999999,-0.097668,-6.000000000000001e-05,-2.700000000000001e-05,0.000117,0.3351718989411567,-0.39264696465116034,-0.3284398954052015,0.39937896818711555,0.3199617996398765,-0.4070300715417089,-0.34982255916146693,0.3771693120201185,0.30439481710453914,-0.4233351047084691,-0.3612268587806827,0.36650306303232555,0.3033205319180483,-0.4220767842816038,-0.3504764779175757,0.3749208382820764,1.229765,0.854757,-0.013885
28.07,-0.0007919999999999,-0.0015989999999999,-0.097735,-2.700000000000001e-05,2.999999999999992e-06,0.000133,0.3443506929144458,-0.3801010012028725,-0.3067413206100732,0.4177103735072451,0.3351718989411567,-0.39264696465116034,-0.3284398954052015,0.39937896818711555,0.3199617996398765,-0.4070300715417089,-0.34982255916146693,0.3771693120201185,0.30439481710453914,-0.4233351047084691,-0.3612268587806827,0.36650306303232555,1.222418,0.865532,0.007373
29.07,-0.0006379999999999,-0.0019149999999999,-0.097857,2.5999999999999988e-05,2.099999999999999e-05,0.000148,0.3374282849936834,-0.38648439810757323,-0.29979700065240794,0.4241156824488487,0.3443506929144458,-0.3801010012028725,-0.3067413206100732,0.4177103735072451,0.3351718989411567,-0.39264696465116034,-0.3284398954052015,0.39937896818711555,0.3199617996398765,-0.4070300715417089,-0.34982255916146693,0.3771693120201185,1.218297,0.866412,0.024502
30.08,-0.0004069999999999,-0.0020789999999999,-0.09815,2.199999999999999e-05,3.399999999999999e-05,0.000161,0.30835852841800515,-0.41590374755983406,-0.3246606853016851,0.39960159067615403,0.3374282849936834,-0.38648439810757323,-0.29979700065240794,0.4241156824488487,0.3443506929144458,-0.3801010012028725,-0.3067413206100732,0.4177103735072451,0.3351718989411567,-0.39264696465116034,-0.3284398954052015,0.39937896818711555,1.21507,0.866146,0.024011
31.08,-0.0001399999999999,-0.0023939999999999,-0.098263,3.799999999999999e-05,1.199999999999999e-05,0.000169,0.29050433066149445,-0.43710861932917544,-0.35501730767793505,0.37259564231273484,0.30835852841800515,-0.41590374755983406,-0.3246606853016851,0.39960159067615403,0.3374282849936834,-0.38648439810757323,-0.29979700065240794,0.4241156824488487,0.3443506929144458,-0.3801010012028725,-0.3067413206100732,0.4177103735072451,1.207615,0.877842,0.002028
32.08,-0.0001809999999999,-0.0022379999999999,-0.09799,-4.4000000000000006e-05,-1.600000000000001e-05,0.000146,0.29299746745266586,-0.43417330609493865,-0.35943807730024097,0.36773269624736354,0.29050433066149445,-0.43710861932917544,-0.35501730767793505,0.37259564231273484,0.30835852841800515,-0.41590374755983406,-0.3246606853016851,0.39960159067615403,0.3374282849936834,-0.38648439810757323,-0.29979700065240794,0.4241156824488487,1.193695,0.903114,-0.024606
33.08,-0.0005059999999999,-0.0018839999999999,-0.097742,-7.000000000000008e-06,-3.100000000000001e-05,0.000142,0.32008347304053875,-0.4106620611570276,-0.3345702278158155,0.3961753063817508,0.29299746745266586,-0.43417330609493865,-0.35943807730024097,0.36773269624736354,0.29050433066149445,-0.43710861932917544,-0.35501730767793505,0.37259564231273484,0.30835852841800515,-0.41590374755983406,-0.3246606853016851,0.39960159067615403,1.176965,0.931326,-0.029896
34.09,-0.0008339999999999,-0.0015899999999999,-0.097617,-2.700000000000001e-05,-5.000000000000009e-06,0.000139,0.3386979040966107,-0.38723523499712864,-0.3068820521533923,0.4190510869403471,0.32008347304053875,-0.4106620611570276,-0.3345702278158155,0.3961753063817508,0.29299746745266586,-0.43417330609493865,-0.35943807730024097,0.36773269624736354,0.29050433066149445,-0.43710861932917544,-0.35501730767793505,0.37259564231273484,1.162062,0.955321,-0.009607
35.09,-0.0008299999999999,-0.0016059999999999,-0.097802,1.9999999999999914e-06,6.999999999999992e-06,0.000137,0.33642346804780193,-0.3844204482493846,-0.29103649616526317,0.42980742013192336,0.3386979040966107,-0.38723523499712864,-0.3068820521533923,0.4190510869403471,0.32008347304053875,-0.4106620611570276,-0.3345702278158155,0.3961753063817508,0.29299746745266586,-0.43417330609493865,-0.35943807730024097,0.36773269624736354,1.14893,0.968547,0.017021
36.09,-0.0006839999999999,-0.0016739999999999,-0.097998,7.599999999999999e-05,2.699999999999999e-05,0.000151,0.3207669756457312,-0.39800104835372735,-0.30038434722073803,0.41838367677872057,0.33642346804780193,-0.3844204482493846,-0.29103649616526317,0.42980742013192336,0.3386979040966107,-0.38723523499712864,-0.3068820521533923,0.4190510869403471,0.32008347304053875,-0.4106620611570276,-0.3345702278158155,0.3961753063817508,1.14159,0.966175,0.028894
37.09,-0.0002609999999999,-0.0022469999999999,-0.098163,1.699999999999999e-05,2.499999999999999e-05,0.000156,0.3040143850788067,-0.4210160922050404,-0.3241728064272991,0.40085767085654805,0.3207669756457312,-0.39800104835372735,-0.30038434722073803,0.41838367677872057,0.33642346804780193,-0.3844204482493846,-0.29103649616526317,0.42980742013192336,0.3386979040966107,-0.38723523499712864,-0.3068820521533923,0.4190510869403471,1.134157,0.964386,0.018698
38.1,-1.7999999999993987e-05,-0.0022119999999999,-0.098237,-1.000000000000001e-05,3.999999999999991e-06,0.000147,0.296787378608906,-0.4267443463698571,-0.3361923959191587,0.38733932905960444,0.3040143850788067,-0.4210160922050404,-0.3241728064272991,0.40085767085654805,0.3207669756457312,-0.39800104835372735,-0.30038434722073803,0.41838367677872057,0.33642346804780193,-0.3844204482493846,-0.29103649616526317,0.42980742013192336,1.122229,0.979189,-0.003989
39.1,-0.0006819999999999,-0.0020259999999999,-0.097916,-0.000324,-3.000000000000009e-06,0.0001479999999999,0.12722827030588826,-0.6037558632708656,-0.5076634099830312,0.22332072359372265,0.296787378608906,-0.4267443463698571,-0.3361923959191587,0.38733932905960444,0.3040143850788067,-0.4210160922050404,-0.3241728064272991,0.40085767085654805,0.3207669756457312,-0.39800104835372735,-0.30038434722073803,0.41838367677872057,1.107557,1.007364,-0.019966
40.1,-0.0011999999999999,0.000591,-0.100264,0.001476,-0.000794,0.000139,-0.024882818875263828,-0.802514089293507,-0.6508750923815981,0.12675617803664502,0.12722827030588826,-0.6037558632708656,-0.5076634099830312,0.22332072359372265,0.296787378608906,-0.4267443463698571,-0.3361923959191587,0.38733932905960444,0.3040143850788067,-0.4210160922050404,-0.3241728064272991,0.40085767085654805,1.076681,1.013824,-0.027511
41.1,-0.0122609999999999,-0.0101269999999999,-0.094243,-0.001399,-0.001182,0.0006929999999999,0.026561207518401474,-0.7657264017467112,-0.4905301189355023,0.30175749032961047,-0.024882818875263828,-0.802514089293507,-0.6508750923815981,0.12675617803664502,0.12722827030588826,-0.6037558632708656,-0.5076634099830312,0.22332072359372265,0.296787378608906,-0.4267443463698571,-0.3361923959191587,0.38733932905960444,1.128904,1.101538,0.000628
42.11,-0.0204499999999999,0.01185,-0.092397,-1.000000000000091e-06,-0.000349,0.001487,0.1170850519521522,-0.6649867107216234,-0.2995930667467141,0.48247869592706155,0.026561207518401474,-0.7657264017467112,-0.4905301189355023,0.30175749032961047,-0.024882818875263828,-0.802514089293507,-0.6508750923815981,0.12675617803664502,0.12722827030588826,-0.6037558632708656,-0.5076634099830312,0.22332072359372265,1.168253,1.165098,0.158418
43.11,-0.0205139999999999,-0.0013469999999999,-0.095716,0.002182,-3.90000000000001e-05,0.001675,0.13820938865337504,-0.6621779658151942,-0.34607886445375785,0.45430849001481133,0.1170850519521522,-0.6649867107216234,-0.2995930667467141,0.48247869592706155,0.026561207518401474,-0.7657264017467112,-0.4905301189355023,0.30175749032961047,-0.024882818875263828,-0.802514089293507,-0.6508750923815981,0.12675617803664502,1.068346,1.229411,0.25645
