Trajectory,NumSamples,Test_RMSE_b1,Test_RMSE_b2,Test_RMSE_b3,Test_RMSE_b4,AvgTest_RMSE,TrainedOn,MissingPercentage
Trajectory3,360,0.049694047792359974,0.08971271842462737,0.07377891553707237,0.11019687733440575,0.08084563977211637,"Trajectory1:30, Trajectory2:40",b1_20-b2_15-b3_10-b4_5
