Time,ACC X_0,ACC Y_0,ACC Z_0,GYRO X_0,GYRO Y_0,GYRO Z_0,ACC X_1,ACC Y_1,ACC Z_1,GYRO X_1,GYRO Y_1,GYRO Z_1,DVL0_1,DVL0_2,DVL0_3,DVL0_4,DVL1_1,DVL1_2,DVL1_3,DVL1_4,V North,V East,V Down
2.01,0.031096,0.005046,-0.093355,-0.0012859999999999,-6.599999999999984e-05,-0.002621,0.028317,-0.0140799999999999,-0.09296,0.002408,0.000319,-0.00204,0.4790608511817605,-0.29507014499208867,-0.5520208300412703,0.22211016613257875,0.5234943205234712,-0.2908249201739166,-0.6277994296914797,0.18651981100590803,-1.461029,0.856127,-0.567698
3.01,0.028861,-0.0045429999999999,-0.091286,0.002065,0.000104,-0.002236,0.031096,0.005046,-0.093355,-0.0012859999999999,-6.599999999999984e-05,-0.002621,0.5039070107008283,-0.2485892827804786,-0.5094631374193289,0.2430331560619778,0.4790608511817605,-0.29507014499208867,-0.5520208300412703,0.22211016613257875,-1.097709,1.137405,-0.522402
4.01,0.030982,-0.0018039999999999,-0.095695,-0.0005859999999999,0.000108,-0.002294,0.028861,-0.0045429999999999,-0.091286,0.002065,0.000104,-0.002236,0.46282604595423227,-0.2813731198070924,-0.5027209767180874,0.24147818904323728,0.5039070107008283,-0.2485892827804786,-0.5094631374193289,0.2430331560619778,-0.743507,1.357531,-0.500995
5.01,0.0301,-0.0007339999999999,-0.091024,0.0017,3.800000000000014e-05,-0.002166,0.030982,-0.0018039999999999,-0.095695,-0.0005859999999999,0.000108,-0.002294,0.5156387031965104,-0.23679117425894267,-0.4502229992219642,0.3022068782334888,0.46282604595423227,-0.2813731198070924,-0.5027209767180874,0.24147818904323728,-0.378788,1.461159,-0.492914
6.02,0.031544,-0.0064489999999999,-0.094785,0.000461,7.600000000000013e-05,-0.002051,0.0301,-0.0007339999999999,-0.091024,0.0017,3.800000000000014e-05,-0.002166,0.5242409224579581,-0.23128521662218315,-0.44929048892252904,0.30623565015761217,0.5156387031965104,-0.23679117425894267,-0.4502229992219642,0.3022068782334888,-0.025702,1.536186,-0.460851
7.02,0.031454,-0.0001649999999999,-0.091004,0.000758,5.300000000000013e-05,-0.002095,0.031544,-0.0064489999999999,-0.094785,0.000461,7.600000000000013e-05,-0.002051,0.5745464732731151,-0.19780575796974248,-0.41741775994600694,0.35493447129685063,0.5242409224579581,-0.23128521662218315,-0.44929048892252904,0.30623565015761217,0.294352,1.52012,-0.454044
8.02,0.032843,-0.0066619999999999,-0.093003,0.000869,5.600000000000012e-05,-0.00199,0.031454,-0.0001649999999999,-0.091004,0.000758,5.300000000000013e-05,-0.002095,0.6032413089186339,-0.184539797013756,-0.42911028443413785,0.3586708214982521,0.5745464732731151,-0.19780575796974248,-0.41741775994600694,0.35493447129685063,0.606082,1.456808,-0.443183
9.02,0.032441,-0.0033449999999999,-0.090999,0.000372,3.700000000000012e-05,-0.002045,0.032843,-0.0066619999999999,-0.093003,0.000869,5.600000000000012e-05,-0.00199,0.6043253941245549,-0.19156660481983118,-0.4571694514364132,0.3387225475079728,0.6032413089186339,-0.184539797013756,-0.42911028443413785,0.3586708214982521,0.891983,1.346948,-0.43237
10.03,0.033763,-0.0078449999999999,-0.092622,0.001027,-0.0001069999999999,-0.001992,0.032441,-0.0033449999999999,-0.090999,0.000372,3.700000000000012e-05,-0.002045,0.6554777795440696,-0.1509037970667282,-0.4490832877144699,0.3572982888963278,0.6043253941245549,-0.19156660481983118,-0.4571694514364132,0.3387225475079728,1.132634,1.18117,-0.449063
11.03,0.033381,-0.0043319999999999,-0.090863,0.000468,4.300000000000013e-05,-0.001982,0.033763,-0.0078449999999999,-0.092622,0.001027,-0.0001069999999999,-0.001992,0.6435565625076216,-0.16129438208644278,-0.4946862418657341,0.3101647027283302,0.6554777795440696,-0.1509037970667282,-0.4490832877144699,0.3572982888963278,1.34423,0.987804,-0.436091
12.03,0.034379,-0.0067699999999999,-0.092927,0.000777,-0.0001459999999999,-0.001948,0.033381,-0.0043319999999999,-0.090863,0.000468,4.300000000000013e-05,-0.001982,0.6477966582189049,-0.16223219921851428,-0.5009229316625877,0.30910592577483137,0.6435565625076216,-0.16129438208644278,-0.4946862418657341,0.3101647027283302,1.491609,0.761055,-0.448165
13.03,0.033407,-0.0073699999999999,-0.091083,0.000349,-8.299999999999989e-05,-0.001683,0.034379,-0.0067699999999999,-0.092927,0.000777,-0.0001459999999999,-0.001948,0.6670914792680142,-0.20048160414210667,-0.432764454443254,0.4348086289668668,0.6477966582189049,-0.16223219921851428,-0.5009229316625877,0.30910592577483137,1.594918,0.517542,-0.43813
14.04,0.033364,-0.0012719999999999,-0.092308,0.000362,-1.5999999999999955e-05,-0.000716,0.033407,-0.0073699999999999,-0.091083,0.000349,-8.299999999999989e-05,-0.001683,0.6294879664313092,-0.3054271721045757,-0.4478067918341761,0.4871083467017087,0.6670914792680142,-0.20048160414210667,-0.432764454443254,0.4348086289668668,1.724697,0.237581,-0.455493
15.04,0.033502,-0.0061369999999999,-0.092394,0.00056,-4.8e-05,-5.399999999999997e-05,0.033364,-0.0012719999999999,-0.092308,0.000362,-1.5999999999999955e-05,-0.000716,0.6362051281583002,-0.3642551812935722,-0.4515950089072035,0.5488653005446689,0.6294879664313092,-0.3054271721045757,-0.4478067918341761,0.4871083467017087,1.844406,0.02754,-0.47906
16.04,0.032277,-0.0050179999999999,-0.092589,-0.000336,-5.100000000000001e-05,0.0001729999999999,0.033502,-0.0061369999999999,-0.092394,0.00056,-4.8e-05,-5.399999999999997e-05,0.646496832084612,-0.4147922038562521,-0.46273715593451453,0.5985518800063495,0.6362051281583002,-0.3642551812935722,-0.4515950089072035,0.5488653005446689,1.958482,-0.092413,-0.523517
17.04,0.031523,-0.0035129999999999,-0.093045,-0.000127,-2.100000000000001e-05,0.000211,0.032277,-0.0050179999999999,-0.092589,-0.000336,-5.100000000000001e-05,0.0001729999999999,0.6663357925591553,-0.44242163314040683,-0.4909349895246432,0.6178224361749189,0.646496832084612,-0.4147922038562521,-0.46273715593451453,0.5985518800063495,2.072583,-0.1468,-0.562726
18.05,0.031321,-0.0028709999999999,-0.093205,2.9999999999999925e-06,-2.6000000000000005e-05,0.000124,0.031523,-0.0035129999999999,-0.093045,-0.000127,-2.100000000000001e-05,0.000211,0.7014898752128179,-0.4456012321990375,-0.5036478928558005,0.6434432145560548,0.6663357925591553,-0.44242163314040683,-0.4909349895246432,0.6178224361749189,2.17397,-0.153195,-0.598224
19.05,0.031144,-0.0019619999999999,-0.093012,-0.000143,-9.000000000000004e-06,4.3e-05,0.031321,-0.0028709999999999,-0.093205,2.9999999999999925e-06,-2.6000000000000005e-05,0.000124,0.7360281229105956,-0.45218589723907077,-0.5177044347178712,0.6705095854317951,0.7014898752128179,-0.4456012321990375,-0.5036478928558005,0.6434432145560548,2.265641,-0.144605,-0.622809
