Time,V North,V East,V Down
0.0,-1.929191,-0.641182,0.006672
1.0,-1.989434,-0.476583,0.004822
2.01,-2.037641,-0.309663,0.009325
3.01,,,0.017127
4.01,,,0.025785
5.01,-2.124815,,0.025236
6.02,,,
7.02,,0.146749,
8.02,,,
9.02,-2.206749,,-0.004531
10.03,,,-0.002442
11.03,,,
12.03,,0.101236,0.022089
13.03,,,
14.04,-1.775735,,-0.037497
15.04,,,-0.061752
16.04,-1.094613,,
17.04,,,
18.05,,-1.505276,0.011289
19.05,,-1.641513,
20.05,,,
21.05,,,
22.06,,-1.790502,-0.007875
23.06,0.835383,,
24.06,,,
25.06,,-1.86646,0.010532
26.07,1.266672,-1.905228,
27.07,,,-0.007797
28.07,1.248549,,0.000876
29.07,1.133686,-2.14182,
30.08,,,
31.08,,-2.285249,
32.08,,-2.314753,-0.003943
33.08,,,
34.09,,,
35.09,,-2.357424,0.004209
36.09,-0.138979,,0.007683
37.09,,-2.36121,
38.1,,,
39.1,-0.305034,,-0.006532
40.1,-0.292011,,
41.1,,,
42.11,-0.173104,,0.015002
43.11,0.213508,,-0.048194
44.11,,,
45.11,,,0.00852
46.12,,,
47.12,1.553047,,
48.12,,,
49.12,,,-0.046812
50.13,,-1.413088,
51.13,,,
52.13,,,
53.13,,,
54.14,,,
55.14,1.581688,-1.318021,
56.14,,-1.292691,0.0016
57.14,1.554887,,
58.15,1.538438,,0.034999
59.15,,,
60.15,,,0.006323
61.15,,-1.220035,
62.16,,,
63.16,1.456326,,
64.16,1.439254,-1.196331,
65.16,,-1.190896,0.031035
66.17,1.41013,-1.170558,
67.17,,-1.144164,-0.007757
68.17,,-1.125727,5.1e-05
69.17,1.33607,,0.015632
70.18,,-1.174568,0.018715
71.18,,,
72.18,,-1.361777,-0.025192
73.18,,,
74.19,,,-0.018121
75.19,-0.102608,,
76.19,-0.349265,,0.013945
77.19,,,0.022261
78.2,,-1.272747,0.027111
79.2,,-1.21634,
80.2,,,
81.2,-1.225516,-1.087942,
82.21,,-1.034233,-0.007242
83.21,-1.276432,,0.010564
84.21,,,
85.21,-1.183538,-1.213948,
86.22,-1.075272,,0.010495
87.22,,-1.432608,-0.014628
88.22,,,
89.22,-0.62059,-1.60304,
90.23,,-1.681485,
91.23,-0.201192,,0.024753
92.23,,,0.001511
93.23,,-1.720239,
94.24,0.379095,,-0.032202
95.24,,,-0.01327
96.24,,,
97.24,,,0.017672
98.25,0.898927,-1.390698,
99.25,0.973935,-1.303086,
100.25,,,
101.25,,,
102.26,,,
103.26,,,0.005808
104.26,1.166586,,
105.26,,-0.951564,
106.27,,,
107.27,1.209055,-0.898115,
108.27,,,-0.00784
109.27,1.237636,,
110.28,,-0.852003,
111.28,,-0.840243,-0.017927
112.28,,-0.838152,
113.28,,,
114.29,1.254921,,
115.29,,-0.817151,
116.29,1.271453,,-0.007734
117.29,,-0.808054,-0.003749
118.3,1.266757,,-0.004039
119.3,,,
120.3,,,
121.3,,,
122.31,,-0.78259,
123.31,,,
124.31,1.293308,,-0.009759
125.31,1.301552,,-0.013264
126.32,,,
127.32,1.319055,,
128.32,,,
129.32,,,
130.33,1.337834,,
