ID,Trajectory,Learning Rate 1,Learning Rate 2,Stacking Count,6(),4(),Best RMSE Loss,Time Taken,File Name
1,0,0.0012,0.0005,1,1,3,0.556258398089149,53.68698716163635,
2,0,0.0012,0.0005,1,1,4,0.4861880758997447,56.663795948028564,
3,0,0.0012,0.0005,1,1,5,0.4263942531238325,134.18554854393005,
4,0,0.0012,0.0005,1,2,2,0.6138008972918084,150.04754066467285,
5,1,0.0012,0.0005,1,1,3,0.21110181039485995,55.1667582988739,
6,9,0.0012,0.0005,1,1,3,0.5663269446452698,55.052048444747925,
7,9,0.0012,0.0005,1,1,4,0.46671616775651503,84.37991046905518,
8,9,0.0012,0.0005,1,1,5,0.2970739037619624,110.61537313461304,
9,9,0.0012,0.0005,1,2,2,0.4081892455556373,51.779820919036865,
