ID,Trajectory,Learning Rate,Stacking Count,6(),4(),Best RMSE Loss,Time Taken,Epochs
1,0,0.0012,1,1,3,0.14985174026338483,59.02817153930664,100
2,0,0.0012,1,1,4,0.12519544829052448,65.27338862419128,100
3,0,0.0012,1,1,5,0.12185030561135267,65.14192581176758,100
4,0,0.0012,1,2,2,0.09500855942144726,60.45974898338318,100
5,9,0.0012,1,1,3,0.019340332302928084,60.8622989654541,100
6,9,0.0012,1,1,4,0.021302454900058256,66.86743712425232,100
7,9,0.0012,1,1,5,0.022026250994232652,66.39945483207703,100
8,9,0.0012,1,2,2,0.006767870078335861,61.81891131401062,100
