ID,Trajectory,Learning Rate 1,Learning Rate 2,Stacking Count,6(),4(),Best RMSE Loss,Time Taken,File Name
1,9,0.0012,0.0005,1,1,3,0.5663269446452698,51.639941930770874,
2,9,0.0012,0.0005,1,1,4,0.46671616775651503,50.762388467788696,
3,9,0.0012,0.0005,1,1,5,0.2970739037619624,52.64354181289673,
4,9,0.0012,0.0005,1,2,2,0.4081892455556373,56.38298773765564,
