ID,Trajectory,Learning Rate,Stacking Count,6(),4(),Best RMSE Loss,Time Taken,Epochs
1,9,0.0012,1,1,3,0.019340332302928084,60.81006932258606,100
2,9,0.0012,1,1,4,0.021302454900058256,62.18023204803467,100
3,9,0.0012,1,1,5,0.022026250994232652,66.71998596191406,100
4,9,0.0012,1,2,2,0.006767870078335861,63.469321489334106,100
