Trajectory,NumSamples,Test_RMSE_b1,Test_RMSE_b2,Test_RMSE_b3,Test_RMSE_b4,AvgTest_RMSE,TrainedOn
Trajectory3,397,0.03417942662418584,0.053919336619474116,0.059969547492033516,0.04287675623154477,0.04773626674180956,"Trajectory1:30, Trajectory2:40"
