Trajectory,NumSamples,Test_RMSE_b1,Test_RMSE_b2,Test_RMSE_b3,Test_RMSE_b4,AvgTest_RMSE,TrainedOn
Trajectory3,396,0.04777798877682122,0.04035281343974226,0.06908112065466876,0.05047889692103227,0.051922704948066126,"Trajectory1, Trajectory2"
