Time [s],ACC X [m/s^2],ACC Y [m/s^2],ACC Z [m/s^2],GYRO X [rad/s],GYRO Y [rad/s],GYRO Z [rad/s]
11:21:10.002,0.031628516,-1.0141456,-9.90282,-2.0677109,0.9789243,-3.5840793
11:21:10.012,0.027076455,-1.0617572,-9.842801,-2.548966,1.1596608,-3.658516
11:21:10.022,0.008409669,-1.2516279,-9.897564,-2.565466,1.2602935,-3.737212
11:21:10.032,0.010492468,-1.272815,-9.92523,-2.4557154,1.5428296,-3.803215
11:21:10.042,0.03369141,-1.1063005,-9.872909,-2.511987,1.7463329,-3.8603868
11:21:10.052,0.03021685,-1.0643276,-9.859489,-2.4061458,1.8820566,-3.8200953
11:21:10.062,0.027853515,-1.1195904,-9.866419,-2.2746446,2.0888748,-3.8269823
11:21:10.072,0.03279293,-1.1787405,-9.854941,-2.1973138,2.290422,-3.8183656
11:21:10.082,0.04310301,-1.1618952,-9.840473,-2.102858,2.5212946,-3.8305547
11:21:10.092,0.056296837,-1.1056669,-9.846903,-2.0013292,2.7104583,-3.7518234
11:21:10.102,0.058134448,-1.0650705,-9.862931,-1.9424654,2.9140666,-3.7055433
11:21:10.112,0.06990315,-1.0826237,-9.8452835,-1.8659438,3.1204672,-3.60219
11:21:10.122,0.07040478,-1.0976542,-9.831268,-1.8485487,3.3066602,-3.503007
11:21:10.132,0.08160701,-1.087171,-9.822104,-1.8727912,3.4685261,-3.4494066
11:21:10.142,0.08096675,-1.0541531,-9.822311,-1.9844234,3.65205,-3.2916524
11:21:10.152,0.09165889,-1.0305258,-9.812918,-2.125254,3.8075533,-3.1774943
11:21:10.162,0.101283364,-1.0299935,-9.802153,-2.1799793,3.9342515,-3.0326436
11:21:10.172,0.10158341,-1.0260193,-9.797176,-2.2604897,4.063942,-2.8611996
11:21:10.182,0.118530154,-1.0204321,-9.791506,-2.3052032,4.170337,-2.6893263
11:21:10.192,0.11631021,-0.9927455,-9.776536,-2.4001718,4.253719,-2.4984288
11:21:10.203,0.12991107,-0.9718062,-9.767548,-2.5246027,4.343418,-2.3367705
11:21:10.212,0.13446397,-0.96131766,-9.74546,-2.5571587,4.412865,-2.1339705
11:21:10.222,0.13566254,-0.95720196,-9.746233,-2.6206164,4.4621816,-1.9323323
11:21:10.232,0.16239251,-0.9399823,-9.72735,-2.7274256,4.493532,-1.7462023
11:21:10.242,0.1633801,-0.9209588,-9.725483,-2.7784023,4.4586945,-1.5666223
11:21:10.252,0.17106575,-0.9136672,-9.705002,-2.8623445,4.4794602,-1.3264449
11:21:10.262,0.18368962,-0.8964638,-9.689484,-2.934233,4.401838,-1.1711959
11:21:10.272,0.18615757,-0.88344085,-9.673044,-2.9870398,4.343107,-0.96879125
11:21:10.282,0.1963187,-0.87293273,-9.672172,-3.0726426,4.3193293,-0.7559106
11:21:10.292,0.20646444,-0.86688876,-9.647522,-3.1776588,4.2342286,-0.544285
11:21:10.302,0.209247,-0.8415086,-9.640201,-3.2759564,4.1464653,-0.3696379
11:21:10.312,0.21148899,-0.8314523,-9.625514,-3.3439834,4.0157857,-0.17134212
11:21:10.322,0.21426292,-0.8148188,-9.617548,-3.4899695,3.8837988,0.028715963
11:21:10.332,0.22852603,-0.8008263,-9.602292,-3.5802314,3.7351458,0.26184434
11:21:10.342,0.22815558,-0.7924419,-9.591211,-3.729788,3.5922275,0.42214373
11:21:10.352,0.24773099,-0.77289367,-9.591575,-3.8050425,3.4357188,0.6399272
11:21:10.362,0.24325493,-0.7652391,-9.581475,-3.9370537,3.2397277,0.80509937
11:21:10.372,0.25476104,-0.7504684,-9.574875,-4.06217,3.0293143,1.0427524
11:21:10.382,0.27081287,-0.7434012,-9.567917,-4.1637545,2.8517816,1.1451558
11:21:10.392,0.2596255,-0.73251194,-9.565324,-4.2474723,2.6361244,1.359618
11:21:10.402,0.2678497,-0.7184788,-9.565455,-4.342445,2.4081788,1.5154495
11:21:10.412,0.28688952,-0.7117255,-9.56388,-4.4413705,2.185646,1.6457902
11:21:10.422,0.2945784,-0.7042805,-9.550045,-4.508438,1.989249,1.7581028
11:21:10.432,0.29617026,-0.67742413,-9.547413,-4.6391726,1.7293613,1.9075046
11:21:10.442,0.27997574,-0.67251253,-9.544069,-4.7285967,1.4534824,1.9932052
11:21:10.452,0.28923735,-0.66457605,-9.540389,-4.759873,1.2301719,2.1107893
11:21:10.462,0.3145418,-0.6673741,-9.546618,-4.8765087,0.96180993,2.2084925
11:21:10.472,0.2801486,-0.6452353,-9.538965,-4.977582,0.694882,2.282881
11:21:10.482,0.32129255,-0.6336041,-9.548087,-5.0550747,0.44567826,2.35403
11:21:10.492,0.3232476,-0.61582106,-9.542498,-5.153793,0.17784463,2.4245248
11:21:10.502,0.2914491,-0.61987305,-9.550018,-5.275211,-0.089282,2.4922068
11:21:10.512,0.29207206,-0.59742874,-9.559464,-5.4006186,-0.35194066,2.5484908
11:21:10.522,0.32432717,-0.59513056,-9.574224,-5.5287743,-0.5943013,2.5791519
11:21:10.532,0.3036605,-0.5807893,-9.565616,-5.637564,-0.8750533,2.5979145
11:21:10.542,0.29980356,-0.5591739,-9.573952,-5.7287345,-1.1187406,2.603983
11:21:10.552,0.32436356,-0.55513763,-9.570614,-5.8524036,-1.3596145,2.6133378
11:21:10.562,0.29020718,-0.5374962,-9.599543,-5.990848,-1.5895512,2.5871844
11:21:10.572,0.29491952,-0.52865356,-9.602501,-6.111024,-1.7945616,2.600205
11:21:10.582,0.30009073,-0.5147261,-9.61862,-6.2086606,-1.9920708,2.5536554
11:21:10.592,0.30093494,-0.4914725,-9.620735,-6.29219,-2.2407398,2.480532
11:21:10.602,0.2827274,-0.4926267,-9.634794,-6.384029,-2.4117532,2.4281511
11:21:10.612,0.29923436,-0.48829833,-9.648934,-6.4160094,-2.6227307,2.3470004
11:21:10.622,0.29156664,-0.4738497,-9.663481,-6.497024,-2.768879,2.3188055
11:21:10.632,0.2844282,-0.4577756,-9.689213,-6.5286946,-2.9332623,2.1419885
11:21:10.642,0.2751868,-0.44661397,-9.697225,-6.638945,-3.0633557,2.0693085
11:21:10.652,0.27884525,-0.44776335,-9.701495,-6.7015705,-3.2037668,1.9766073
11:21:10.662,0.276552,-0.4366004,-9.723027,-6.7405767,-3.352823,1.8271451
11:21:10.672,0.2765058,-0.41350654,-9.736797,-6.777646,-3.4333282,1.6835262
11:21:10.682,0.27240458,-0.41689947,-9.7526,-6.783473,-3.5091019,1.5748038
11:21:10.692,0.26188904,-0.4106785,-9.759549,-6.771463,-3.605003,1.4180684
11:21:10.702,0.2584634,-0.40566278,-9.766438,-6.7469053,-3.6943026,1.268374
11:21:10.712,0.2725767,-0.4013838,-9.769822,-6.745751,-3.768537,1.1674627
11:21:10.722,0.25206357,-0.39838985,-9.79332,-6.684026,-3.8078933,0.9680896
11:21:10.732,0.27400607,-0.39607793,-9.782831,-6.6705985,-3.8292618,0.85346264
11:21:10.742,0.25274122,-0.4025496,-9.814284,-6.6382365,-3.841736,0.7043977
11:21:10.752,0.2285091,-0.38762844,-9.841676,-6.60593,-3.850656,0.5481392
11:21:10.762,0.26905343,-0.3809446,-9.855561,-6.557389,-3.836041,0.3691743
11:21:10.772,0.22487058,-0.38985324,-9.886822,-6.4842353,-3.789665,0.25675347
11:21:10.782,0.22249313,-0.37936443,-9.889238,-6.3934484,-3.7807055,0.10869814
11:21:10.792,0.25653577,-0.37577948,-9.893002,-6.3160357,-3.6887274,-0.0027189981
11:21:10.802,0.23958543,-0.38160098,-9.891503,-6.239309,-3.705489,-0.17436065
11:21:10.812,0.22094999,-0.3675281,-9.91726,-6.167763,-3.5709403,-0.29442343
11:21:10.822,0.2284427,-0.35670024,-9.955751,-6.044245,-3.4778042,-0.39286214
11:21:10.832,0.22673167,-0.35560694,-9.965899,-5.9108663,-3.3363495,-0.5443001
11:21:10.842,0.22053595,-0.3588888,-9.971915,-5.829908,-3.2128146,-0.64800435
11:21:10.852,0.23405538,-0.34854692,-9.969998,-5.732916,-3.084306,-0.7944844
11:21:10.862,0.21684614,-0.33223727,-10.0082035,-5.668346,-2.9371233,-0.902447
11:21:10.872,0.20034875,-0.34223768,-10.026028,-5.592116,-2.7483394,-0.97480613
11:21:10.882,0.21072738,-0.33684808,-10.021854,-5.538422,-2.5526161,-1.0567454
11:21:10.892,0.22447895,-0.32914877,-10.042827,-5.519963,-2.3555963,-1.1620356
11:21:10.902,0.2057493,-0.32270664,-10.042305,-5.501179,-2.1359446,-1.2435127
11:21:10.912,0.21455577,-0.33223617,-10.058553,-5.4336896,-1.9012028,-1.2793545
11:21:10.922,0.22359928,-0.32153043,-10.061637,-5.373962,-1.6718628,-1.4302692
11:21:10.932,0.19903667,-0.33438382,-10.077329,-5.321764,-1.4441736,-1.4838675
11:21:10.942,0.2265782,-0.33490443,-10.07427,-5.2808504,-1.1643268,-1.5717294
11:21:10.952,0.2178561,-0.32856348,-10.085251,-5.223611,-0.9000899,-1.6207885
11:21:10.962,0.20689844,-0.31636468,-10.092354,-5.1526933,-0.63477653,-1.6935692
11:21:10.972,0.22526714,-0.31112486,-10.095353,-5.0687423,-0.3622667,-1.7446884
11:21:10.982,0.23377712,-0.31491357,-10.104361,-4.997772,-0.07684922,-1.8121164
11:21:10.992,0.23811257,-0.3152057,-10.118033,-4.954396,0.20931299,-1.8303332
11:21:11.002,0.23795167,-0.3232235,-10.109538,-4.858954,0.49678436,-1.8893013
11:21:11.012,0.24312557,-0.2901196,-10.092413,-4.7903743,0.8100097,-1.9039317
11:21:11.022,0.23829365,-0.27941108,-10.113129,-4.7131004,1.1451408,-1.9417742
11:21:11.032,0.2732615,-0.31465057,-10.099422,-4.6469812,1.3610517,-1.952256
11:21:11.042,0.24867377,-0.2678577,-10.099619,-4.6088333,1.6658039,-1.9676095
11:21:11.052,0.24972731,-0.25269663,-10.086965,-4.5272164,2.0410323,-1.9837579
11:21:11.062,0.2891283,-0.2578279,-10.074321,-4.4561124,2.2926679,-1.9977107
11:21:11.072,0.25444046,-0.23566535,-10.07496,-4.371688,2.6250508,-1.9559997
11:21:11.082,0.27921793,-0.24010345,-10.075084,-4.3326473,2.8811867,-1.973125
11:21:11.092,0.2766203,-0.21566315,-10.057165,-4.228693,3.184266,-1.946716
11:21:11.102,0.286336,-0.19415349,-10.039132,-4.1250224,3.4516773,-1.9223589
11:21:11.112,0.2909537,-0.19134802,-10.011609,-4.0631433,3.6839468,-1.8686662
11:21:11.122,0.28544998,-0.17290603,-10.016694,-3.9501922,3.9648242,-1.8033515
11:21:11.132,0.30038235,-0.16072801,-9.999665,-3.838655,4.1808753,-1.7335558
11:21:11.142,0.28528762,-0.1681233,-9.978988,-3.7123554,4.394316,-1.6478829
11:21:11.152,0.31450608,-0.12993339,-9.9714365,-3.624878,4.594007,-1.5903093
11:21:11.162,0.29771525,-0.11916479,-9.9580145,-3.4682038,4.803933,-1.4490004
11:21:11.172,0.35415852,-0.09317566,-9.932377,-3.3680491,4.969234,-1.3525676
11:21:11.182,0.31555715,-0.098640636,-9.920717,-3.2308292,5.1255474,-1.2633543
11:21:11.192,0.34489366,-0.09550242,-9.917764,-3.1005802,5.2046585,-1.1143491
11:21:11.202,0.3176406,-0.0899067,-9.88894,-2.9381125,5.3184824,-1.0305423
11:21:11.212,0.37594742,-0.07324573,-9.876859,-2.7833927,5.410611,-0.91818327
11:21:11.222,0.33778,-0.081679955,-9.841556,-2.6721342,5.442628,-0.78724575
11:21:11.232,0.3581918,-0.0425725,-9.834816,-2.5450451,5.473479,-0.63370115
11:21:11.242,0.3968383,-0.05811244,-9.82618,-2.430392,5.454009,-0.52021873
11:21:11.252,0.36078492,-0.0359064,-9.779831,-2.3058558,5.438669,-0.36973122
11:21:11.262,0.42611536,-0.028706415,-9.802223,-2.1900735,5.3950324,-0.23894562
11:21:11.272,0.3704307,-0.0122374855,-9.767523,-1.9834702,5.2900023,-0.07986646
11:21:11.283,0.3757142,-0.015999727,-9.740524,-1.767766,5.1857815,0.062877566
11:21:11.292,0.46626934,0.0056370674,-9.723301,-1.644078,5.11912,0.20601158
11:21:11.302,0.39356664,0.018059293,-9.698213,-1.5013868,4.912,0.3629213
11:21:11.312,0.42402354,0.025444591,-9.688187,-1.3964977,4.7814393,0.47184074
11:21:11.322,0.51729757,0.015456928,-9.643549,-1.2986386,4.5873675,0.59084153
11:21:11.332,0.43267542,0.03270626,-9.658966,-1.1805054,4.3786926,0.71655643
11:21:11.342,0.44810864,0.028741503,-9.628608,-1.1018975,4.2083063,0.8041936
11:21:11.352,0.5515007,0.04470002,-9.618996,-1.0363657,3.9811187,0.9371212
11:21:11.362,0.49573565,0.04512671,-9.604653,-0.9786194,3.680802,1.0101838
11:21:11.372,0.47609472,0.042579863,-9.589223,-0.9318079,3.5029821,1.0650296
11:21:11.382,0.54304385,0.051896866,-9.557133,-0.88331485,3.2218478,1.136745
11:21:11.392,0.5836447,0.04485845,-9.5602,-0.87779325,2.9433522,1.2576642
11:21:11.402,0.55661917,0.05477313,-9.53028,-0.8503962,2.6727376,1.2937763
11:21:11.412,0.5197494,0.048577927,-9.551797,-0.8139799,2.3202367,1.38949
11:21:11.423,0.55333114,0.0445485,-9.54325,-0.8268298,2.0557423,1.452292
11:21:11.432,0.59887075,0.05574924,-9.535418,-0.7658432,1.7503318,1.4757357
11:21:11.442,0.6123887,0.071014084,-9.520295,-0.786429,1.4105737,1.5062462
11:21:11.452,0.59019125,0.046930507,-9.50878,-0.81385845,1.0630192,1.537395
11:21:11.462,0.55490047,0.049404822,-9.537215,-0.75425947,0.77164805,1.5628533
11:21:11.472,0.565957,0.058445446,-9.538676,-0.71483463,0.50377697,1.5892367
11:21:11.482,0.5778941,0.048510525,-9.546263,-0.7513908,0.19999136,1.5784818
11:21:11.492,0.61521834,0.054577813,-9.539239,-0.7332704,-0.10792027,1.5671027
11:21:11.502,0.63029224,0.0502272,-9.539364,-0.79467475,-0.42387143,1.5396223
11:21:11.512,0.630805,0.036857795,-9.545797,-0.8250189,-0.7096074,1.5422326
11:21:11.522,0.6245324,0.03519742,-9.543652,-0.8804583,-0.9797438,1.5421033
11:21:11.532,0.63715965,0.04066792,-9.559197,-0.9883534,-1.2222178,1.5534863
11:21:11.542,0.6002316,0.025466012,-9.633859,-1.0949029,-1.5042617,1.4906836
11:21:11.552,0.6289304,0.0030971754,-9.596172,-1.1930773,-1.7900783,1.482323
11:21:11.562,0.6268634,0.024238272,-9.602496,-1.3427722,-1.9233887,1.475078
11:21:11.572,0.57790726,0.018785471,-9.634912,-1.4254504,-2.2757509,1.4297758
11:21:11.582,0.61394876,0.0053294427,-9.63798,-1.5020801,-2.4547732,1.3992274
11:21:11.592,0.6142453,0.002289136,-9.639883,-1.6222253,-2.6990933,1.3369045
11:21:11.602,0.59716606,0.004776117,-9.665105,-1.702602,-2.9117126,1.2512189
11:21:11.612,0.60156506,-0.0010425926,-9.666219,-1.7771004,-3.143495,1.2530373
11:21:11.622,0.57730436,-0.0026536186,-9.666241,-1.8650101,-3.3705344,1.2121719
11:21:11.632,0.62314796,0.013130666,-9.660746,-1.8427026,-3.5532503,1.1109543
11:21:11.642,0.61496043,0.013423235,-9.709821,-1.8744189,-3.7376626,1.0665457
11:21:11.652,0.5786786,0.016116427,-9.693508,-1.8687361,-3.9331963,1.0150139
11:21:11.662,0.6247094,0.0020383634,-9.670363,-1.817763,-4.116461,0.987302
11:21:11.672,0.6111803,0.034873698,-9.723164,-1.7482309,-4.2949023,0.9585868
11:21:11.682,0.59655327,0.049192876,-9.700735,-1.6290158,-4.503663,0.8822816
11:21:11.692,0.59602946,0.043034174,-9.7104435,-1.4438661,-4.4952283,0.8209271
11:21:11.702,0.597576,0.033761807,-9.684483,-1.294833,-4.73774,0.82367384
11:21:11.712,0.59892166,0.039647203,-9.677017,-1.1103951,-5.0367737,0.77864707
11:21:11.722,0.5725887,0.09064462,-9.767254,-0.94042057,-4.956423,0.71336657
11:21:11.732,0.51444995,0.059568025,-9.848828,-0.73129785,-5.212976,0.75090665
11:21:11.742,0.5297002,0.005958758,-9.688107,-0.46933308,-5.1361203,0.7128057
11:21:11.752,0.56769526,0.055562913,-9.749816,-0.2663504,-5.3843107,0.6748386
11:21:11.762,0.50076705,0.04858391,-9.821693,-0.0032782098,-5.531323,0.6664967
11:21:11.772,0.54108405,0.048620805,-9.841933,0.3355615,-5.414706,0.6356981
11:21:11.782,0.51895696,0.039602917,-9.7906475,0.63951135,-5.608503,0.6462312
11:21:11.792,0.53961843,0.03760572,-9.76303,1.0156865,-5.6717496,0.5984638
11:21:11.802,0.5219978,0.046265773,-9.735439,1.4124029,-5.7412505,0.6208366
11:21:11.813,0.47966844,0.043332875,-9.886897,1.8135372,-5.691946,0.5740224
11:21:11.822,0.5133942,0.0063321632,-9.774682,2.218722,-5.662104,0.5958766
11:21:11.832,0.4450718,0.064063035,-9.766461,2.5855684,-5.772553,0.52955925
11:21:11.842,0.4524914,-0.045291107,-9.893328,3.037132,-5.593077,0.5958943
11:21:11.852,0.44062278,0.054496493,-9.689709,3.3634984,-5.6845875,0.58385307
11:21:11.862,0.46251225,-0.013901239,-10.028612,3.729048,-5.436556,0.5901151
11:21:11.872,0.4518336,-0.07043639,-9.655553,4.0863557,-5.508921,0.652262
11:21:11.882,0.42292225,-0.009385018,-9.957673,4.4049277,-5.446113,0.6419933
11:21:11.892,0.39298603,-0.051096268,-10.033692,4.756114,-5.142232,0.611002
11:21:11.902,0.38833824,0.03680162,-9.652946,5.0392356,-5.121211,0.64788264
11:21:11.912,0.3852351,-0.16291559,-10.127272,5.260268,-4.7322693,0.62344503
11:21:11.922,0.47758487,-0.0018362644,-9.673713,5.474622,-4.8705926,0.6791105
11:21:11.932,0.43202764,-0.21232077,-9.889778,5.6363277,-4.4694533,0.62182045
11:21:11.942,0.37541947,-0.043256216,-9.8041935,5.8230696,-4.3331246,0.671638
11:21:11.952,0.38132164,-0.13600104,-9.844807,6.013668,-4.040732,0.6225044
11:21:11.962,0.38934535,-0.15517893,-9.803052,6.1408634,-3.7427304,0.6132263
11:21:11.972,0.39576203,-0.20047477,-9.889493,6.265848,-3.5908532,0.62197924
11:21:11.982,0.3984736,-0.16085428,-9.861011,6.4077406,-3.271357,0.6222317
11:21:11.992,0.38167566,-0.15835692,-9.849255,6.5902514,-3.032892,0.61843723
11:21:12.002,0.37139773,-0.20301922,-9.82954,6.830695,-2.6624286,0.5942033
11:21:12.012,0.3596034,-0.20819837,-9.838716,7.014614,-2.3788,0.6226734
11:21:12.022,0.36994228,-0.26133782,-9.868702,7.1651936,-1.9644921,0.5823428
11:21:12.032,0.2889576,-0.2153953,-9.942271,7.330844,-1.7322737,0.5971265
