Time [s],ACC X [m/s^2],ACC Y [m/s^2],ACC Z [m/s^2],GYRO X [rad/s],GYRO Y [rad/s],GYRO Z [rad/s]
11:21:12.042,0.36941963,-0.2360309,-9.816934,7.516663,-1.3601662,0.6149401
11:21:12.052,0.33569795,-0.2511725,-9.884421,7.7097645,-1.0047662,0.59341025
11:21:12.062,0.32160053,-0.3045305,-9.855324,7.815966,-0.7105559,0.57266176
11:21:12.072,0.32342273,-0.28787297,-9.887173,7.9152474,-0.36681676,0.5336578
11:21:12.082,0.30798396,-0.27748096,-9.89258,8.051763,-0.116760746,0.49652255
11:21:12.092,0.3142494,-0.29335746,-9.915027,8.23878,0.20805813,0.5099865
11:21:12.102,0.32553464,-0.34242174,-9.885503,8.444823,0.45555252,0.4649626
11:21:12.112,0.30713683,-0.3601958,-9.845824,8.6367655,0.83307946,0.40910196
11:21:12.122,0.30231395,-0.35561007,-9.898285,8.812051,1.0722141,0.3401889
11:21:12.132,0.2864376,-0.34861058,-9.932568,8.960319,1.3045914,0.3117764
11:21:12.142,0.29679522,-0.35840014,-9.914379,9.152427,1.5563965,0.24851063
11:21:12.152,0.31651497,-0.39398703,-9.856979,9.294235,1.7583197,0.19150764
11:21:12.162,0.27679557,-0.42931512,-9.909544,9.31503,2.0294542,0.10888197
11:21:12.172,0.2763048,-0.4066498,-9.931237,9.382868,2.2209418,0.03956957
11:21:12.182,0.3051051,-0.40020257,-9.892239,9.366302,2.3765397,-0.004114487
11:21:12.192,0.2857202,-0.3945189,-9.928554,9.450751,2.4922395,-0.10863764
11:21:12.202,0.2921433,-0.41494864,-9.818686,9.495074,2.5795023,-0.1926047
11:21:12.212,0.28806,-0.4718735,-9.981685,9.494497,2.730521,-0.2720018
11:21:12.222,0.2706827,-0.42648682,-9.920642,9.467567,2.8308601,-0.35827425
11:21:12.232,0.24250054,-0.43613663,-10.010998,9.472713,2.8611767,-0.42143375
11:21:12.242,0.30365422,-0.41880327,-9.860338,9.483381,3.0519578,-0.5066925
11:21:12.252,0.25691858,-0.38602817,-10.09377,9.497417,2.899882,-0.59479046
11:21:12.262,0.21881428,-0.50922346,-9.948443,9.476876,3.048951,-0.63159364
11:21:12.272,0.26007748,-0.43697447,-9.929507,9.492446,2.98542,-0.72112954
11:21:12.282,0.29368025,-0.47753802,-10.040168,9.48844,3.2018788,-0.82880694
11:21:12.292,0.2517354,-0.33562782,-9.921212,9.54429,2.643751,-0.82349527
11:21:12.302,0.2388832,-0.44010058,-10.10487,9.6445265,2.91527,-0.8915205
11:21:12.312,0.23818384,-0.4607827,-9.928671,9.711743,2.8698456,-0.9922661
11:21:12.322,0.28947127,-0.44520578,-9.912568,9.742566,2.65005,-1.0303766
11:21:12.332,0.27300033,-0.54289937,-10.005908,9.836445,2.5113504,-1.0497408
11:21:12.342,0.23372911,-0.45712414,-9.972253,9.950554,2.453813,-1.0771759
11:21:12.352,0.2546552,-0.4653375,-10.044286,9.976223,2.3556218,-1.0693313
11:21:12.362,0.28343922,-0.59732765,-9.9332695,10.012377,2.244324,-1.0778316
11:21:12.372,0.23922157,-0.5349961,-10.064086,10.14608,2.083288,-1.1065179
11:21:12.382,0.25590554,-0.54526484,-9.848244,10.186737,1.884087,-1.0959018
11:21:12.392,0.2226246,-0.69611967,-10.017213,10.327388,1.7164679,-1.1090107
11:21:12.402,0.3149957,-0.46868724,-9.793098,10.331374,1.5315518,-1.0218803
11:21:12.412,0.14748722,-0.69939965,-10.085164,10.365959,1.1696677,-0.98949134
11:21:12.422,0.19559863,-0.6023182,-9.97517,10.500956,1.0355963,-0.9422886
11:21:12.432,0.27307174,-0.6563801,-9.751549,10.410099,0.9376542,-0.88770264
11:21:12.442,0.26844975,-0.9413265,-9.865477,10.577675,0.8034105,-0.8244013
11:21:12.452,0.19768596,-0.6196921,-9.845322,10.5795965,0.42653954,-0.7847562
11:21:12.462,0.25577143,-0.75916475,-9.837478,10.670614,0.41172558,-0.62259597
11:21:12.472,0.20445408,-0.6364049,-9.986554,10.728176,0.30354655,-0.5175218
11:21:12.482,0.22037579,-0.73272896,-9.593121,10.717112,-0.46310958,-0.4106549
11:21:12.492,0.046731632,-0.8741237,-9.990504,10.865966,-0.44532427,-0.3253829
11:21:12.502,0.30750543,-0.7285573,-9.469281,10.73729,-0.41117093,-0.20829664
11:21:12.512,0.15402742,-0.7504737,-9.809448,10.593162,-1.0739967,-0.085621335
11:21:12.522,0.26867166,-0.9218461,-9.024486,10.672402,-1.3940729,0.06049811
11:21:12.532,0.16516653,-1.0316783,-9.780502,10.697105,-1.452724,0.22133717
11:21:12.542,0.42171663,-1.1175051,-9.158406,10.781509,-2.0413845,0.35420713
11:21:12.552,0.26929662,-0.85305506,-9.422202,10.749204,-1.7551738,0.46066228
11:21:12.562,0.23658226,-0.9065264,-9.646644,10.738991,-2.2487292,0.5783694
11:21:12.572,0.07385698,-0.9782311,-10.266335,10.705968,-1.8939512,0.63000876
11:21:12.582,0.09960133,-0.74894077,-9.62358,10.49737,-2.439309,0.8048845
11:21:12.592,-0.047750846,-1.229118,-9.792573,10.464689,-3.017787,0.8115329
11:21:12.602,0.20393862,-1.0915662,-9.8114605,10.527584,-2.5221474,0.893453
11:21:12.612,0.21144442,-1.0342442,-9.145718,10.254201,-3.4819963,0.9754227
11:21:12.622,0.20673783,-0.8987112,-9.659925,10.130449,-3.1238666,1.0119984
11:21:12.632,0.29194862,-1.0589106,-9.437334,10.126303,-3.6033242,1.1152997
11:21:12.642,0.18906556,-1.2050699,-9.364076,9.897901,-3.4435296,1.1490129
11:21:12.652,0.08490529,-1.2670791,-9.420772,9.811921,-4.0905895,1.2128432
11:21:12.662,0.19432871,-1.1790097,-9.711276,9.718837,-3.715527,1.173601
11:21:12.672,0.18249053,-1.4082984,-9.604328,9.416643,-3.4225087,1.118502
11:21:12.682,0.06862662,-1.1158816,-9.578322,9.088567,-4.2482476,1.1330401
11:21:12.692,0.22717296,-1.3528732,-9.110715,8.999815,-3.89048,1.1379822
11:21:12.702,0.10311898,-1.1952236,-9.435457,8.796671,-4.1264505,1.1049433
11:21:12.712,0.14316526,-1.4130714,-9.480609,8.52454,-3.8991942,1.0208956
11:21:12.722,0.13245806,-1.4359471,-9.774531,8.368123,-3.948316,1.046609
11:21:12.732,0.085935354,-1.3005615,-9.457099,8.175759,-3.8519723,0.9807734
11:21:12.742,0.061008334,-1.4298452,-9.568891,7.9365997,-4.013939,0.9663745
11:21:12.752,0.23645756,-1.4797992,-9.589779,7.7852273,-3.23369,0.9524683
11:21:12.763,0.14381668,-1.243403,-9.092547,7.364166,-3.9234073,0.90204567
11:21:12.772,0.016841315,-1.1092844,-10.07972,7.109471,-3.7113383,0.8560392
11:21:12.783,-0.103282616,-1.9319067,-10.27278,7.0211883,-3.0739012,0.6980207
11:21:12.792,0.12380816,-1.6002318,-9.170875,6.451082,-3.1605062,0.7039455
11:21:12.803,0.12566866,-1.3082178,-9.5215025,5.7951765,-3.133927,0.70543426
11:21:12.813,-0.0029600444,-1.606806,-10.091135,5.5826087,-2.8283303,0.6014837
11:21:12.823,0.070166044,-1.5276612,-9.717879,5.147718,-2.4266598,0.67486894
11:21:12.832,0.032622226,-1.4707711,-9.92615,4.3602858,-2.5589101,0.64268357
11:21:12.843,0.07998242,-1.5993092,-9.307123,4.1115966,-2.1542552,0.59593034
11:21:12.853,0.07935214,-1.5503626,-8.6585865,3.6212049,-2.6045363,0.64651537
11:21:12.863,0.12482365,-1.5264744,-10.39256,3.2427063,-1.8887587,0.5824208
11:21:12.872,0.099898756,-1.3159373,-9.339623,3.00225,-2.1234343,0.5127778
11:21:12.883,0.11506834,-1.4514408,-8.854324,2.6319964,-1.6749341,0.58438146
11:21:12.892,0.17849071,-1.6760892,-9.577393,2.3300228,-1.537708,0.61477906
11:21:12.903,0.2029517,-1.7161793,-9.133541,2.0480642,-1.0181935,0.5005112
11:21:12.912,0.064325266,-1.4832563,-9.587749,1.5533981,-0.830274,0.57119715
11:21:12.923,0.14775841,-1.7244769,-9.720348,1.4561446,-0.6994312,0.6056437
11:21:12.933,-0.023419699,-1.5719428,-10.005192,1.2232203,-0.23582286,0.6036093
11:21:12.943,0.12887658,-1.3414333,-9.1070795,0.9042685,-0.7014274,0.68208116
11:21:12.952,0.16243362,-1.5747898,-9.671589,0.8264233,0.07654395,0.705842
11:21:12.963,0.052429993,-1.5935453,-9.595553,0.6236224,-0.23389603,0.64183086
11:21:12.972,0.13637732,-1.5914724,-9.533892,0.50356674,-0.029724905,0.67477405
11:21:12.983,0.019967554,-1.5245062,-9.78956,0.36278945,0.14410682,0.7122143
11:21:12.992,0.08814604,-1.4125395,-9.304763,0.2952972,0.22893982,0.7301343
11:21:13.003,0.043487474,-1.4563043,-9.666465,0.14579235,0.27056012,0.79589194
11:21:13.012,0.015594487,-1.4204572,-9.643933,0.01447599,0.336491,0.8532371
11:21:13.023,0.017754955,-1.6185665,-9.560222,-0.12075816,0.2738361,0.8399637
11:21:13.032,0.13009249,-1.627933,-9.57653,-0.3953005,0.74004424,0.83635587
