Time,V North,V East,V Down
0.0,-0.113278,-1.5036,-0.015156
1.0,-0.096535,-1.513918,0.007412
2.01,-0.078404,-1.518859,0.011795
3.01,,-1.509207,0.002352
4.01,,,0.004699
5.01,-0.035362,,
6.02,-0.019593,-1.521881,
7.02,,-1.517982,-0.013171
8.02,,,-0.018911
9.02,,,
10.03,,,
11.03,0.04322,,0.000121
12.03,,,
13.03,,,
14.04,,,
15.04,0.083582,,
16.04,,,-0.022601
17.04,,-1.490856,
18.05,,-1.502336,
19.05,,-1.517566,0.026472
20.05,,-1.518343,
21.05,0.14031,,
22.06,0.143483,,-0.017148
23.06,0.148292,,0.002292
24.06,0.158867,,0.008564
25.06,0.174167,,
26.07,,,0.006607
27.07,,,0.007681
28.07,,-1.498966,
29.07,,,
30.08,,-1.473439,-0.000395
31.08,,,
32.08,,,
33.08,,,
34.09,,,
35.09,,,
36.09,,,
37.09,0.3036,,0.031866
38.1,0.327255,,
39.1,0.34541,,-0.014926
40.1,,,
41.1,,,
42.11,0.366796,-1.461896,
43.11,,-1.463827,
44.11,,-1.457262,-0.007209
45.11,0.409605,,-0.006887
46.12,,,
47.12,,,
48.12,,,
49.12,0.443075,,
50.13,,,
51.13,,-1.424588,0.015204
52.13,,-1.430086,0.023812
53.13,,,0.013717
54.14,0.48782,-1.423899,
55.14,,-1.418807,
56.14,,,
57.14,0.533933,,
58.15,,,
59.15,0.538209,,0.0098
60.15,,-1.400087,
61.15,0.5739,,0.012442
62.16,,,
63.16,0.595279,,
64.16,,,
65.16,,,
66.17,,-1.370803,0.017949
67.17,,,
68.17,0.649126,,
69.17,,-1.352304,
70.18,,,
71.18,,-1.338157,0.018017
72.18,0.679891,,
73.18,0.691082,,-0.006261
74.19,,-1.321901,
75.19,,,
76.19,,-1.315766,0.022369
77.19,,-1.322817,0.020935
78.2,,,
79.2,,-1.298958,
80.2,,-1.278516,
81.2,,,
82.21,0.783352,,0.027084
83.21,0.785387,-1.295485,
84.21,,,
85.21,,-1.263276,
86.22,0.823838,-1.240054,
87.22,,,
