Time,V North,V East,V Down
0.0,-1.929191,-0.641182,0.006672
1.0,-1.989434,-0.476583,0.004822
2.01,-2.037641,-0.309663,0.009325
3.01,-2.07378,-0.160386,0.017127
4.01,-2.102422,-0.038982,0.025785
5.01,-2.124815,0.04721,0.025236
6.02,-2.144152,0.106313,0.0149
7.02,-2.162604,0.146749,0.002068
8.02,-2.182909,0.171055,-0.004726
9.02,-2.206749,0.174899,-0.004531
10.03,-2.227158,0.161244,-0.002442
11.03,-2.239458,0.138572,0.006496
12.03,-2.242814,0.101236,0.022089
13.03,-2.088961,0.007983,0.040297
14.04,-1.775735,-0.455404,-0.037497
15.04,-1.441507,-0.874935,-0.061752
16.04,-1.094613,-1.146108,-0.053509
17.04,-0.774255,-1.34793,-0.03217
18.05,-0.471191,-1.505276,0.011289
19.05,-0.183405,-1.641513,0.009348
20.05,0.09604,-1.732396,-0.01027
21.05,0.366685,-1.774474,-0.018758
22.06,0.616441,-1.790502,-0.007875
23.06,0.835383,-1.807341,0.010664
24.06,1.018309,-1.834246,0.019332
25.06,1.166824,-1.866466,0.010532
26.07,1.266672,-1.905228,-0.002418
27.07,1.296257,-1.964116,-0.007797
28.07,1.248549,-2.045764,0.000876
29.07,1.133686,-2.14182,0.006875
30.08,0.974678,-2.229052,-0.004163
31.08,0.782552,-2.285249,-0.016873
32.08,0.56663,-2.314753,-0.003943
33.08,0.349289,-2.337136,0.015315
34.09,0.154562,-2.355519,0.01605
35.09,-0.008556,-2.357424,0.004209
36.09,-0.138979,-2.351917,0.007683
37.09,-0.23351,-2.36121,0.013353
38.1,-0.289486,-2.380352,0.004457
39.1,-0.305034,-2.399598,-0.006532
40.1,-0.292011,-2.421244,0.000449
41.1,-0.253688,-2.456861,0.012866
42.11,-0.173104,-2.352399,0.015002
43.11,0.213508,-2.144446,-0.048194
44.11,0.693372,-1.866998,-0.055885
45.11,1.107072,-1.611277,0.00852
46.12,1.3882,-1.521234,0.028484
47.12,1.553047,-1.522809,0.007014
48.12,1.625238,-1.499059,-0.027709
49.12,1.642354,-1.449767,-0.046812
50.13,1.647171,-1.413088,-0.036002
51.13,1.641943,-1.395446,-0.014787
52.13,1.632516,-1.388224,-0.003466
53.13,1.616538,-1.377249,-0.010887
54.14,1.59816,-1.352611,-0.023695
55.14,1.581688,-1.318021,-0.021322
56.14,1.568323,-1.292691,0.0016
57.14,1.554887,-1.286004,0.027552
58.15,1.538438,-1.286303,0.034999
59.15,1.519847,-1.277161,0.020255
60.15,1.504782,-1.249889,0.006323
61.15,1.489738,-1.220035,0.005324
62.16,1.473967,-1.201175,0.019972
63.16,1.456326,-1.195808,0.037722
64.16,1.439254,-1.196331,0.043873
65.16,1.424963,-1.190896,0.031035
66.17,1.41013,-1.170558,0.005465
67.17,1.391725,-1.144164,-0.007757
68.17,1.376092,-1.125727,5.1e-05
69.17,1.33607,-1.073567,0.015632
70.18,1.234231,-1.174568,0.018715
71.18,1.03298,-1.290919,0.006455
72.18,0.768354,-1.361777,-0.025192
73.18,0.466404,-1.38281,-0.017007
74.19,0.171219,-1.402233,-0.018121
75.19,-0.102608,-1.398919,0.0046
